group,taxon_a,taxon_b,density_overlap,density_overlap_rarefaction_p025,density_overlap_rarefaction_p975,wasserstein_w2,wasserstein_w2_rarefaction_p025,wasserstein_w2_rarefaction_p975,centroid_distance,centroid_distance_rarefaction_p025,centroid_distance_rarefaction_p975,centred_w2,centred_w2_rarefaction_p025,centred_w2_rarefaction_p975,centred_share_w2_squared
orientation,Cirsium acaulon,Cirsium occidentale,0.8233215454829885,0.7287831941341399,0.9505691938346406,0.4375518899627844,0.15026730487340384,0.708478753863864,0.3666483089875012,0.05543558500830155,0.6625995179659648,0.20433022507989693,0.11416269576108641,0.3761659567757628,0.2804867498920778
orientation,Cirsium acaulon,Cirsium ochrocentrum,0.8658153662296827,0.7527589726544256,0.9567303563824684,0.3397120261194912,0.1702705783635149,0.6688773620304741,0.2877642440842778,0.016665024816213975,0.6202506076457096,0.19382205726990392,0.11846907329838188,0.34498185454454106,0.31398924625266145
orientation,Cirsium acaulon,Cirsium oleraceum,0.8957103933655617,0.8314761118471492,0.9436343230884646,0.26181309839104416,0.1643578087108735,0.40014698213550187,0.12952471321332587,0.008993811245607952,0.29613554807531856,0.20226535985335903,0.14848451617396566,0.30460236286125775,0.6938249042417712
orientation,Cirsium acaulon,Cirsium palustre,0.8831907762199627,0.7807020403914714,0.950495227748311,0.33193768735235474,0.16638266663457726,0.590116646344551,0.25532908282859085,0.034545854290429084,0.5480643197955892,0.2038679914056123,0.1477443939420194,0.34865076963056524,0.48493238012143103
orientation,Cirsium acaulon,Cirsium pannonicum,0.6819515097986726,0.6162929197596995,0.8008047681760285,0.7840948016745295,0.5311789196123984,1.0047258784060153,0.7279509289918007,0.4684038231523814,0.935058209839903,0.30029952572078034,0.20550632961115275,0.4066249010164859,0.1502012104743033
orientation,Cirsium acaulon,Cirsium parryi,0.8890044969487454,0.8164610880001625,0.9439805419104509,0.37118376536896863,0.18103584013560528,0.5214167585200036,0.298779755876556,0.06311007492638657,0.48992371924090256,0.1844497701507677,0.15045948194619532,0.26914831719284893,0.3124106627421622
orientation,Cirsium acaulon,Cirsium pumilum,0.8449990975158672,0.7620510327809379,0.9381932436698301,0.4713237230281848,0.20666488425907673,0.6592585939351051,0.3810087852902728,0.036550901252054666,0.5872565780954019,0.26211172093252255,0.14376194399107647,0.381088344762079,0.3580896701806485
orientation,Cirsium acaulon,Cirsium repandum,0.8755383634366456,0.7973756611339087,0.9368102916155092,0.2965690985918017,0.18131721777110793,0.47398983143040346,0.22613982550758022,0.027497814953984602,0.4277125407130866,0.19797855244745596,0.13183189353384756,0.2849808558844624,0.4968184619781938
orientation,Cirsium acaulon,Cirsium rhaphilepis,0.8374566753350897,0.7321225056161937,0.9463484526246304,0.49774539413212604,0.18435745614941154,0.7258843870036736,0.43971258398444407,0.12180196668482693,0.6536826274773442,0.22021354852683417,0.13692492897689065,0.3280587727156592,0.20398175144740044
orientation,Cirsium acaulon,Cirsium rivulare,0.7990916020980683,0.6938115042267673,0.9049482351513042,0.5654007030178232,0.31137806358513775,0.805879015702283,0.5136961812812287,0.2427736411708619,0.7489206517868924,0.2504984288424937,0.15751274354607556,0.34018720230192895,0.17731982092205406
orientation,Cirsium acaulon,Cirsium scariosum,0.8807426905836291,0.8315438183693193,0.9360149037980724,0.28330005225946375,0.1670634464792634,0.4734077995282618,0.13547289467594212,0.010637574903366028,0.42483354335309675,0.22586798688575274,0.13366657974814197,0.35469549818169765,0.6896600622104799
orientation,Cirsium acaulon,Cirsium serratuloides,0.8495021678140718,0.7854578319735519,0.9358397956325092,0.42913667181795023,0.21714869454718894,0.598419177701177,0.40322236666842887,0.10755844811943639,0.5584595357763606,0.18265853146721334,0.1343144468773565,0.2503150410590496,0.18736462811356344
orientation,Cirsium acaulon,Cirsium serrulatum,0.849346777101559,0.7617354747826807,0.9222947889495375,0.45675479751423487,0.23039447581423242,0.7067777115258774,0.4007839416044413,0.1343841675026496,0.6492074133822915,0.21161592245389838,0.1383059848598182,0.34680375911328676,0.2534825179285473
orientation,Cirsium acaulon,Cirsium spinosissimum,0.8778628796444451,0.7776561353756356,0.9363129568819358,0.29784884347998664,0.1739744749874828,0.5503861633059421,0.15900110541283108,0.02884950185259277,0.4578694290929221,0.22769297272325623,0.15036150444600146,0.3434830477864022,0.6554583526403213
orientation,Cirsium acaulon,Cirsium subcoriaceum,0.8904041832249554,0.8409018555296955,0.9345991506923202,0.2926474549438849,0.18849754610819047,0.4065881474988872,0.15291507175472335,0.03431869675238877,0.28603333697506195,0.2404677412147191,0.1443362775935309,0.37152032623958975,0.7437067307585121
orientation,Cirsium acaulon,Cirsium texanum,0.894341521000454,0.7662453901686046,0.9338284294413277,0.25767883780112605,0.1699804712290155,0.513827317477146,0.15979558489393536,0.030790977182478675,0.445415083616637,0.21504164404595044,0.1544638470199516,0.3612152280712573,0.6096290587042459
orientation,Cirsium acaulon,Cirsium tuberosum,0.7541299665517096,0.6560283014506688,0.8539984176843777,0.7004123102561015,0.4188814363826522,0.8945030675753295,0.6612196755481196,0.366356245566609,0.8583818949617357,0.25237685293143564,0.1857220907926501,0.3447796162445643,0.14316275597412748
orientation,Cirsium acaulon,Cirsium ukranicum,0.7354805128567616,0.6679205279948877,0.8467588223504742,0.7199340637008551,0.42107143187045276,0.9200385071491063,0.6242979965759234,0.32178316757054615,0.7757825940424781,0.34972332534673123,0.24612811559847883,0.4967811333846457,0.23931026016001739
orientation,Cirsium acaulon,Cirsium undulatum,0.8571419643690692,0.7364045457331644,0.9372940235707542,0.37682506016524475,0.21270810861232642,0.6661451571247139,0.30354274839377743,0.07231499500179886,0.5816802821020929,0.21724176838045256,0.12936231511052562,0.34805858180827065,0.2909592987351626
orientation,Cirsium acaulon,Cirsium vulgare,0.9001916469478269,0.8301337474929084,0.9528049949043813,0.314491771756917,0.13463577369398944,0.41345763663043156,0.21393035663075818,0.005877994639775918,0.37643588804227635,0.1834460704008774,0.11589294789428425,0.31085387282233645,0.47177928707848416
orientation,Cirsium acaulon,Cirsium wheeleri,0.9075857712511037,0.8757174823654204,0.9493181500410235,0.27991313160526576,0.13053185537103287,0.390047381833397,0.16020439607300052,0.03444379425772377,0.3203378513349236,0.19512679043505438,0.10155409742600177,0.30823208485665693,0.6753215084139348
orientation,Cirsium altissimum,Cirsium andersonii,0.7124263485588621,0.5833549663641374,0.8070146723008564,0.746062790875531,0.4618221045278517,1.1056480862080702,0.6639759615193623,0.385967544397269,1.0267387740060083,0.3381450848222648,0.253630573588249,0.44945173975690983,0.20705842076487832
orientation,Cirsium altissimum,Cirsium arizonicum,0.852592749410019,0.7758115373222871,0.9338917828585149,0.38956680312219877,0.17646176347204875,0.6305231692186752,0.2903456467547083,0.021405487069928144,0.592213374172917,0.23332974851735946,0.14075403144885912,0.35910831835107887,0.42707310574265017
orientation,Cirsium altissimum,Cirsium arvense,0.9080438389716651,0.8283253392971918,0.9507836723246058,0.26297226848538896,0.14565708691149337,0.41611587296357244,0.10395579002332019,0.026249451847068415,0.3505513772921636,0.22173401552774158,0.13759129506544868,0.30599568261724996,0.7809095941482562
orientation,Cirsium altissimum,Cirsium brevistylum,0.9011532747022618,0.8395339445674679,0.9537103703638001,0.26857439766627883,0.148383968397913,0.43571728796319126,0.11557450326113217,0.012941375983487184,0.3592564177549811,0.21673094818189775,0.1356694307950396,0.34349058924785386,0.7748057481894151
orientation,Cirsium altissimum,Cirsium canescens,0.8245937915642346,0.6979792273572062,0.907889183475593,0.5022404578131048,0.22802547807614612,0.7698077096450233,0.4202900792047243,0.1242957254037051,0.7081614470460006,0.22464818429006167,0.15094720775478482,0.38078000209588775,0.2585012457278596
orientation,Cirsium altissimum,Cirsium canum,0.8337761316056929,0.7305794655755236,0.9255730205079415,0.47749447374943504,0.27188804839112135,0.704018174535931,0.4144611965143782,0.13528503775926382,0.6537434468622612,0.22821266894773692,0.15675985864514044,0.32789765696028556,0.23827379362045498
orientation,Cirsium altissimum,Cirsium carolinianum,0.8740191357537754,0.7847757998943297,0.9564410257042613,0.31920169158441913,0.13575651213132736,0.527535490928113,0.19559218742208806,0.02091761678945831,0.42543566709628833,0.2285216964341943,0.1300498145700556,0.3586621474338228,0.5598411140712594
orientation,Cirsium altissimum,Cirsium ciliatum,0.8720749367657923,0.7657540732097969,0.9392513833100764,0.32929531546114904,0.16867517282659036,0.6323333236623071,0.2631540749792932,0.011809590077688059,0.5525039714202563,0.2030224252586804,0.14223793630284534,0.3143562862121048,0.35270083003071506
orientation,Cirsium altissimum,Cirsium cymosum,0.9014080747224338,0.7860837469728419,0.9527991186070132,0.24600509445724533,0.12670689493587192,0.41256092307592274,0.10329827232482497,0.01295977810092303,0.34298327824015645,0.20408520062377916,0.1262559693698028,0.31577308344865035,0.8505790604210709
orientation,Cirsium altissimum,Cirsium discolor,0.9011609382233623,0.7669432437672702,0.9557299418484617,0.26645794188489125,0.14814862218334865,0.5880729104521991,0.14270382656804897,0.006187035293075129,0.5233478389334856,0.20224225086172876,0.1297556186335479,0.3947311089100261,0.6635047476528992
orientation,Cirsium altissimum,Cirsium dissectum,0.711895832711781,0.5995462309518802,0.8404536618638777,0.7625571655155228,0.3936358924416047,0.9737927581593453,0.7074441065908244,0.33881314613231595,0.8953316264520456,0.27700736717024355,0.18508792005820499,0.4129619590119887,0.15335714393025413
orientation,Cirsium altissimum,Cirsium drummondii,0.8394728316953018,0.7364237173926417,0.9558462955773965,0.4806299043248649,0.18371209751351272,0.7126279278356153,0.44681968519681725,0.08500910338521347,0.6668515392408735,0.2157317293244931,0.13276319104857637,0.336979399091474,0.22224993912233715
orientation,Cirsium altissimum,Cirsium echinus,0.9022167419113121,0.8377816158617072,0.9513587851332678,0.24703425516970004,0.15633099881073068,0.35343755713801484,0.053978548073255,0.004906271124451937,0.24973528517166113,0.2186021715719676,0.15499231128878582,0.2828255527132914,0.9308909348116637
orientation,Cirsium altissimum,Cirsium edule,0.9168956322038622,0.8186802918093092,0.9620050995695898,0.22504583680047344,0.14905424252389846,0.39695936275952554,0.12206173564601494,0.025789665297977,0.32031033157854943,0.17290742859334302,0.13108078863071954,0.25926368799385585,0.6430509540583836
orientation,Cirsium altissimum,Cirsium ehrenbergii,0.8942414414438591,0.7846873130577796,0.9464636916863097,0.2969097131164957,0.16597547526326312,0.4869715674583177,0.21010207039446172,0.00904149695418036,0.4465100102656546,0.16717953805945243,0.11594302477380997,0.3425863962637282,0.3719554084463643
orientation,Cirsium altissimum,Cirsium erisithales,0.7223084282660429,0.6079871004300076,0.8216417980939261,0.8256405088280114,0.5423551554312728,1.1707789557754662,0.7781836785911992,0.45547857741894954,1.1238908551344595,0.27116959655850525,0.1868000220558426,0.35537531206552875,0.1116895151613978
orientation,Cirsium altissimum,Cirsium esculentum,0.8939818846635402,0.7974250661807473,0.9525573712377071,0.25121203550883786,0.13393846009186713,0.4329197242972702,0.13163374148535917,0.00280387801832096,0.3815940835292449,0.19977539229179303,0.11446563878663338,0.37770873303471464,0.6710419921760807
orientation,Cirsium altissimum,Cirsium filipendulum,0.8673532918394448,0.7726017370434011,0.9328162411526124,0.33735082421132667,0.1759011777894345,0.5847313737436305,0.28585931049045665,0.10581137613378645,0.5278986065581067,0.16397034054476567,0.12701003434487476,0.27872099217190904,0.23916763533220578
orientation,Cirsium altissimum,Cirsium flodmanii,0.7626248455695346,0.6780166176549529,0.8757099508718929,0.6274113218436294,0.3502489485259936,0.8044215637130361,0.5617424814279586,0.24719192756440492,0.7402602223905705,0.2558876217936615,0.17221428154381765,0.35310463730424674,0.18056660537647734
orientation,Cirsium altissimum,Cirsium helenioides,0.8304728237388213,0.7590491645900364,0.9205290818483437,0.4118252002921913,0.23157855026975943,0.6134542220978711,0.3404405750618247,0.06343310188772287,0.5630041318746474,0.2463981444133123,0.183887927551828,0.32432410889446456,0.3673484277166246
orientation,Cirsium altissimum,Cirsium heterophyllum,0.7731773020947272,0.6947566593795076,0.909574367487076,0.550332327921481,0.24547804585903923,0.8113301897890094,0.45304552905645107,0.15367878902648802,0.7588841171022075,0.24596390815562352,0.1547680048081293,0.3899792407325512,0.2330898414546263
orientation,Cirsium altissimum,Cirsium hookerianum,0.900771483560584,0.8267352544390315,0.950869889360334,0.24948901240361,0.15618107338783097,0.4281709956769562,0.09009250657377155,0.0024844106643616927,0.3661913498014377,0.1981695795177906,0.13545166438479161,0.32309659974275534,0.8646029666626867
orientation,Cirsium altissimum,Cirsium horridulum,0.9069398942212767,0.790143370080003,0.9568630021476244,0.2552046567982631,0.14497098595918165,0.5475211941605005,0.1486004812465629,0.0072771540639028545,0.4649472038144417,0.18052443450122413,0.12639753064910844,0.33625351717853047,0.6751718004637033
orientation,Cirsium altissimum,Cirsium japonicum,0.9045344833253969,0.8129855208042784,0.9625834359342987,0.25351971464118805,0.1300575561372588,0.41074940015808054,0.08891048194056181,0.0073587063853144995,0.3374895822644302,0.1850976904884973,0.12251054924438916,0.3542891365245902,0.8167464475799158
orientation,Cirsium altissimum,Cirsium kamtschaticum,0.8730949311565612,0.7633027088239215,0.9098652429654681,0.35630279174346524,0.21377686080656524,0.6292575237490894,0.2668421075075882,0.055808316714457164,0.5770733968601567,0.2433418982508482,0.18561790323767674,0.3244237790455911,0.47424460196093127
orientation,Cirsium altissimum,Cirsium mexicanum,0.8914520442295013,0.8120825065627499,0.9539859328017047,0.29044862280597594,0.14408339733211084,0.4524868575399204,0.18320737580074078,0.018416415737955227,0.3937609542408943,0.1949615608055782,0.12377653293102739,0.2871472675594544,0.5472567530353254
orientation,Cirsium altissimum,Cirsium monspessulanum,0.8810163152491874,0.783350584126,0.9432888292112924,0.2890612984220834,0.1482337338235723,0.5835372603274633,0.20978245884730834,0.01349412753055199,0.5146524787438383,0.18986018729817683,0.10269986910697138,0.3031343228899338,0.35667282327582506
orientation,Cirsium altissimum,Cirsium muticum,0.8421560198972274,0.6820759335470014,0.9437875490258126,0.4048501491692966,0.16523848323439036,0.8165486786132289,0.34484544134923256,0.035767443026765725,0.7421743549076861,0.2090466353291462,0.14267128087511832,0.35157955519310063,0.29182545523534903
orientation,Cirsium altissimum,Cirsium neomexicanum,0.8717295897705567,0.7433351069331902,0.9281226165098616,0.29295413763066436,0.21842131053488117,0.45725996307525435,0.1360770103720748,0.03031762974773639,0.39581756939184415,0.2420694887855078,0.13729690765318853,0.42023310476276204,0.8049520885341245
orientation,Cirsium altissimum,Cirsium nuttallii,0.8869134778313478,0.7360694643702004,0.9441882915958576,0.2978788204516203,0.17515849278869824,0.5972794465766006,0.18237832081657648,0.05084182395465887,0.5000185735872372,0.1913811008216506,0.12526205576617022,0.3679772103649835,0.5149081593825026
orientation,Cirsium altissimum,Cirsium obvallatum,0.9129573981364476,0.8099907600281163,0.9577480072105863,0.20261047544717514,0.12239810016555701,0.41930508881797807,0.08264604601787287,0.0019746526230526437,0.3410985688493988,0.17439639590943046,0.11410717046225505,0.2999115797584158,0.7866671117976007
orientation,Cirsium altissimum,Cirsium occidentale,0.8264299956053429,0.7195365688630131,0.9336276941556176,0.4095893126973894,0.16280618086920284,0.6875398066687289,0.3290496427783033,0.048287592295615286,0.593429980036219,0.22354258329185256,0.14112838449839032,0.3606363969871443,0.29360331203713647
orientation,Cirsium altissimum,Cirsium ochrocentrum,0.8495078820099299,0.762183383635714,0.9384134059158109,0.3704340664915755,0.1799179371172059,0.6393847665603138,0.30233440326534283,0.0412409067484264,0.5549952581466688,0.20659025296356126,0.14557282338319977,0.319813836031559,0.32501572145626334
orientation,Cirsium altissimum,Cirsium oleraceum,0.9115206992311433,0.7975341254665596,0.9559719158198489,0.2080973609944548,0.13083698352375264,0.5508545038966419,0.08042551512419285,0.0021573265201893744,0.4114438238585102,0.18549234860823696,0.11123780208995138,0.38515997052161083,0.8612520685387266
orientation,Cirsium altissimum,Cirsium palustre,0.8807958548909107,0.7514759559140503,0.9528203963591235,0.31505773613257637,0.14000575133043971,0.6332226766016678,0.1866891392034775,0.012903617763823991,0.5774519591903076,0.20829359974628375,0.11334520152235784,0.3147390987188457,0.5634115902013843
orientation,Cirsium altissimum,Cirsium pannonicum,0.6743032501735942,0.5815305254087624,0.7645630062227148,0.8033906826335117,0.5587880128671714,1.1312002868004798,0.7266109768659339,0.49470640194327187,1.0380372877320416,0.35290139360105466,0.23628629964547504,0.4946752262364936,0.1800232874139926
orientation,Cirsium altissimum,Cirsium parryi,0.8892379504705165,0.7728977841427932,0.9491760113551135,0.33953765757931254,0.18061118332938272,0.6277495025132847,0.2873223372505471,0.04675312796547527,0.5869485576326942,0.17962283055128303,0.1371690150031027,0.2760374529650013,0.30838423420864214
orientation,Cirsium altissimum,Cirsium pumilum,0.8578421459671648,0.743806596879314,0.9263655038011154,0.45526988394907186,0.28334978343310235,0.6943650051495465,0.3537194249825879,0.11354671835699459,0.6231911230400968,0.2580832814039975,0.15863045765799832,0.35650340726898344,0.34195785067071527
orientation,Cirsium altissimum,Cirsium repandum,0.8689627677736099,0.7878688203204552,0.9482460014471452,0.31214506327295266,0.13187290346104752,0.5296815367635701,0.21187614554155826,0.0026019498397852497,0.4759092537841966,0.22479641367633657,0.12622302549311776,0.26522461991466595,0.5594140006704412
orientation,Cirsium altissimum,Cirsium rhaphilepis,0.8103267521859223,0.7071809652775675,0.8945298766433185,0.4817064270639423,0.28312272476300254,0.7821661952945465,0.40774234673542176,0.20479627378283358,0.7002329364384429,0.23396162232708329,0.170397743980702,0.37059239339656974,0.28570156931802826
orientation,Cirsium altissimum,Cirsium rivulare,0.7801427211250287,0.6619392531652164,0.9336476311967745,0.5755390280860727,0.281102678778901,0.9303280037149152,0.49104128725335827,0.1730345382202765,0.8350613290143483,0.26202405398973305,0.17723345480826436,0.4039041810530318,0.20626735769969076
orientation,Cirsium altissimum,Cirsium scariosum,0.894450927488983,0.8197946632605511,0.9661113063561243,0.2739654769338197,0.1064486918682799,0.4377332974486254,0.12502580545545638,0.010233213524793772,0.34527984907759623,0.2068565480835963,0.10540597277961211,0.3726610042279067,0.7073558877195847
orientation,Cirsium altissimum,Cirsium serratuloides,0.8449623192742197,0.7399255760552724,0.920984036871376,0.4209662896257834,0.22066547160732222,0.702368965927969,0.37090400154299724,0.135704774709671,0.6484883878591539,0.18528946470715046,0.13124692729486326,0.29201957662757533,0.21723411710083318
