group,taxon_a,taxon_b,density_overlap,density_overlap_rarefaction_p025,density_overlap_rarefaction_p975,wasserstein_w2,wasserstein_w2_rarefaction_p025,wasserstein_w2_rarefaction_p975,centroid_distance,centroid_distance_rarefaction_p025,centroid_distance_rarefaction_p975,centred_w2,centred_w2_rarefaction_p025,centred_w2_rarefaction_p975,centred_share_w2_squared
orientation,Cirsium acaulon,Cirsium altissimum,0.9090552409183912,0.8520353947775962,0.957068770399612,0.25324860213019595,0.1457774371568593,0.34569864952848117,0.1394873314133908,0.01803729276280495,0.2699554175768392,0.17630956596698694,0.13739960030573442,0.28418264565182993,0.6731474985627832
orientation,Cirsium acaulon,Cirsium andersonii,0.7030342937699513,0.6335434086302509,0.7752511934741217,0.7465162760947847,0.5302023612221719,0.9752141096808928,0.6795061807958825,0.4396406076559949,0.9027353785568742,0.29615818890106116,0.24091332115202663,0.3937535405087266,0.16209125305287572
orientation,Cirsium acaulon,Cirsium arizonicum,0.8614124525820478,0.7814763174112211,0.9449819042561607,0.37078388906307125,0.1641930453303926,0.5877536555061982,0.2748453973625461,0.042852672685366355,0.5386257221925494,0.22734904445852283,0.13104973269453046,0.3398888698530788,0.413072574954063
orientation,Cirsium acaulon,Cirsium arvense,0.8981534679474393,0.8403632092759876,0.9540309326562247,0.255049381444324,0.15106471225680151,0.4210245714769092,0.0870506215099036,0.01852131001702982,0.34410450664550274,0.20944703937181214,0.13534203870205566,0.325723597466297,0.8523314384459201
orientation,Cirsium acaulon,Cirsium brevistylum,0.8795544044924928,0.8492694537891788,0.9534049036599606,0.2884968302520191,0.1706537796682992,0.43905112428915655,0.13414582989308463,0.024587684569791966,0.3732880422387692,0.23174846387670456,0.15647174035294267,0.3381608910535077,0.7226353594976958
orientation,Cirsium acaulon,Cirsium canescens,0.8279619535060434,0.7526139190683738,0.9297944782134189,0.5033037185566204,0.2465264017698975,0.6993371877982537,0.42724776342038684,0.16486698575990955,0.6474889482447799,0.22589679534349313,0.17150620119907942,0.35495773050659873,0.25652826968420683
orientation,Cirsium acaulon,Cirsium canum,0.8381742804697594,0.7584960363160451,0.9088792657585595,0.4768119054540728,0.21389285285639292,0.6960017919488288,0.43056727497330466,0.12432510942936914,0.6451241789023512,0.22593355442144722,0.1456407727197177,0.34844134559955736,0.23171637073054505
orientation,Cirsium acaulon,Cirsium carolinianum,0.8875871312475961,0.8174629030891879,0.9434880532411433,0.30024525301821453,0.16372219422621975,0.4859734384469449,0.1921394663294049,0.010581245514878287,0.39462087064344253,0.2163263033261854,0.1293850266848984,0.34374083439452346,0.6261791726116714
orientation,Cirsium acaulon,Cirsium ciliatum,0.8856571082242823,0.8072124755268144,0.9596731083870715,0.3487066025735853,0.142890779923344,0.5029173964362056,0.28669547518848726,0.06702714735849803,0.4651462317955812,0.1758880077340954,0.10015958741214975,0.25652700763929404,0.3160785112189632
orientation,Cirsium acaulon,Cirsium cymosum,0.9131504807073274,0.8148426131475651,0.9481176996696968,0.22183859033957956,0.14466354309783436,0.39556458569729486,0.10980360906277437,0.010690158510659856,0.30964732637409226,0.1774627981992215,0.11208866844658577,0.2654909574382911,0.6319223635248638
orientation,Cirsium acaulon,Cirsium discolor,0.8958180890730171,0.8155683452479162,0.9360469600736713,0.2960594749014599,0.16064083852323935,0.49057432520430944,0.2008169853954102,0.007998496558462423,0.41556831878894224,0.20465202472798016,0.11736350378949714,0.37887881513087907,0.5473542170171711
orientation,Cirsium acaulon,Cirsium dissectum,0.7304418019631753,0.595794599907383,0.8613073768591958,0.7123407857029952,0.41880054972839204,1.0074391705013368,0.6616961262175614,0.34820851337438335,0.9501078821734785,0.27523802994915636,0.1884683684189295,0.37387608058260713,0.13729380403937114
orientation,Cirsium acaulon,Cirsium drummondii,0.8588813510533426,0.7535414374773346,0.9418370091274697,0.4704741197724359,0.21881685566495943,0.6603654558916238,0.4366369747431659,0.13961384083305717,0.6394962493230211,0.18189837691852773,0.13701435427985878,0.3123354968081931,0.23712048637037383
orientation,Cirsium acaulon,Cirsium echinus,0.9079448541377932,0.8651077423860336,0.9435017303653154,0.23830381489008956,0.173096388072298,0.35612628016841474,0.08965794335329484,0.0044498443011024005,0.25958252004334187,0.20610288605398625,0.16428034037764738,0.29575972457559885,0.8330629183549025
orientation,Cirsium acaulon,Cirsium edule,0.9185348873164207,0.8129761687956913,0.9560100947721893,0.22235657177516022,0.13821296763554172,0.49129911160176803,0.10069470701204404,0.012867005247997996,0.44867265348073493,0.18552353485039874,0.1161270869412713,0.2933634095584712,0.7211467924584052
orientation,Cirsium acaulon,Cirsium ehrenbergii,0.8801449623301247,0.799920155665546,0.9627872015071914,0.2894998808669286,0.14030880480132477,0.6019055524365869,0.1675998529733997,0.01882841748924925,0.5622914161481215,0.1907431635613352,0.12493665429816546,0.2661794627702884,0.5159090655165681
orientation,Cirsium acaulon,Cirsium erisithales,0.7044608543698959,0.6298051589029235,0.8156847181765605,0.8530099596115892,0.5245011588116217,1.0664998687346332,0.7907665648096509,0.47803792837845704,1.0253854682910382,0.2691463582356436,0.19346568061098693,0.4148094046162211,0.11451817308701451
orientation,Cirsium acaulon,Cirsium esculentum,0.9021637882251835,0.7990940626477944,0.9551668757455016,0.26142027547807767,0.161469026270986,0.4424757634481045,0.10825725676306967,0.021425978075152983,0.3418752013514305,0.21315693001363795,0.14106711522496074,0.38784282411825366,0.7336123648701038
orientation,Cirsium acaulon,Cirsium filipendulum,0.868486698212162,0.8017853967385301,0.9695661723631996,0.37399417456776557,0.13337087087115723,0.5068764470442272,0.33591224324207825,0.028094372374426343,0.4742868071297756,0.16157146428502492,0.10444369090868137,0.23628003985754317,0.17428266830356148
orientation,Cirsium acaulon,Cirsium flodmanii,0.7714149819663347,0.6823879996719175,0.9096168017463547,0.5970752456932642,0.25595010398299056,0.8278501995561743,0.5354810257382983,0.1678248642508003,0.7888304047216497,0.22927955921284177,0.14707679018742942,0.31780931919212374,0.1528353020897247
orientation,Cirsium acaulon,Cirsium helenioides,0.8508611801630495,0.7392606742051723,0.9232538396418649,0.3916479317422902,0.257071680279752,0.6769387522047874,0.33008722863358986,0.028334629297392833,0.6111694589576603,0.2330275832349799,0.1549078300209155,0.3122498130665331,0.2650788600036414
orientation,Cirsium acaulon,Cirsium heterophyllum,0.7983354298543992,0.687906241879494,0.9099386019723564,0.5263554890256081,0.2410632168097888,0.823984185307487,0.4766714938021066,0.17941198099063663,0.7818336247058949,0.22735188747337887,0.1344136249845282,0.3398504562528581,0.21022106070333552
orientation,Cirsium acaulon,Cirsium hookerianum,0.8865387292889644,0.7975868609688561,0.9460210808518751,0.26044851453726736,0.16627821228812398,0.462994882460961,0.08845651951515823,0.000501572354151388,0.40168378717099357,0.23083637040371252,0.12454477031736531,0.34187780629968095,0.8625783757490815
orientation,Cirsium acaulon,Cirsium horridulum,0.8803053369336693,0.8259448467241006,0.9398003999372605,0.31716290532232866,0.16768367202651738,0.5207667102395049,0.2282862288486199,0.01270196562698707,0.4486491095867449,0.21528126134512923,0.13011163186953864,0.28835586366124205,0.4631340205800344
orientation,Cirsium acaulon,Cirsium japonicum,0.8990775017576758,0.808843556855189,0.955944231861856,0.24388541532203906,0.14387177022535697,0.4843034522171783,0.11051528080397616,0.014377066046892633,0.39961039736512777,0.19063911009826623,0.11466635953464688,0.35208305920168415,0.7123931870855768
orientation,Cirsium acaulon,Cirsium kamtschaticum,0.8577085405951951,0.743251696295424,0.9226634247838102,0.37900073169549564,0.19111366600900526,0.7407222178762507,0.2842882729607391,0.0018308722998366606,0.646983571677499,0.2563865745343564,0.16847397897804392,0.38551645366280896,0.47279086286518
orientation,Cirsium acaulon,Cirsium mexicanum,0.9075766391364251,0.8202720992166775,0.9416239572261459,0.2522216141275906,0.1581853138095644,0.46360131127738846,0.14931300191175384,0.00046752963866005567,0.3969414488348728,0.19067045389663861,0.14167300408902908,0.32878303224377486,0.6169774953812697
orientation,Cirsium acaulon,Cirsium monspessulanum,0.883490524016806,0.8065598092539495,0.9417573573454384,0.2948107153220426,0.15528504551027805,0.4835692027592887,0.22626543588312165,0.018119186967148326,0.4319577414706382,0.18195301298271654,0.12091931334901743,0.2748122092580096,0.3709786252456817
orientation,Cirsium acaulon,Cirsium muticum,0.859529812887742,0.7372618042546502,0.9349490924458659,0.39325465403008475,0.22135708720384972,0.7700493784873671,0.31981963721828965,0.06981800016422887,0.7405406000647462,0.2063051169431469,0.13008840860627746,0.3315041856665447,0.29849904923972426
orientation,Cirsium acaulon,Cirsium neomexicanum,0.858768845033022,0.7976504487469152,0.9388556991194932,0.31068657153632995,0.17819015541936672,0.4512604670883739,0.13190078864211663,0.00761526107630975,0.33988968760251786,0.26771364716635226,0.1438759626681254,0.38831866120258557,0.8499685187295638
orientation,Cirsium acaulon,Cirsium nuttallii,0.8961913245585177,0.8051966777566943,0.9578683279598272,0.30042925253379243,0.14046034284027178,0.540418082748327,0.20941345268923584,0.011178313701571057,0.5101853220323689,0.19576798637204046,0.10875823824817489,0.36532471858624566,0.5034805426835532
orientation,Cirsium acaulon,Cirsium obvallatum,0.8986094987694527,0.8097792177739215,0.9398867695981751,0.23875883999669006,0.14974467646776418,0.44677012957490014,0.1090316449299127,0.0256639325902533,0.32647034521730856,0.2019825171146598,0.13632914193866114,0.3042080507202503,0.7734899920170943
