group,taxon_a,taxon_b,between_w2,within_reference_p95,exceeds_reference,centred_between_w2,centred_within_reference_p95,centred_exceeds_reference
orientation,Cirsium acaulon,Cirsium altissimum,0.2532486021301959,0.5618003068502412,False,0.1763095659669869,0.3562613549710584,False
orientation,Cirsium acaulon,Cirsium arizonicum,0.3707838890630712,0.5618003068502412,False,0.2273490444585228,0.36786075488745756,False
orientation,Cirsium acaulon,Cirsium arvense,0.255049381444324,0.5618003068502412,False,0.2094470393718121,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium brevistylum,0.2884968302520191,0.5618003068502412,False,0.2317484638767045,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium canum,0.4768119054540728,0.5618003068502412,False,0.2259335544214472,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium carolinianum,0.3002452530182145,0.5618003068502412,False,0.2163263033261854,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium discolor,0.2960594749014599,0.5618003068502412,False,0.2046520247279801,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium edule,0.2223565717751602,0.5618003068502412,False,0.1855235348503987,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium erisithales,0.8530099596115892,0.5618003068502412,True,0.2691463582356436,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium esculentum,0.2614202754780776,0.5618003068502412,False,0.2131569300136379,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium flodmanii,0.5970752456932642,0.5618003068502412,True,0.2292795592128417,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium helenioides,0.3916479317422902,0.5618003068502412,False,0.2330275832349799,0.36902187497600153,False
orientation,Cirsium acaulon,Cirsium heterophyllum,0.5263554890256081,0.5618003068502412,False,0.2273518874733788,0.3623552726437313,False
orientation,Cirsium acaulon,Cirsium hookerianum,0.2604485145372673,0.5618003068502412,False,0.2308363704037125,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium horridulum,0.3171629053223286,0.5618003068502412,False,0.2152812613451292,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium japonicum,0.243885415322039,0.5618003068502412,False,0.1906391100982662,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium mexicanum,0.2522216141275906,0.5618003068502412,False,0.1906704538966386,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium muticum,0.3932546540300847,0.5618003068502412,False,0.2063051169431469,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium neomexicanum,0.3106865715363299,0.5618003068502412,False,0.2677136471663522,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium nuttallii,0.3004292525337924,0.5618003068502412,False,0.1957679863720404,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium occidentale,0.4375518899627844,0.5618003068502412,False,0.2043302250798969,0.36000585671055757,False
orientation,Cirsium acaulon,Cirsium ochrocentrum,0.3397120261194912,0.5618003068502412,False,0.1938220572699039,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium oleraceum,0.2618130983910441,0.5618003068502412,False,0.202265359853359,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium palustre,0.3319376873523547,0.5618003068502412,False,0.2038679914056123,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium pumilum,0.4713237230281848,0.5618003068502412,False,0.2621117209325225,0.3483034512606258,False
orientation,Cirsium acaulon,Cirsium rivulare,0.5654007030178232,0.5618003068502412,True,0.2504984288424937,0.3483034512606258,False
