group,taxon_name,observations,median_same_taxon_w2,same_taxon_w2_p95,centred_same_taxon_w2_p95
orientation,Cirsium acaulon,490,0.291710206674337,0.5618003068502412,0.3483034512606258
orientation,Cirsium altissimum,533,0.249633850142419,0.4334066857390237,0.3562613549710584
orientation,Cirsium arizonicum,114,0.27980823499365937,0.4837436729060158,0.36786075488745756
orientation,Cirsium arvense,9684,0.25625458168201376,0.4291523599459036,0.3180383472574929
orientation,Cirsium brevistylum,118,0.3037479403168988,0.5017052793399563,0.3069663072051496
orientation,Cirsium canum,266,0.25924804341314056,0.4964749332966795,0.3388918509368512
orientation,Cirsium carolinianum,112,0.24673541848669067,0.46185624551679094,0.32872297291134844
orientation,Cirsium discolor,1046,0.2533127768290869,0.36507968523163004,0.3244976133449396
orientation,Cirsium edule,136,0.2338871108535945,0.4730021452678647,0.2849470090035963
orientation,Cirsium erisithales,215,0.30472326130699395,0.4882008051685364,0.31366221538790967
orientation,Cirsium esculentum,253,0.2365135993057646,0.48472529418170046,0.2669207049345282
orientation,Cirsium flodmanii,252,0.27597890213825227,0.523729396531744,0.32843433363327246
orientation,Cirsium helenioides,148,0.33713594331454216,0.4881828114679123,0.36902187497600153
orientation,Cirsium heterophyllum,1484,0.2749258725483409,0.47092035460083753,0.3623552726437313
orientation,Cirsium hookerianum,108,0.24982558333670013,0.433244147326902,0.26808258715297734
orientation,Cirsium horridulum,1050,0.25924928035036643,0.45704607833297967,0.29659706224363364
orientation,Cirsium japonicum,167,0.2499439941772172,0.4272388252763871,0.3465474400685055
orientation,Cirsium mexicanum,128,0.2854619310060622,0.437290425146155,0.30683140183230834
orientation,Cirsium muticum,547,0.30873801900618814,0.5560466402870015,0.3300494557612836
orientation,Cirsium neomexicanum,245,0.2428367315883313,0.3768281136881206,0.26324205028679215
orientation,Cirsium nuttallii,254,0.252302569708218,0.47049460306245433,0.34649748195669666
orientation,Cirsium occidentale,346,0.2579450026082696,0.43048104177593266,0.36000585671055757
orientation,Cirsium ochrocentrum,162,0.26263300373963444,0.352113858819156,0.29415005449127296
orientation,Cirsium oleraceum,1484,0.2782655135212438,0.4382678719738859,0.31536956148701145
orientation,Cirsium palustre,2825,0.26811417086516426,0.4430011135077764,0.3209776535349101
orientation,Cirsium pumilum,148,0.22313668891258667,0.3957020995652584,0.2530091643088199
orientation,Cirsium rivulare,299,0.24832956671534406,0.3945262337767947,0.3395300242276291
orientation,Cirsium scariosum,214,0.3183915360357876,0.4796073404808017,0.349003204916645
orientation,Cirsium serrulatum,212,0.2696535923029544,0.4386184736297499,0.27551347575148427
orientation,Cirsium spinosissimum,132,0.2756294216182238,0.46538390580280886,0.35438911675369383
orientation,Cirsium texanum,395,0.2863099115753406,0.4207960035733719,0.3647028429115879
orientation,Cirsium undulatum,579,0.2921028151998448,0.47784811703587055,0.3628796499913803
orientation,Cirsium vulgare,10259,0.28360516335479047,0.44285886239412253,0.3265254240934929
colour,Cirsium acaulon,588,0.780026436060387,1.042120265869085,0.923155155173725
colour,Cirsium altissimum,585,0.8887836157066347,1.068342699511235,0.882346239313315
colour,Cirsium arizonicum,123,0.7671959416524958,0.8792764719527462,0.7647010158438513
colour,Cirsium arvense,10423,0.8776831932998419,1.0386853882410207,0.985679389981867
colour,Cirsium brevistylum,136,0.9978507758139508,1.2892466016521438,1.1495521263931532
colour,Cirsium canum,302,0.8955322378038284,1.1447693013769369,1.0348952015189425
colour,Cirsium carolinianum,117,0.8628373616890315,0.9578681366607987,0.8589736208502625
colour,Cirsium discolor,1142,0.8477973935242099,1.0835435338973212,0.9876242181379319
colour,Cirsium edule,142,0.9119939477188168,1.2072001384200348,1.097344356329518
colour,Cirsium erisithales,223,0.7027769790352197,0.8934591588423887,0.766335691999794
colour,Cirsium esculentum,318,0.9742109020906633,1.2151147297898388,1.0357789206678594
colour,Cirsium flodmanii,272,0.88367667429359,1.0318020935746621,0.8647523131307399
colour,Cirsium helenioides,152,0.9466322980561959,1.1103418909858955,1.023308127147829
colour,Cirsium heterophyllum,1576,0.9613050587672676,1.181450536903397,1.121045663263702
colour,Cirsium hookerianum,120,0.6941449170562684,0.7656854274417833,0.7214380067310898
colour,Cirsium horridulum,1207,0.8852358362613595,1.1179446009378615,0.954652986875685
colour,Cirsium japonicum,187,0.8692029624047288,1.0398611527403447,0.8826564123678007
colour,Cirsium mexicanum,139,0.959753981223454,1.1366220413245454,0.9949932047161499
colour,Cirsium muticum,574,0.9081320670465384,1.0269516723742083,0.933073429650454
colour,Cirsium neomexicanum,260,0.7204766375084175,0.9870612607815537,0.8087652474054237
colour,Cirsium nuttallii,277,0.7935775018303594,0.9004883057494265,0.8591150270850094
colour,Cirsium occidentale,361,0.9135891888903604,1.2305543265657088,0.9472817598456246
colour,Cirsium ochrocentrum,182,0.7379426632427719,0.8315442148962009,0.7653987355736059
colour,Cirsium oleraceum,1646,0.8239413249522658,1.0086399676528772,0.9051688408407791
colour,Cirsium palustre,3039,0.9892182873484425,1.0881597676143528,1.0161661093362488
colour,Cirsium pumilum,173,0.9046513376097827,1.0216213508135759,0.8953651882422687
colour,Cirsium rivulare,305,0.8514773844293768,0.9589789308280635,0.9092512714632217
colour,Cirsium scariosum,262,0.9374563692400699,1.1891003746303133,1.0757611078283396
colour,Cirsium serrulatum,233,0.9032264378138135,1.082396775855641,0.9956448980332187
colour,Cirsium spinosissimum,164,0.7787503682188512,0.9373774367171024,0.8786262506725341
colour,Cirsium texanum,455,0.9007787219579171,1.0774569909474352,0.941269322595561
colour,Cirsium undulatum,649,0.8207134974498949,0.9503950263852825,0.879537002550279
colour,Cirsium vulgare,11138,1.0050316927083955,1.1995405816013796,1.0719401240355568
outline,Cirsium acaulon,541,1.0512239818164666,1.3923405987456123,1.344598637523856
outline,Cirsium altissimum,553,1.047142738012975,1.3021003666774305,1.194111351456206
outline,Cirsium arizonicum,119,1.364230253383759,1.624698175022457,1.4474247776690343
outline,Cirsium arvense,9865,1.0900275704790199,1.572841676616704,1.4880672156975185
outline,Cirsium brevistylum,128,1.3306686478274723,1.578554048867869,1.4865809643242678
outline,Cirsium canescens,102,0.7697218316628421,0.8420667671811483,0.7924715460768228
outline,Cirsium canum,288,0.9935686977832785,1.2211421690856497,1.1763910724326538
