group,taxon_a,taxon_b,factor,density_overlap
colour,Cirsium canum,Cirsium ehrenbergii,1.0,0.41419207760800636
colour,Cirsium canum,Cirsium ehrenbergii,1.25,0.4723869304522723
colour,Cirsium carolinianum,Cirsium helenioides,0.75,0.5824249246390493
colour,Cirsium carolinianum,Cirsium helenioides,1.0,0.6669332661641905
colour,Cirsium carolinianum,Cirsium helenioides,1.25,0.7277202636152216
colour,Cirsium carolinianum,Cirsium kamtschaticum,0.75,0.33966957306657297
colour,Cirsium carolinianum,Cirsium kamtschaticum,1.0,0.4080859812058748
colour,Cirsium carolinianum,Cirsium kamtschaticum,1.25,0.46655870575065067
colour,Cirsium carolinianum,Cirsium nuttallii,0.75,0.3102192548610623
colour,Cirsium carolinianum,Cirsium nuttallii,1.0,0.355420089926042
colour,Cirsium carolinianum,Cirsium nuttallii,1.25,0.39197346102457353
colour,Cirsium carolinianum,Cirsium palustre,0.75,0.4965108305002281
colour,Cirsium carolinianum,Cirsium palustre,1.0,0.5644053664701716
colour,Cirsium carolinianum,Cirsium palustre,1.25,0.6130954870969889
colour,Cirsium carolinianum,Cirsium rhaphilepis,0.75,0.6015343631833903
colour,Cirsium carolinianum,Cirsium rhaphilepis,1.0,0.6832358568143164
colour,Cirsium carolinianum,Cirsium rhaphilepis,1.25,0.7310179858019267
colour,Cirsium carolinianum,Cirsium serrulatum,0.75,0.5059943492253065
colour,Cirsium carolinianum,Cirsium serrulatum,1.0,0.5778916242970111
colour,Cirsium carolinianum,Cirsium serrulatum,1.25,0.6213887365731887
colour,Cirsium ciliatum,Cirsium cymosum,0.75,0.2671355206415196
colour,Cirsium ciliatum,Cirsium cymosum,1.0,0.30990271781856205
colour,Cirsium ciliatum,Cirsium cymosum,1.25,0.35251302826699604
colour,Cirsium ciliatum,Cirsium muticum,0.75,0.517149606016093
colour,Cirsium ciliatum,Cirsium muticum,1.0,0.5882108072115578
colour,Cirsium ciliatum,Cirsium muticum,1.25,0.6301822445491059
colour,Cirsium ciliatum,Cirsium occidentale,0.75,0.4552124311728878
colour,Cirsium ciliatum,Cirsium occidentale,1.0,0.5451292958091107
colour,Cirsium ciliatum,Cirsium occidentale,1.25,0.6197665150606009
colour,Cirsium ciliatum,Cirsium texanum,0.75,0.4352876060032409
colour,Cirsium ciliatum,Cirsium texanum,1.0,0.5115956394178411
colour,Cirsium ciliatum,Cirsium texanum,1.25,0.5618904966072225
colour,Cirsium cymosum,Cirsium discolor,0.75,0.19811650060127767
colour,Cirsium cymosum,Cirsium discolor,1.0,0.2589300775148791
colour,Cirsium cymosum,Cirsium discolor,1.25,0.31529246355362933
colour,Cirsium cymosum,Cirsium monspessulanum,0.75,0.1783851127839413
colour,Cirsium cymosum,Cirsium monspessulanum,1.0,0.22644385710824072
colour,Cirsium cymosum,Cirsium monspessulanum,1.25,0.27099220212751074
colour,Cirsium cymosum,Cirsium rhaphilepis,0.75,0.11543702140546083
colour,Cirsium cymosum,Cirsium rhaphilepis,1.0,0.1606173608908023
colour,Cirsium cymosum,Cirsium rhaphilepis,1.25,0.21854711733151452
colour,Cirsium cymosum,Cirsium vulgare,0.75,0.28760757596265957
colour,Cirsium cymosum,Cirsium vulgare,1.0,0.3502248889812576
colour,Cirsium cymosum,Cirsium vulgare,1.25,0.39992747618472607
colour,Cirsium discolor,Cirsium dissectum,0.75,0.37894352166667483
colour,Cirsium discolor,Cirsium dissectum,1.0,0.4439828643178324
colour,Cirsium discolor,Cirsium dissectum,1.25,0.4880655898957672
colour,Cirsium discolor,Cirsium muticum,0.75,0.5240329792315378
colour,Cirsium discolor,Cirsium muticum,1.0,0.6057248308170993
colour,Cirsium discolor,Cirsium muticum,1.25,0.664697973392616
colour,Cirsium discolor,Cirsium nuttallii,0.75,0.3723084848884345
colour,Cirsium discolor,Cirsium nuttallii,1.0,0.43609650388388277
colour,Cirsium discolor,Cirsium nuttallii,1.25,0.48424765203697884
colour,Cirsium discolor,Cirsium tuberosum,0.75,0.42771542250957006
colour,Cirsium discolor,Cirsium tuberosum,1.0,0.5076124268807638
colour,Cirsium discolor,Cirsium tuberosum,1.25,0.5770244454915585
colour,Cirsium dissectum,Cirsium japonicum,0.75,0.5869376002462062
colour,Cirsium dissectum,Cirsium japonicum,1.0,0.6821657279213446
colour,Cirsium dissectum,Cirsium japonicum,1.25,0.7404483081169408
colour,Cirsium dissectum,Cirsium parryi,0.75,0.10340363756840706
colour,Cirsium dissectum,Cirsium parryi,1.0,0.12894410169746745
colour,Cirsium dissectum,Cirsium parryi,1.25,0.1630890189706733
colour,Cirsium dissectum,Cirsium spinosissimum,0.75,0.1505167531625623
colour,Cirsium dissectum,Cirsium spinosissimum,1.0,0.1883145509207272
colour,Cirsium dissectum,Cirsium spinosissimum,1.25,0.2275353160450858
colour,Cirsium drummondii,Cirsium hookerianum,0.75,0.1890271247457906
colour,Cirsium drummondii,Cirsium hookerianum,1.0,0.21671361467638198
colour,Cirsium drummondii,Cirsium hookerianum,1.25,0.24129015243181384
colour,Cirsium drummondii,Cirsium ochrocentrum,0.75,0.3379113088173011
colour,Cirsium drummondii,Cirsium ochrocentrum,1.0,0.38793981320322724
colour,Cirsium drummondii,Cirsium ochrocentrum,1.25,0.41622952930529467
colour,Cirsium drummondii,Cirsium spinosissimum,0.75,0.19943503000155427
colour,Cirsium drummondii,Cirsium spinosissimum,1.0,0.24004274279317206
colour,Cirsium drummondii,Cirsium spinosissimum,1.25,0.2715147121941577
colour,Cirsium echinus,Cirsium occidentale,0.75,0.2992149603487477
colour,Cirsium echinus,Cirsium occidentale,1.0,0.3757940615125145
colour,Cirsium echinus,Cirsium occidentale,1.25,0.4383835724234246
colour,Cirsium echinus,Cirsium pumilum,0.75,0.20200028789239405
colour,Cirsium echinus,Cirsium pumilum,1.0,0.24698494948036925
colour,Cirsium echinus,Cirsium pumilum,1.25,0.295326126737248
colour,Cirsium echinus,Cirsium ukranicum,0.75,0.41152481478339153
colour,Cirsium echinus,Cirsium ukranicum,1.0,0.4702005522533285
colour,Cirsium echinus,Cirsium ukranicum,1.25,0.5157634167851918
colour,Cirsium edule,Cirsium monspessulanum,0.75,0.5445906756309284
colour,Cirsium edule,Cirsium monspessulanum,1.0,0.6200398801084153
colour,Cirsium edule,Cirsium monspessulanum,1.25,0.6761269701464749
colour,Cirsium edule,Cirsium muticum,0.75,0.5238742044070928
colour,Cirsium edule,Cirsium muticum,1.0,0.6004676388125285
colour,Cirsium edule,Cirsium muticum,1.25,0.6556759298946137
colour,Cirsium edule,Cirsium palustre,0.75,0.5902950338475412
colour,Cirsium edule,Cirsium palustre,1.0,0.6690374458032708
colour,Cirsium edule,Cirsium palustre,1.25,0.7168740005017087
colour,Cirsium ehrenbergii,Cirsium rhaphilepis,0.75,0.5285290098559433
colour,Cirsium ehrenbergii,Cirsium rhaphilepis,1.0,0.6058578779855717
colour,Cirsium ehrenbergii,Cirsium rhaphilepis,1.25,0.6547928175898077
colour,Cirsium ehrenbergii,Cirsium vulgare,0.75,0.4587819067827423
colour,Cirsium ehrenbergii,Cirsium vulgare,1.0,0.5421503785172563
colour,Cirsium ehrenbergii,Cirsium vulgare,1.25,0.5923048185513295
colour,Cirsium erisithales,Cirsium kamtschaticum,0.75,0.31349275314704117
colour,Cirsium erisithales,Cirsium kamtschaticum,1.0,0.37011080488711734
colour,Cirsium erisithales,Cirsium kamtschaticum,1.25,0.415129419840514
colour,Cirsium erisithales,Cirsium muticum,0.75,0.21829931419927062
colour,Cirsium erisithales,Cirsium muticum,1.0,0.2614148262264929
colour,Cirsium erisithales,Cirsium muticum,1.25,0.30306052411582207
colour,Cirsium erisithales,Cirsium neomexicanum,0.75,0.1977298870334645
colour,Cirsium erisithales,Cirsium neomexicanum,1.0,0.24000202857509118
colour,Cirsium erisithales,Cirsium neomexicanum,1.25,0.29442808310536706
colour,Cirsium esculentum,Cirsium muticum,0.75,0.48580862294854077
colour,Cirsium esculentum,Cirsium muticum,1.0,0.5662294244270809
colour,Cirsium esculentum,Cirsium muticum,1.25,0.6196229650791792
colour,Cirsium esculentum,Cirsium nuttallii,0.75,0.49559754976122583
colour,Cirsium esculentum,Cirsium nuttallii,1.0,0.561254415520706
colour,Cirsium esculentum,Cirsium nuttallii,1.25,0.6067964842382423
colour,Cirsium esculentum,Cirsium occidentale,0.75,0.4575982342570884
colour,Cirsium esculentum,Cirsium occidentale,1.0,0.5517299726646754
colour,Cirsium esculentum,Cirsium occidentale,1.25,0.6319207442455703
colour,Cirsium esculentum,Cirsium texanum,0.75,0.4310854986391306
colour,Cirsium esculentum,Cirsium texanum,1.0,0.499043078686917
colour,Cirsium esculentum,Cirsium texanum,1.25,0.5420704491587189
colour,Cirsium filipendulum,Cirsium heterophyllum,0.75,0.5675314072716049
colour,Cirsium filipendulum,Cirsium heterophyllum,1.0,0.6479288789629497
colour,Cirsium filipendulum,Cirsium heterophyllum,1.25,0.6965912405531761
colour,Cirsium filipendulum,Cirsium rivulare,0.75,0.5519192312746524
colour,Cirsium filipendulum,Cirsium rivulare,1.0,0.6411200783751612
colour,Cirsium filipendulum,Cirsium rivulare,1.25,0.6967762035297461
colour,Cirsium filipendulum,Cirsium serratuloides,0.75,0.5996130179689487
colour,Cirsium filipendulum,Cirsium serratuloides,1.0,0.6661891045149415
colour,Cirsium filipendulum,Cirsium serratuloides,1.25,0.7052100446627652
colour,Cirsium filipendulum,Cirsium texanum,0.75,0.6166019969278076
colour,Cirsium filipendulum,Cirsium texanum,1.0,0.7073201053563261
colour,Cirsium filipendulum,Cirsium texanum,1.25,0.7525637640951335
colour,Cirsium flodmanii,Cirsium japonicum,0.75,0.5718790624679622
colour,Cirsium flodmanii,Cirsium japonicum,1.0,0.6522539176996269
colour,Cirsium flodmanii,Cirsium japonicum,1.25,0.6941509422668588
colour,Cirsium helenioides,Cirsium hookerianum,0.75,0.19541940352030213
colour,Cirsium helenioides,Cirsium hookerianum,1.0,0.2437957596586755
colour,Cirsium helenioides,Cirsium hookerianum,1.25,0.28204850704193174
colour,Cirsium helenioides,Cirsium japonicum,0.75,0.5100297627631072
colour,Cirsium helenioides,Cirsium japonicum,1.0,0.581264812870605
colour,Cirsium helenioides,Cirsium japonicum,1.25,0.6301160110343977
colour,Cirsium heterophyllum,Cirsium vulgare,0.75,0.5000953329624103
colour,Cirsium heterophyllum,Cirsium vulgare,1.0,0.5646578786363928
colour,Cirsium heterophyllum,Cirsium vulgare,1.25,0.6091939110477199
colour,Cirsium hookerianum,Cirsium pannonicum,0.75,0.07933651448147316
colour,Cirsium hookerianum,Cirsium pannonicum,1.0,0.11470444925968463
colour,Cirsium hookerianum,Cirsium pannonicum,1.25,0.145109003195896
colour,Cirsium horridulum,Cirsium repandum,0.75,0.4522116911974038
colour,Cirsium horridulum,Cirsium repandum,1.0,0.5283564079669426
colour,Cirsium horridulum,Cirsium repandum,1.25,0.5843536566901602
colour,Cirsium japonicum,Cirsium pannonicum,0.75,0.45012199228778604
colour,Cirsium japonicum,Cirsium pannonicum,1.0,0.5428072562716699
colour,Cirsium japonicum,Cirsium pannonicum,1.25,0.6089729806538078
colour,Cirsium japonicum,Cirsium undulatum,0.75,0.36828449839211946
colour,Cirsium japonicum,Cirsium undulatum,1.0,0.42027670985374355
colour,Cirsium japonicum,Cirsium undulatum,1.25,0.4574139198385617
colour,Cirsium mexicanum,Cirsium muticum,0.75,0.5775121488805179
colour,Cirsium mexicanum,Cirsium muticum,1.0,0.6671092119977625
colour,Cirsium mexicanum,Cirsium muticum,1.25,0.7169599815277494
colour,Cirsium monspessulanum,Cirsium palustre,0.75,0.5161234018776204
colour,Cirsium monspessulanum,Cirsium palustre,1.0,0.5990921933503768
colour,Cirsium monspessulanum,Cirsium palustre,1.25,0.6639573670438605
colour,Cirsium monspessulanum,Cirsium texanum,0.75,0.6369636504764911
colour,Cirsium monspessulanum,Cirsium texanum,1.0,0.7245393524325641
colour,Cirsium monspessulanum,Cirsium texanum,1.25,0.7693779569002283
colour,Cirsium monspessulanum,Cirsium tuberosum,0.75,0.5494306174634145
colour,Cirsium monspessulanum,Cirsium tuberosum,1.0,0.6489732510261118
colour,Cirsium monspessulanum,Cirsium tuberosum,1.25,0.7072973723758578
colour,Cirsium muticum,Cirsium serrulatum,0.75,0.526896585664881
colour,Cirsium muticum,Cirsium serrulatum,1.0,0.6036891332884934
colour,Cirsium muticum,Cirsium serrulatum,1.25,0.6433984898225793
colour,Cirsium nuttallii,Cirsium ochrocentrum,0.75,0.564187566174595
colour,Cirsium nuttallii,Cirsium ochrocentrum,1.0,0.6191129949819298
colour,Cirsium nuttallii,Cirsium ochrocentrum,1.25,0.6503713266670983
colour,Cirsium nuttallii,Cirsium ukranicum,0.75,0.419017612163548
colour,Cirsium nuttallii,Cirsium ukranicum,1.0,0.4813066221353366
colour,Cirsium nuttallii,Cirsium ukranicum,1.25,0.5290871227529904
colour,Cirsium obvallatum,Cirsium oleraceum,0.75,0.5993658767159689
colour,Cirsium obvallatum,Cirsium oleraceum,1.0,0.6553613183232574
colour,Cirsium obvallatum,Cirsium oleraceum,1.25,0.7022427801042813
colour,Cirsium obvallatum,Cirsium ukranicum,0.75,0.5197445815211853
colour,Cirsium obvallatum,Cirsium ukranicum,1.0,0.5660025712946055
colour,Cirsium obvallatum,Cirsium ukranicum,1.25,0.6020021227310022
colour,Cirsium occidentale,Cirsium oleraceum,0.75,0.2504530827496524
colour,Cirsium occidentale,Cirsium oleraceum,1.0,0.30181259721509424
colour,Cirsium occidentale,Cirsium oleraceum,1.25,0.35193900852727444
colour,Cirsium occidentale,Cirsium texanum,0.75,0.340425390446342
colour,Cirsium occidentale,Cirsium texanum,1.0,0.42406605665386665
colour,Cirsium occidentale,Cirsium texanum,1.25,0.49275734825449014
colour,Cirsium ochrocentrum,Cirsium wheeleri,0.75,0.5135681629252028
colour,Cirsium ochrocentrum,Cirsium wheeleri,1.0,0.5766407666152213
colour,Cirsium ochrocentrum,Cirsium wheeleri,1.25,0.608288649522958
colour,Cirsium oleraceum,Cirsium rhaphilepis,0.75,0.22441486810102856
colour,Cirsium oleraceum,Cirsium rhaphilepis,1.0,0.2603280360962633
colour,Cirsium oleraceum,Cirsium rhaphilepis,1.25,0.2994161852336712
colour,Cirsium palustre,Cirsium parryi,0.75,0.17732718987432847
colour,Cirsium palustre,Cirsium parryi,1.0,0.22225797503067957
colour,Cirsium palustre,Cirsium parryi,1.25,0.25955205591308833
colour,Cirsium palustre,Cirsium repandum,0.75,0.5693334044837491
colour,Cirsium palustre,Cirsium repandum,1.0,0.6360972365044149
colour,Cirsium palustre,Cirsium repandum,1.25,0.6750553623749063
colour,Cirsium pannonicum,Cirsium rivulare,0.75,0.5698736046684179
colour,Cirsium pannonicum,Cirsium rivulare,1.0,0.651577249969798
colour,Cirsium pannonicum,Cirsium rivulare,1.25,0.7156980967207184
colour,Cirsium parryi,Cirsium pumilum,0.75,0.27413741390112906
colour,Cirsium parryi,Cirsium pumilum,1.0,0.3128345325159957
colour,Cirsium parryi,Cirsium pumilum,1.25,0.34820221976114846
colour,Cirsium parryi,Cirsium ukranicum,0.75,0.3897740348867044
colour,Cirsium parryi,Cirsium ukranicum,1.0,0.438222310274644
colour,Cirsium parryi,Cirsium ukranicum,1.25,0.4749602273106379
colour,Cirsium parryi,Cirsium vulgare,0.75,0.3168114357235301
colour,Cirsium parryi,Cirsium vulgare,1.0,0.3791801290805244
colour,Cirsium parryi,Cirsium vulgare,1.25,0.42112960952193645
colour,Cirsium repandum,Cirsium tuberosum,0.75,0.5031116005272154
colour,Cirsium repandum,Cirsium tuberosum,1.0,0.5865467669113238
colour,Cirsium repandum,Cirsium tuberosum,1.25,0.6443764867416399
colour,Cirsium rhaphilepis,Cirsium spinosissimum,0.75,0.2718494033276969
colour,Cirsium rhaphilepis,Cirsium spinosissimum,1.0,0.32365313075232083
colour,Cirsium rhaphilepis,Cirsium spinosissimum,1.25,0.3628313987507686
colour,Cirsium scariosum,Cirsium wheeleri,0.75,0.3446993301456467
colour,Cirsium scariosum,Cirsium wheeleri,1.0,0.4135776561204662
colour,Cirsium scariosum,Cirsium wheeleri,1.25,0.46117002390059714
colour,Cirsium serratuloides,Cirsium undulatum,0.75,0.5647333615273561
colour,Cirsium serratuloides,Cirsium undulatum,1.0,0.6197839225621431
colour,Cirsium serratuloides,Cirsium undulatum,1.25,0.6584707030662631
colour,Cirsium serrulatum,Cirsium ukranicum,0.75,0.6989467201521684
colour,Cirsium serrulatum,Cirsium ukranicum,1.0,0.7738977195220835
colour,Cirsium serrulatum,Cirsium ukranicum,1.25,0.81897946477832
colour,Cirsium spinosissimum,Cirsium wheeleri,0.75,0.19183500057778002
colour,Cirsium spinosissimum,Cirsium wheeleri,1.0,0.23941237222226375
colour,Cirsium spinosissimum,Cirsium wheeleri,1.25,0.29947717812171193
colour,Cirsium subcoriaceum,Cirsium tuberosum,0.75,0.3598450296589616
colour,Cirsium subcoriaceum,Cirsium tuberosum,1.0,0.41528442340491883
colour,Cirsium subcoriaceum,Cirsium tuberosum,1.25,0.4648329054559138
outline,Cirsium acaulon,Cirsium ochrocentrum,0.75,0.5477694857073879
outline,Cirsium acaulon,Cirsium ochrocentrum,1.0,0.6399384693351593
outline,Cirsium acaulon,Cirsium ochrocentrum,1.25,0.6976049229869626
outline,Cirsium altissimum,Cirsium canescens,0.75,0.6114244003310376
outline,Cirsium altissimum,Cirsium canescens,1.0,0.6875961623896918
outline,Cirsium altissimum,Cirsium canescens,1.25,0.7474982804473098
outline,Cirsium altissimum,Cirsium ehrenbergii,0.75,0.5367271082246354
outline,Cirsium altissimum,Cirsium ehrenbergii,1.0,0.640143823768774
outline,Cirsium altissimum,Cirsium ehrenbergii,1.25,0.7057648498704743
outline,Cirsium altissimum,Cirsium scariosum,0.75,0.5933756713159306
outline,Cirsium altissimum,Cirsium scariosum,1.0,0.6913399998622454
outline,Cirsium altissimum,Cirsium scariosum,1.25,0.7498021563603541
outline,Cirsium altissimum,Cirsium undulatum,0.75,0.5903046863478495
outline,Cirsium altissimum,Cirsium undulatum,1.0,0.6831768133940339
outline,Cirsium altissimum,Cirsium undulatum,1.25,0.7408820414458374
outline,Cirsium andersonii,Cirsium brevistylum,0.75,0.4505553315300692
outline,Cirsium andersonii,Cirsium brevistylum,1.0,0.552284442888278
outline,Cirsium andersonii,Cirsium brevistylum,1.25,0.6062741178138144
outline,Cirsium andersonii,Cirsium canum,0.75,0.43261241028023734
outline,Cirsium andersonii,Cirsium canum,1.0,0.4981009897881963
outline,Cirsium andersonii,Cirsium canum,1.25,0.5499490301656473
outline,Cirsium andersonii,Cirsium discolor,0.75,0.48082254816411824
outline,Cirsium andersonii,Cirsium discolor,1.0,0.5688901830788593
outline,Cirsium andersonii,Cirsium discolor,1.25,0.6150555347973798
outline,Cirsium andersonii,Cirsium flodmanii,0.75,0.4909935310886385
outline,Cirsium andersonii,Cirsium flodmanii,1.0,0.5667891021997951
outline,Cirsium andersonii,Cirsium flodmanii,1.25,0.6198903353460458
outline,Cirsium arizonicum,Cirsium hookerianum,0.75,0.5134245917053375
outline,Cirsium arizonicum,Cirsium hookerianum,1.0,0.6039299570005333
outline,Cirsium arizonicum,Cirsium hookerianum,1.25,0.6745760143392592
outline,Cirsium arvense,Cirsium ciliatum,0.75,0.6519775219674163
outline,Cirsium arvense,Cirsium ciliatum,1.0,0.7501753770105939
outline,Cirsium arvense,Cirsium ciliatum,1.25,0.8078974759229035
outline,Cirsium arvense,Cirsium obvallatum,0.75,0.6122210722588594
outline,Cirsium arvense,Cirsium obvallatum,1.0,0.7002787766487764
outline,Cirsium arvense,Cirsium obvallatum,1.25,0.7643579302654832
outline,Cirsium arvense,Cirsium vulgare,0.75,0.574162572120201
outline,Cirsium arvense,Cirsium vulgare,1.0,0.6679311620526972
outline,Cirsium arvense,Cirsium vulgare,1.25,0.7343880659671157
outline,Cirsium brevistylum,Cirsium discolor,0.75,0.5588136731163902
outline,Cirsium brevistylum,Cirsium discolor,1.0,0.6451141672514498
outline,Cirsium brevistylum,Cirsium discolor,1.25,0.7106743476245572
outline,Cirsium brevistylum,Cirsium monspessulanum,0.75,0.581064879925392
outline,Cirsium brevistylum,Cirsium monspessulanum,1.0,0.6839322113128192
outline,Cirsium brevistylum,Cirsium monspessulanum,1.25,0.7446644814796552
outline,Cirsium brevistylum,Cirsium repandum,0.75,0.515227085411247
outline,Cirsium brevistylum,Cirsium repandum,1.0,0.5925265438781446
outline,Cirsium brevistylum,Cirsium repandum,1.25,0.6504102506050802
outline,Cirsium brevistylum,Cirsium rivulare,0.75,0.524703388945166
outline,Cirsium brevistylum,Cirsium rivulare,1.0,0.6165494469038088
outline,Cirsium brevistylum,Cirsium rivulare,1.25,0.6782759005771581
outline,Cirsium brevistylum,Cirsium texanum,0.75,0.5404213434270138
outline,Cirsium brevistylum,Cirsium texanum,1.0,0.6353856982550531
outline,Cirsium brevistylum,Cirsium texanum,1.25,0.6920143698981498
outline,Cirsium brevistylum,Cirsium undulatum,0.75,0.5351295649342755
outline,Cirsium brevistylum,Cirsium undulatum,1.0,0.6433149077813686
outline,Cirsium brevistylum,Cirsium undulatum,1.25,0.710494457450995
outline,Cirsium canescens,Cirsium cymosum,0.75,0.6366589755831304
outline,Cirsium canescens,Cirsium cymosum,1.0,0.7014334516269553
outline,Cirsium canescens,Cirsium cymosum,1.25,0.7470091133808587
outline,Cirsium canescens,Cirsium kamtschaticum,0.75,0.5856370247444409
outline,Cirsium canescens,Cirsium kamtschaticum,1.0,0.671975507156318
outline,Cirsium canescens,Cirsium kamtschaticum,1.25,0.7238250324290658
outline,Cirsium canescens,Cirsium neomexicanum,0.75,0.6307862144581184
outline,Cirsium canescens,Cirsium neomexicanum,1.0,0.715586152266284
outline,Cirsium canescens,Cirsium neomexicanum,1.25,0.7726924671164379
outline,Cirsium canescens,Cirsium rhaphilepis,0.75,0.6849878035632546
outline,Cirsium canescens,Cirsium rhaphilepis,1.0,0.7537629227732472
outline,Cirsium canescens,Cirsium rhaphilepis,1.25,0.7990064702784935
outline,Cirsium canescens,Cirsium rivulare,0.75,0.6192424278500204
outline,Cirsium canescens,Cirsium rivulare,1.0,0.7180796093476584
outline,Cirsium canescens,Cirsium rivulare,1.25,0.7769400622740057
outline,Cirsium canescens,Cirsium scariosum,0.75,0.5965738476792128
outline,Cirsium canescens,Cirsium scariosum,1.0,0.6674051198207795
outline,Cirsium canescens,Cirsium scariosum,1.25,0.7118085707289391
outline,Cirsium canescens,Cirsium vulgare,0.75,0.6183564063172005
outline,Cirsium canescens,Cirsium vulgare,1.0,0.6994493526518248
outline,Cirsium canescens,Cirsium vulgare,1.25,0.7442440486092287
outline,Cirsium carolinianum,Cirsium esculentum,0.75,0.581280048559671
outline,Cirsium carolinianum,Cirsium esculentum,1.0,0.6658140750638659
outline,Cirsium carolinianum,Cirsium esculentum,1.25,0.7170480016224695
outline,Cirsium carolinianum,Cirsium nuttallii,0.75,0.574982371479818
outline,Cirsium carolinianum,Cirsium nuttallii,1.0,0.6577925585213364
outline,Cirsium carolinianum,Cirsium nuttallii,1.25,0.7131549911804261
outline,Cirsium carolinianum,Cirsium pannonicum,0.75,0.4702913120127161
outline,Cirsium carolinianum,Cirsium pannonicum,1.0,0.5231368874770927
outline,Cirsium carolinianum,Cirsium pannonicum,1.25,0.5624943657142907
outline,Cirsium ciliatum,Cirsium edule,0.75,0.6846147953814883
outline,Cirsium ciliatum,Cirsium edule,1.0,0.7791077921789934
outline,Cirsium ciliatum,Cirsium edule,1.25,0.8279690711694268
outline,Cirsium ciliatum,Cirsium pumilum,0.75,0.6212300378503726
outline,Cirsium ciliatum,Cirsium pumilum,1.0,0.712777871227816
outline,Cirsium ciliatum,Cirsium pumilum,1.25,0.7729006789079959
outline,Cirsium cymosum,Cirsium muticum,0.75,0.6478788807470639
outline,Cirsium cymosum,Cirsium muticum,1.0,0.7391156496883412
outline,Cirsium cymosum,Cirsium muticum,1.25,0.7856804643696846
outline,Cirsium cymosum,Cirsium neomexicanum,0.75,0.5575662311704443
outline,Cirsium cymosum,Cirsium neomexicanum,1.0,0.6390737537116042
outline,Cirsium cymosum,Cirsium neomexicanum,1.25,0.6946987971177281
outline,Cirsium cymosum,Cirsium ukranicum,0.75,0.6842671308664221
outline,Cirsium cymosum,Cirsium ukranicum,1.0,0.7657046187850456
outline,Cirsium cymosum,Cirsium ukranicum,1.25,0.8192860009476683
outline,Cirsium discolor,Cirsium dissectum,0.75,0.5687770021922751
outline,Cirsium discolor,Cirsium dissectum,1.0,0.6597220016895128
outline,Cirsium discolor,Cirsium dissectum,1.25,0.7213951031660335
outline,Cirsium discolor,Cirsium esculentum,0.75,0.5471036510670397
outline,Cirsium discolor,Cirsium esculentum,1.0,0.6386900054231301
outline,Cirsium discolor,Cirsium esculentum,1.25,0.6831956979420035
outline,Cirsium discolor,Cirsium filipendulum,0.75,0.6498855939258302
outline,Cirsium discolor,Cirsium filipendulum,1.0,0.7446903772340934
outline,Cirsium discolor,Cirsium filipendulum,1.25,0.8015458989257672
outline,Cirsium discolor,Cirsium undulatum,0.75,0.6071671284182849
outline,Cirsium discolor,Cirsium undulatum,1.0,0.7077355043145181
outline,Cirsium discolor,Cirsium undulatum,1.25,0.7679885821741272
outline,Cirsium discolor,Cirsium wheeleri,0.75,0.5988232208497986
outline,Cirsium discolor,Cirsium wheeleri,1.0,0.7048566556571538
outline,Cirsium discolor,Cirsium wheeleri,1.25,0.7581794073295711
outline,Cirsium dissectum,Cirsium heterophyllum,0.75,0.5503381531324747
outline,Cirsium dissectum,Cirsium heterophyllum,1.0,0.6640165487728794
outline,Cirsium dissectum,Cirsium heterophyllum,1.25,0.7316710266118115
outline,Cirsium dissectum,Cirsium kamtschaticum,0.75,0.5480069710812638
outline,Cirsium dissectum,Cirsium kamtschaticum,1.0,0.6495172949752008
outline,Cirsium dissectum,Cirsium kamtschaticum,1.25,0.7070547369420602
outline,Cirsium dissectum,Cirsium subcoriaceum,0.75,0.5308078643050642
outline,Cirsium dissectum,Cirsium subcoriaceum,1.0,0.6279159283981836
outline,Cirsium dissectum,Cirsium subcoriaceum,1.25,0.6870397896331817
outline,Cirsium dissectum,Cirsium ukranicum,0.75,0.5741804541083724
outline,Cirsium dissectum,Cirsium ukranicum,1.0,0.6450762445035141
outline,Cirsium dissectum,Cirsium ukranicum,1.25,0.6971569072898609
outline,Cirsium drummondii,Cirsium kamtschaticum,0.75,0.608565265384553
outline,Cirsium drummondii,Cirsium kamtschaticum,1.0,0.7091687548331369
outline,Cirsium drummondii,Cirsium kamtschaticum,1.25,0.7676985351538915
outline,Cirsium drummondii,Cirsium pannonicum,0.75,0.49079268620418426
outline,Cirsium drummondii,Cirsium pannonicum,1.0,0.5657403477914466
outline,Cirsium drummondii,Cirsium pannonicum,1.25,0.6108140474290753
outline,Cirsium drummondii,Cirsium repandum,0.75,0.5819207459086295
outline,Cirsium drummondii,Cirsium repandum,1.0,0.6597410096154914
outline,Cirsium drummondii,Cirsium repandum,1.25,0.6994422154815931
outline,Cirsium drummondii,Cirsium rivulare,0.75,0.6172823665935776
outline,Cirsium drummondii,Cirsium rivulare,1.0,0.7163642661367186
outline,Cirsium drummondii,Cirsium rivulare,1.25,0.7710333605080788
outline,Cirsium edule,Cirsium japonicum,0.75,0.5942090405300726
outline,Cirsium edule,Cirsium japonicum,1.0,0.6825134253527866
outline,Cirsium edule,Cirsium japonicum,1.25,0.7416892704263569
outline,Cirsium erisithales,Cirsium mexicanum,0.75,0.5973661345107698
outline,Cirsium erisithales,Cirsium mexicanum,1.0,0.6922526534572533
outline,Cirsium erisithales,Cirsium mexicanum,1.25,0.7542931064239708
