scope,scale,matrix_type,left,right,value
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,capitulum_outline_aspect_ratio,0.08144106324921638
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,capitulum_outline_circularity,0.08946936408015381
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,capitulum_outline_solidity,0.0037005907727834185
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,capitulum_width_profile_cv,0.08518998106447323
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,corolla_hue,0.27708155451604904
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,corolla_lab_chroma,0.019659265477422437
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,corolla_lab_lightness,0.2412927282594981
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,involucre_apical_taper_ratio,0.09125875379383616
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,involucre_basal_taper_ratio,0.05657880090068488
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,involucre_length_width_ratio,0.03305213338148953
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_p95,orientation_image_vertical_angle,0.11839400733470097
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,bract_projection_roughness,0.053642718749547576
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,bract_spread_fraction,0.17117726283565812
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,capitulum_outline_aspect_ratio,0.13097415769937643
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,capitulum_outline_circularity,0.032124383055973586
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,capitulum_outline_solidity,0.0007161814905919405
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,capitulum_width_profile_cv,0.04072500161511521
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,corolla_hue,0.12226278908863043
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,corolla_lab_chroma,0.06283751483830721
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,corolla_lab_lightness,0.047316791356037044
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,involucre_apical_taper_ratio,0.07858080034004872
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,involucre_basal_taper_ratio,0.028767788206808895
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,involucre_length_width_ratio,0.03608017386362374
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_peak_density,orientation_image_vertical_angle,0.19690192387432345
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,bract_spread_fraction,0.5243928652892567
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,capitulum_outline_aspect_ratio,0.03122872711639049
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,capitulum_outline_circularity,0.34004739824073477
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,capitulum_outline_solidity,0.19985204934775747
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,capitulum_width_profile_cv,0.105195050547554
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,corolla_hue,0.26345852510990125
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,corolla_lab_chroma,0.14139803210500065
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,corolla_lab_lightness,0.25983628733406317
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,involucre_apical_taper_ratio,0.1413098778810968
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,involucre_basal_taper_ratio,0.014378213851032912
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,involucre_length_width_ratio,0.03338742333206505
complete18_min2,among_taxon,inferential_unit_association_strength,bract_projection_roughness,orientation_image_vertical_angle,0.04835426887702025
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,capitulum_outline_aspect_ratio,0.15644105052865004
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,capitulum_outline_circularity,0.21174467341180386
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,capitulum_outline_solidity,0.21271898133989164
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,capitulum_width_profile_cv,0.031588167619714246
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,corolla_hue,0.04948030736731421
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,corolla_lab_chroma,0.05977918796726077
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,corolla_lab_lightness,0.0786423984444733
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,involucre_apical_taper_ratio,0.0719710203308374
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,involucre_basal_taper_ratio,0.01597866336068412
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,involucre_length_width_ratio,0.05440721468212776
complete18_min2,among_taxon,inferential_unit_association_strength,bract_spread_fraction,orientation_image_vertical_angle,0.1481173379914548
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,capitulum_outline_circularity,0.018839661004463
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,capitulum_outline_solidity,0.07484233436213239
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,capitulum_width_profile_cv,0.1515134187959361
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,corolla_hue,0.17877048647465568
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,corolla_lab_chroma,0.0770073680854517
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,corolla_lab_lightness,0.010524393851627992
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,involucre_apical_taper_ratio,0.05894302095411953
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,involucre_basal_taper_ratio,0.0816596584384736
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,involucre_length_width_ratio,0.07733554333897824
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_aspect_ratio,orientation_image_vertical_angle,0.3457610858470362
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,capitulum_outline_solidity,0.7571291317633562
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,capitulum_width_profile_cv,0.12973191476175566
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,corolla_hue,0.33544213273505524
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,corolla_lab_chroma,0.23862375315700196
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,corolla_lab_lightness,0.16897133350908525
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,involucre_apical_taper_ratio,0.1419290645174215
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,involucre_basal_taper_ratio,0.10860512696617663
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,involucre_length_width_ratio,0.08907127144163135
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_circularity,orientation_image_vertical_angle,0.16271038009371264
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,capitulum_width_profile_cv,0.21707893133771358
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,corolla_hue,0.2521432897831878
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,corolla_lab_chroma,0.009379531020031568
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,corolla_lab_lightness,0.015232659970195819
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,involucre_apical_taper_ratio,0.012841897203323138
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,involucre_basal_taper_ratio,0.10298087269817156
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,involucre_length_width_ratio,0.19730754204195694
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_outline_solidity,orientation_image_vertical_angle,0.07668923386478527
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_width_profile_cv,corolla_hue,0.2263011926947353
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_width_profile_cv,corolla_lab_chroma,0.09618298155354635
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_width_profile_cv,corolla_lab_lightness,0.016295806708888253
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_width_profile_cv,involucre_apical_taper_ratio,0.1271911151952582
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_width_profile_cv,involucre_basal_taper_ratio,0.009672545347035842
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_width_profile_cv,involucre_length_width_ratio,0.19082049390758532
complete18_min2,among_taxon,inferential_unit_association_strength,capitulum_width_profile_cv,orientation_image_vertical_angle,0.11799846100947338
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_hue,corolla_lab_chroma,0.45046323805321153
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_hue,corolla_lab_lightness,0.5995878728764941
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_hue,involucre_apical_taper_ratio,0.20405240746305303
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_hue,involucre_basal_taper_ratio,0.0990961126418348
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_hue,involucre_length_width_ratio,0.3093857165574992
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_hue,orientation_image_vertical_angle,0.31711565682386533
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_chroma,corolla_lab_lightness,0.4310500255838185
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_chroma,involucre_apical_taper_ratio,0.16083161451420985
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_chroma,involucre_basal_taper_ratio,0.18250291151941303
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_chroma,involucre_length_width_ratio,0.17649249597267147
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_chroma,orientation_image_vertical_angle,0.24354072294683196
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_lightness,involucre_apical_taper_ratio,0.2511885331409147
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_lightness,involucre_basal_taper_ratio,0.03463639459690764
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_lightness,involucre_length_width_ratio,0.2390266527535773
complete18_min2,among_taxon,inferential_unit_association_strength,corolla_lab_lightness,orientation_image_vertical_angle,0.1932135448151963
complete18_min2,among_taxon,inferential_unit_association_strength,involucre_apical_taper_ratio,involucre_basal_taper_ratio,0.09687313994285657
complete18_min2,among_taxon,inferential_unit_association_strength,involucre_apical_taper_ratio,involucre_length_width_ratio,0.22002201200533
complete18_min2,among_taxon,inferential_unit_association_strength,involucre_apical_taper_ratio,orientation_image_vertical_angle,0.14266941330454183
complete18_min2,among_taxon,inferential_unit_association_strength,involucre_basal_taper_ratio,involucre_length_width_ratio,0.15939191834053001
complete18_min2,among_taxon,inferential_unit_association_strength,involucre_basal_taper_ratio,orientation_image_vertical_angle,0.02455893679546142
complete18_min2,among_taxon,inferential_unit_association_strength,involucre_length_width_ratio,orientation_image_vertical_angle,0.2495474318437861
