obs_id,taxon_name,observed_on,photo_id,photo_index,photo_rank_within_observation,n_available_photos,photo_license_code,selected_image_url
175584727,Cirsium arvense,2023-07-29,305160270,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305160270/medium.jpg
175584727,Cirsium arvense,2023-07-29,305160317,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305160317/medium.jpg
175593327,Cirsium palustre,2023-07-29,305175312,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305175312/medium.jpeg
175593327,Cirsium palustre,2023-07-29,305175356,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305175356/medium.jpeg
175593327,Cirsium palustre,2023-07-29,305175404,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305175404/medium.jpeg
175593327,Cirsium palustre,2023-07-29,305175458,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305175458/medium.jpeg
175605795,Cirsium remotifolium,2023-07-26,305197380,0,1,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305197380/medium.jpeg
175605795,Cirsium remotifolium,2023-07-26,305197418,1,2,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305197418/medium.jpeg
175605795,Cirsium remotifolium,2023-07-26,305197449,2,3,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305197449/medium.jpeg
175605795,Cirsium remotifolium,2023-07-26,305197481,3,4,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305197481/medium.jpeg
175605795,Cirsium remotifolium,2023-07-26,305197561,4,5,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305197561/medium.jpeg
175609802,Cirsium arvense,2023-07-28,305204715,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305204715/medium.jpg
175609802,Cirsium arvense,2023-07-28,305204740,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305204740/medium.jpg
175611996,Cirsium vulgare,2023-07-29,305210247,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305210247/medium.jpg
175611996,Cirsium vulgare,2023-07-29,305210275,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305210275/medium.jpg
175657182,Cirsium cymosum,2023-07-29,305294212,0,1,3,,https://static.inaturalist.org/photos/305294212/medium.jpeg
175657182,Cirsium cymosum,2023-07-29,305296054,1,2,3,,https://static.inaturalist.org/photos/305296054/medium.jpeg
175657182,Cirsium cymosum,2023-07-29,305296435,2,3,3,,https://static.inaturalist.org/photos/305296435/medium.jpeg
175658977,Cirsium vulgare,2023-07-29,305296677,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305296677/medium.jpg
175658977,Cirsium vulgare,2023-07-29,305296714,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305296714/medium.jpg
175658977,Cirsium vulgare,2023-07-29,305296745,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305296745/medium.jpg
175665331,Cirsium vulgare,2023-07-29,305304365,0,1,2,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/305304365/medium.jpeg
175665331,Cirsium vulgare,2023-07-29,305304389,1,2,2,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/305304389/medium.jpeg
175666372,Cirsium arvense,2023-07-28,305310864,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305310864/medium.jpg
175666372,Cirsium arvense,2023-07-28,305310892,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305310892/medium.jpg
175690402,Cirsium rivulare,2023-07-27,305350837,0,1,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305350837/medium.jpg
175690402,Cirsium rivulare,2023-07-27,305350848,1,2,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305350848/medium.jpg
175690402,Cirsium rivulare,2023-07-27,305350866,2,3,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305350866/medium.jpg
175690402,Cirsium rivulare,2023-07-27,305350881,3,4,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305350881/medium.jpg
175690402,Cirsium rivulare,2023-07-27,305350896,4,5,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305350896/medium.jpg
175693921,Cirsium vulgare,2023-07-30,305362023,0,1,2,,https://static.inaturalist.org/photos/305362023/medium.jpeg
175693921,Cirsium vulgare,2023-07-30,305762712,1,2,2,,https://static.inaturalist.org/photos/305762712/medium.jpeg
175702932,Cirsium vulgare,2023-07-30,305378224,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305378224/medium.jpeg
175702932,Cirsium vulgare,2023-07-30,305378252,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305378252/medium.jpeg
175716442,Cirsium oleraceum,2023-07-30,305414573,0,1,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305414573/medium.jpg
175716442,Cirsium oleraceum,2023-07-30,305414597,1,2,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305414597/medium.jpg
175716442,Cirsium oleraceum,2023-07-30,305414648,2,3,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305414648/medium.jpg
175716442,Cirsium oleraceum,2023-07-30,305414679,3,4,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305414679/medium.jpg
175716442,Cirsium oleraceum,2023-07-30,305414699,4,5,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305414699/medium.jpg
175719092,Cirsium oleraceum,2023-07-30,305408825,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305408825/medium.jpeg
175719092,Cirsium oleraceum,2023-07-30,305408866,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305408866/medium.jpeg
175719092,Cirsium oleraceum,2023-07-30,305408904,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305408904/medium.jpeg
175730011,Cirsium oleraceum,2023-07-30,305428118,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305428118/medium.jpeg
175730011,Cirsium oleraceum,2023-07-30,305428172,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305428172/medium.jpeg
175733176,Cirsium erisithales,2023-07-19,305422721,0,1,4,cc-by-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/305422721/medium.jpg
175733176,Cirsium erisithales,2023-07-19,305422857,1,2,4,cc-by-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/305422857/medium.jpg
175733176,Cirsium erisithales,2023-07-19,305423031,2,3,4,cc-by-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/305423031/medium.jpg
175733176,Cirsium erisithales,2023-07-19,305423231,3,4,4,cc-by-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/305423231/medium.jpg
175734970,Cirsium oleraceum,2023-07-30,305437532,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305437532/medium.jpg
175734970,Cirsium oleraceum,2023-07-30,305437926,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305437926/medium.jpg
175735373,Cirsium canum,2023-06-04,305428137,0,1,2,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/305428137/medium.jpeg
175735373,Cirsium canum,2023-06-04,305428170,1,2,2,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/305428170/medium.jpeg
175738866,Cirsium vulgare,2023-07-30,305444788,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305444788/medium.jpeg
175738866,Cirsium vulgare,2023-07-30,305445151,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305445151/medium.jpeg
175744133,Cirsium arvense,2023-07-30,305521931,0,1,4,,https://static.inaturalist.org/photos/305521931/medium.jpg
175744133,Cirsium arvense,2023-07-30,305521879,1,2,4,,https://static.inaturalist.org/photos/305521879/medium.jpg
175744133,Cirsium arvense,2023-07-30,305521975,2,3,4,,https://static.inaturalist.org/photos/305521975/medium.jpg
175744133,Cirsium arvense,2023-07-30,305522021,3,4,4,,https://static.inaturalist.org/photos/305522021/medium.jpg
175745650,Cirsium andersonii,2023-07-28,305457147,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305457147/medium.jpg
175745650,Cirsium andersonii,2023-07-28,305457300,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305457300/medium.jpg
175745650,Cirsium andersonii,2023-07-28,305457428,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305457428/medium.jpg
175745650,Cirsium andersonii,2023-07-28,305457626,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305457626/medium.jpg
175747407,Cirsium vulgare,2023-07-30,305460789,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305460789/medium.jpg
175747407,Cirsium vulgare,2023-07-30,305460692,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305460692/medium.jpg
175747407,Cirsium vulgare,2023-07-30,305460865,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305460865/medium.jpg
175747618,Cirsium vulgare,2023-07-30,305461114,0,1,3,,https://static.inaturalist.org/photos/305461114/medium.jpg
175747618,Cirsium vulgare,2023-07-30,305461163,1,2,3,,https://static.inaturalist.org/photos/305461163/medium.jpg
175747618,Cirsium vulgare,2023-07-30,305461226,2,3,3,,https://static.inaturalist.org/photos/305461226/medium.jpg
175763617,Cirsium arvense,2023-07-30,305489081,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305489081/medium.jpeg
175763617,Cirsium arvense,2023-07-30,305489125,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305489125/medium.jpeg
175763617,Cirsium arvense,2023-07-30,305489157,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305489157/medium.jpeg
175763617,Cirsium arvense,2023-07-30,305489209,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305489209/medium.jpeg
175769293,Cirsium oleraceum,2023-06-25,305489461,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305489461/medium.jpeg
175769293,Cirsium oleraceum,2023-06-25,305489339,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305489339/medium.jpeg
175776071,Cirsium monspessulanum,2023-07-30,305511419,0,1,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305511419/medium.jpg
175776071,Cirsium monspessulanum,2023-07-30,305511493,1,2,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305511493/medium.jpg
175776071,Cirsium monspessulanum,2023-07-30,305511370,2,3,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305511370/medium.jpg
175776071,Cirsium monspessulanum,2023-07-30,305511539,3,4,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305511539/medium.jpg
175776071,Cirsium monspessulanum,2023-07-30,305512189,4,5,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305512189/medium.jpg
175786486,Cirsium arvense,2023-07-29,305530683,0,1,3,,https://static.inaturalist.org/photos/305530683/medium.jpg
175786486,Cirsium arvense,2023-07-29,305530731,1,2,3,,https://static.inaturalist.org/photos/305530731/medium.jpg
175786486,Cirsium arvense,2023-07-29,305530803,2,3,3,,https://static.inaturalist.org/photos/305530803/medium.jpg
175794035,Cirsium acaulon,2023-07-30,305544475,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305544475/medium.jpeg
175794035,Cirsium acaulon,2023-07-30,305545057,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305545057/medium.jpeg
175820227,Cirsium arvense,2023-07-30,305594368,0,1,2,,https://static.inaturalist.org/photos/305594368/medium.jpg
175820227,Cirsium arvense,2023-07-30,305594399,1,2,2,,https://static.inaturalist.org/photos/305594399/medium.jpg
175824805,Cirsium vulgare,2023-07-04,305603163,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305603163/medium.jpg
175824805,Cirsium vulgare,2023-07-04,305603220,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305603220/medium.jpg
175853026,Cirsium repandum,2023-07-30,305655461,0,1,3,,https://static.inaturalist.org/photos/305655461/medium.jpg
175853026,Cirsium repandum,2023-07-30,305655810,1,2,3,,https://static.inaturalist.org/photos/305655810/medium.jpg
175853026,Cirsium repandum,2023-07-30,305655853,2,3,3,,https://static.inaturalist.org/photos/305655853/medium.jpg
175855227,Cirsium altissimum,2023-07-30,305659865,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305659865/medium.jpg
175855227,Cirsium altissimum,2023-07-30,305659905,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305659905/medium.jpg
17585619,Cirsium serratuloides,2015-06-22,26773790,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/26773790/medium.jpeg
17585619,Cirsium serratuloides,2015-06-22,26773905,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/26773905/medium.jpeg
175867656,Cirsium vulgare,2023-07-30,305683393,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305683393/medium.jpg
175867656,Cirsium vulgare,2023-07-30,305683423,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305683423/medium.jpg
175884156,Cirsium arvense,2023-07-31,305715961,0,1,2,,https://static.inaturalist.org/photos/305715961/medium.jpeg
175884156,Cirsium arvense,2023-07-31,305715973,1,2,2,,https://static.inaturalist.org/photos/305715973/medium.jpeg
175884301,Cirsium vulgare,2023-07-30,305716344,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305716344/medium.jpg
175884301,Cirsium vulgare,2023-07-30,305891163,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305891163/medium.jpg
175884372,Cirsium vulgare,2023-07-30,305716449,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305716449/medium.jpg
175884372,Cirsium vulgare,2023-07-30,305716464,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305716464/medium.jpg
175888297,Cirsium oleraceum,2023-07-29,305724466,0,1,4,,https://static.inaturalist.org/photos/305724466/medium.jpg
175888297,Cirsium oleraceum,2023-07-29,305724525,1,2,4,,https://static.inaturalist.org/photos/305724525/medium.jpg
175888297,Cirsium oleraceum,2023-07-29,305724564,2,3,4,,https://static.inaturalist.org/photos/305724564/medium.jpg
175888297,Cirsium oleraceum,2023-07-29,305724609,3,4,4,,https://static.inaturalist.org/photos/305724609/medium.jpg
175888610,Cirsium arvense,2023-07-30,305725109,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305725109/medium.jpg
175888610,Cirsium arvense,2023-07-30,305725126,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305725126/medium.jpg
175895057,Cirsium arvense,2023-07-31,305737533,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305737533/medium.jpeg
175895057,Cirsium arvense,2023-07-31,305737561,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305737561/medium.jpeg
175895523,Cirsium vulgare,2023-07-31,305738493,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305738493/medium.jpeg
175895523,Cirsium vulgare,2023-07-31,305738506,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305738506/medium.jpeg
175897584,Cirsium arvense,2023-07-31,305742330,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305742330/medium.jpeg
175897584,Cirsium arvense,2023-07-31,305742342,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305742342/medium.jpeg
175898359,Cirsium acaulon,2023-07-26,305743708,0,1,2,,https://static.inaturalist.org/photos/305743708/medium.jpg
175898359,Cirsium acaulon,2023-07-26,305743719,1,2,2,,https://static.inaturalist.org/photos/305743719/medium.jpg
175898458,Cirsium vulgare,2023-07-30,305743940,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305743940/medium.jpg
175898458,Cirsium vulgare,2023-07-30,305743955,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305743955/medium.jpg
175898485,Cirsium palustre,2023-07-30,305743997,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305743997/medium.jpg
175898485,Cirsium palustre,2023-07-30,305744012,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305744012/medium.jpg
175906217,Cirsium vulgare,2023-07-30,305759640,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305759640/medium.jpg
175906217,Cirsium vulgare,2023-07-30,305759651,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305759651/medium.jpg
175907519,Cirsium oleraceum,2023-07-30,305762194,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305762194/medium.jpg
175907519,Cirsium oleraceum,2023-07-30,305762222,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305762222/medium.jpg
175907519,Cirsium oleraceum,2023-07-30,305762247,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305762247/medium.jpg
175909729,Cirsium arvense,2023-07-29,305765867,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305765867/medium.jpeg
175909729,Cirsium arvense,2023-07-29,305766040,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305766040/medium.jpeg
175921140,Cirsium vulgare,2023-07-30,305783373,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305783373/medium.jpg
175921140,Cirsium vulgare,2023-07-30,305783385,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305783385/medium.jpg
175929266,Cirsium vulgare,2023-07-29,305801760,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305801760/medium.jpeg
175929266,Cirsium vulgare,2023-07-29,305801830,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305801830/medium.jpeg
175931292,Cirsium arvense,2023-07-30,305806198,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305806198/medium.jpg
175931292,Cirsium arvense,2023-07-30,305806447,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305806447/medium.jpg
175931292,Cirsium arvense,2023-07-30,305806555,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305806555/medium.jpg
175938240,Cirsium arvense,2023-07-31,305818864,0,1,3,,https://static.inaturalist.org/photos/305818864/medium.jpg
175938240,Cirsium arvense,2023-07-31,305818947,1,2,3,,https://static.inaturalist.org/photos/305818947/medium.jpg
175938240,Cirsium arvense,2023-07-31,305819246,2,3,3,,https://static.inaturalist.org/photos/305819246/medium.jpg
175944373,Cirsium vulgare,2023-07-31,305829834,0,1,5,,https://static.inaturalist.org/photos/305829834/medium.jpeg
175944373,Cirsium vulgare,2023-07-31,305829874,1,2,5,,https://static.inaturalist.org/photos/305829874/medium.jpeg
175944373,Cirsium vulgare,2023-07-31,305829902,2,3,5,,https://static.inaturalist.org/photos/305829902/medium.jpeg
175944373,Cirsium vulgare,2023-07-31,305829937,3,4,5,,https://static.inaturalist.org/photos/305829937/medium.jpeg
175944373,Cirsium vulgare,2023-07-31,305829987,4,5,5,,https://static.inaturalist.org/photos/305829987/medium.jpeg
175945068,Cirsium arvense,2023-07-29,305831269,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305831269/medium.jpg
175945068,Cirsium arvense,2023-07-29,305831132,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305831132/medium.jpg
175945068,Cirsium arvense,2023-07-29,305831055,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305831055/medium.jpg
175945068,Cirsium arvense,2023-07-29,305831199,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305831199/medium.jpg
175947194,Cirsium vulgare,2023-07-31,305834786,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305834786/medium.jpg
175947194,Cirsium vulgare,2023-07-31,305834825,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/305834825/medium.jpg
176002097,Cirsium arvense,2023-07-31,305935355,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305935355/medium.jpg
176002097,Cirsium arvense,2023-07-31,305935526,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305935526/medium.jpg
176030706,Cirsium vulgare,2023-07-12,305990167,0,1,3,,https://static.inaturalist.org/photos/305990167/medium.jpg
176030706,Cirsium vulgare,2023-07-12,305990197,1,2,3,,https://static.inaturalist.org/photos/305990197/medium.jpg
176030706,Cirsium vulgare,2023-07-12,305990235,2,3,3,,https://static.inaturalist.org/photos/305990235/medium.jpg
176040552,Cirsium arvense,2023-07-30,305993573,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/305993573/medium.jpg
176040552,Cirsium arvense,2023-07-30,306010235,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306010235/medium.jpg
176056192,Cirsium arvense,2023-07-05,306038042,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306038042/medium.jpeg
176056192,Cirsium arvense,2023-07-05,306038046,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306038046/medium.jpeg
176056192,Cirsium arvense,2023-07-05,306038051,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306038051/medium.jpeg
176064390,Cirsium serrulatum,2023-07-31,306053173,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306053173/medium.jpeg
176064390,Cirsium serrulatum,2023-07-31,306053672,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306053672/medium.jpeg
176070564,Cirsium arvense,2023-07-20,306063995,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306063995/medium.jpg
176070564,Cirsium arvense,2023-07-20,306064013,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306064013/medium.jpg
176070566,Cirsium vulgare,2023-07-20,306064122,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306064122/medium.jpg
176070566,Cirsium vulgare,2023-07-20,306064159,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306064159/medium.jpg
176070566,Cirsium vulgare,2023-07-20,306064149,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306064149/medium.jpg
176073899,Cirsium echinus,2023-06-19,306070282,0,1,4,,https://static.inaturalist.org/photos/306070282/medium.jpg
176073899,Cirsium echinus,2023-06-19,306071500,1,2,4,,https://static.inaturalist.org/photos/306071500/medium.jpg
176073899,Cirsium echinus,2023-06-19,306071502,2,3,4,,https://static.inaturalist.org/photos/306071502/medium.jpg
176073899,Cirsium echinus,2023-06-19,306071503,3,4,4,,https://static.inaturalist.org/photos/306071503/medium.jpg
176079227,Cirsium vulgare,2023-08-01,306080997,0,1,4,,https://static.inaturalist.org/photos/306080997/medium.jpeg
176079227,Cirsium vulgare,2023-08-01,306081334,1,2,4,,https://static.inaturalist.org/photos/306081334/medium.jpeg
176079227,Cirsium vulgare,2023-08-01,306081349,2,3,4,,https://static.inaturalist.org/photos/306081349/medium.jpeg
176079227,Cirsium vulgare,2023-08-01,306084494,3,4,4,,https://static.inaturalist.org/photos/306084494/medium.jpeg
176089579,Cirsium vulgare,2023-07-31,306099762,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306099762/medium.jpeg
176089579,Cirsium vulgare,2023-07-31,306099778,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306099778/medium.jpeg
176092605,Cirsium vulgare,2023-08-01,306105559,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306105559/medium.jpeg
176092605,Cirsium vulgare,2023-08-01,306105603,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306105603/medium.jpeg
176092605,Cirsium vulgare,2023-08-01,306105680,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306105680/medium.jpeg
176096099,Cirsium heterophyllum,2023-07-06,306111922,0,1,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/306111922/medium.jpg
176096099,Cirsium heterophyllum,2023-07-06,306111983,1,2,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/306111983/medium.jpg
176096099,Cirsium heterophyllum,2023-07-06,306112019,2,3,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/306112019/medium.jpg
176107570,Cirsium arvense,2023-07-19,306106534,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306106534/medium.jpg
176107570,Cirsium arvense,2023-07-19,306106515,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306106515/medium.jpg
176107570,Cirsium arvense,2023-07-19,306106516,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306106516/medium.jpg
176108977,Cirsium arvense,2023-08-01,306134734,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306134734/medium.jpg
176108977,Cirsium arvense,2023-08-01,306134786,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306134786/medium.jpg
176108977,Cirsium arvense,2023-08-01,306134865,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306134865/medium.jpg
176118340,Cirsium vulgare,2023-08-01,306150855,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306150855/medium.jpg
176118340,Cirsium vulgare,2023-08-01,306150913,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306150913/medium.jpg
176118340,Cirsium vulgare,2023-08-01,306151002,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306151002/medium.jpg
176121131,Cirsium esculentum,2023-07-29,306155887,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306155887/medium.jpeg
176121131,Cirsium esculentum,2023-07-29,306155930,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306155930/medium.jpeg
176121131,Cirsium esculentum,2023-07-29,306155974,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/306155974/medium.jpeg
