obs_id,taxon_name,observed_on,photo_id,photo_index,photo_rank_within_observation,n_available_photos,photo_license_code,selected_image_url
100001528,Cirsium oleraceum,2021-10-31,166836525,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166836525/medium.jpg
100001528,Cirsium oleraceum,2021-10-31,166836552,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166836552/medium.jpg
100001528,Cirsium oleraceum,2021-10-31,166836583,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166836583/medium.jpg
100004744,Cirsium vulgare,2021-10-10,166843292,0,1,3,,https://static.inaturalist.org/photos/166843292/medium.jpg
100004744,Cirsium vulgare,2021-10-10,166843323,1,2,3,,https://static.inaturalist.org/photos/166843323/medium.jpg
100004744,Cirsium vulgare,2021-10-10,166843353,2,3,3,,https://static.inaturalist.org/photos/166843353/medium.jpg
100015827,Cirsium vulgare,2021-10-31,166863809,0,1,2,,https://static.inaturalist.org/photos/166863809/medium.jpeg
100015827,Cirsium vulgare,2021-10-31,166864078,1,2,2,,https://static.inaturalist.org/photos/166864078/medium.jpeg
100042103,Cirsium altissimum,2021-10-31,166912044,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166912044/medium.jpg
100042103,Cirsium altissimum,2021-10-31,166912061,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166912061/medium.jpg
100042103,Cirsium altissimum,2021-10-31,166912072,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166912072/medium.jpg
100060035,Cirsium vulgare,2021-10-30,166947031,0,1,2,,https://static.inaturalist.org/photos/166947031/medium.jpeg
100060035,Cirsium vulgare,2021-10-30,166947044,1,2,2,,https://static.inaturalist.org/photos/166947044/medium.jpeg
100071463,Cirsium pannonicum,2021-10-09,166966860,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166966860/medium.jpg
100071463,Cirsium pannonicum,2021-10-09,166970112,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/166970112/medium.jpg
100182075,Cirsium vulgare,2021-10-31,167169341,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167169341/medium.jpg
100182075,Cirsium vulgare,2021-10-31,167169366,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167169366/medium.jpg
100182075,Cirsium vulgare,2021-10-31,167169395,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167169395/medium.jpg
100182075,Cirsium vulgare,2021-10-31,167169435,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167169435/medium.jpg
100207460,Cirsium arvense,2021-11-04,167215447,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167215447/medium.jpg
100207460,Cirsium arvense,2021-11-04,167215489,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167215489/medium.jpg
100314620,Cirsium arvense,2021-11-04,167407910,0,1,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167407910/medium.jpeg
100314620,Cirsium arvense,2021-11-04,167407917,1,2,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167407917/medium.jpeg
100314620,Cirsium arvense,2021-11-04,167407927,2,3,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167407927/medium.jpeg
100314620,Cirsium arvense,2021-11-04,167407935,3,4,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167407935/medium.jpeg
100314620,Cirsium arvense,2021-11-04,167407944,4,5,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167407944/medium.jpeg
100314652,Cirsium vulgare,2021-11-04,167408981,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167408981/medium.jpeg
100314652,Cirsium vulgare,2021-11-04,167408996,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167408996/medium.jpeg
100314652,Cirsium vulgare,2021-11-04,167409008,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167409008/medium.jpeg
100314652,Cirsium vulgare,2021-11-04,167409020,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167409020/medium.jpeg
100323448,Cirsium ochrocentrum,2021-10-05,167426717,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/167426717/medium.jpg
100323448,Cirsium ochrocentrum,2021-10-05,167426772,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/167426772/medium.jpg
100331626,Cirsium oleraceum,2021-11-05,167414136,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167414136/medium.jpg
100331626,Cirsium oleraceum,2021-11-05,167414067,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167414067/medium.jpg
100357212,Cirsium vulgare,2021-11-05,167485866,0,1,2,,https://static.inaturalist.org/photos/167485866/medium.jpeg
100357212,Cirsium vulgare,2021-11-05,167485892,1,2,2,,https://static.inaturalist.org/photos/167485892/medium.jpeg
100393467,Cirsium arvense,2021-11-06,167549218,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167549218/medium.jpeg
100393467,Cirsium arvense,2021-11-06,167549198,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167549198/medium.jpeg
100406008,Cirsium vulgare,2021-11-06,167574661,0,1,2,,https://static.inaturalist.org/photos/167574661/medium.jpg
100406008,Cirsium vulgare,2021-11-06,167574681,1,2,2,,https://static.inaturalist.org/photos/167574681/medium.jpg
100406720,Cirsium arvense,2021-11-05,167575818,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167575818/medium.jpg
100406720,Cirsium arvense,2021-11-05,167575830,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167575830/medium.jpg
100406720,Cirsium arvense,2021-11-05,167575851,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167575851/medium.jpg
100437984,Cirsium arvense,2021-07-03,167632055,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167632055/medium.jpeg
100437984,Cirsium arvense,2021-07-03,167632117,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167632117/medium.jpeg
100524216,Cirsium oleraceum,2021-11-07,167788367,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167788367/medium.jpg
100524216,Cirsium oleraceum,2021-11-07,167788398,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167788398/medium.jpg
100535807,Cirsium arvense,2021-11-07,167804963,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/167804963/medium.jpeg
100535807,Cirsium arvense,2021-11-07,167804984,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/167804984/medium.jpeg
100646662,Cirsium vulgare,2021-11-09,168011181,0,1,2,cc-by-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/168011181/medium.jpeg
100646662,Cirsium vulgare,2021-11-09,168011206,1,2,2,cc-by-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/168011206/medium.jpeg
10065008,Cirsium anartiolepis,2018-02-09,13856433,0,1,7,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/13856433/medium.jpg
10065008,Cirsium anartiolepis,2018-02-09,13856457,1,2,7,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/13856457/medium.jpg
10065008,Cirsium anartiolepis,2018-02-09,13856459,2,3,7,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/13856459/medium.jpg
10065008,Cirsium anartiolepis,2018-02-09,13856461,3,4,7,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/13856461/medium.jpg
10065008,Cirsium anartiolepis,2018-02-09,13856463,4,5,7,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/13856463/medium.jpg
10065008,Cirsium anartiolepis,2018-02-09,13856462,5,6,7,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/13856462/medium.jpg
10065008,Cirsium anartiolepis,2018-02-09,13856465,6,7,7,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/13856465/medium.jpg
100658654,Cirsium arvense,2021-11-06,167973304,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167973304/medium.jpeg
100658654,Cirsium arvense,2021-11-06,167973311,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167973311/medium.jpeg
100658654,Cirsium arvense,2021-11-06,167973320,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/167973320/medium.jpeg
100660524,Cirsium vulgare,2021-03-18,168026056,0,1,2,,https://static.inaturalist.org/photos/168026056/medium.jpg
100660524,Cirsium vulgare,2021-03-18,168026066,1,2,2,,https://static.inaturalist.org/photos/168026066/medium.jpg
100705189,Cirsium arvense,2021-09-20,168100670,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168100670/medium.jpeg
100705189,Cirsium arvense,2021-09-20,168105174,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168105174/medium.jpeg
100705189,Cirsium arvense,2021-09-20,168105231,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168105231/medium.jpeg
100705584,Cirsium simplex,2021-06-23,168103966,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168103966/medium.jpeg
100705584,Cirsium simplex,2021-06-23,168104064,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168104064/medium.jpeg
100705584,Cirsium simplex,2021-06-23,168104310,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168104310/medium.jpeg
100706088,Cirsium nivale,2020-03-31,168105288,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168105288/medium.jpg
100706088,Cirsium nivale,2020-03-31,168105303,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168105303/medium.jpg
100711278,Cirsium arvense,2021-11-04,168098029,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168098029/medium.jpeg
100711278,Cirsium arvense,2021-11-04,168098072,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168098072/medium.jpeg
100711278,Cirsium arvense,2021-11-04,168098107,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168098107/medium.jpeg
100711418,Cirsium arvense,2021-07-22,168115203,0,1,4,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/168115203/medium.jpg
100711418,Cirsium arvense,2021-07-22,168115237,1,2,4,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/168115237/medium.jpg
100711418,Cirsium arvense,2021-07-22,168115260,2,3,4,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/168115260/medium.jpg
100711418,Cirsium arvense,2021-07-22,168115293,3,4,4,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/168115293/medium.jpg
100716425,Cirsium vulgare,2021-11-07,168125095,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168125095/medium.jpeg
100716425,Cirsium vulgare,2021-11-07,168125442,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168125442/medium.jpeg
100761198,Cirsium kamtschaticum,2021-08-03,168202186,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168202186/medium.jpg
100761198,Cirsium kamtschaticum,2021-08-03,168202197,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168202197/medium.jpg
100761198,Cirsium kamtschaticum,2021-08-03,168202207,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168202207/medium.jpg
100779206,Cirsium arvense,2019-06-22,168232586,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168232586/medium.jpeg
100779206,Cirsium arvense,2019-06-22,168233683,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168233683/medium.jpeg
100779206,Cirsium arvense,2019-06-22,168233691,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168233691/medium.jpeg
100779206,Cirsium arvense,2019-06-22,168233705,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168233705/medium.jpeg
100795988,Cirsium altissimum,2021-11-10,168266220,0,1,2,,https://static.inaturalist.org/photos/168266220/medium.jpg
100795988,Cirsium altissimum,2021-11-10,168266238,1,2,2,,https://static.inaturalist.org/photos/168266238/medium.jpg
100831772,Cirsium arvense,2021-08-15,168192443,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168192443/medium.jpeg
100831772,Cirsium arvense,2021-08-15,168192453,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168192453/medium.jpeg
100831772,Cirsium arvense,2021-08-15,168192454,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168192454/medium.jpeg
100917729,Cirsium heterophyllum,2021-07-26,168484153,0,1,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168484153/medium.jpg
100917729,Cirsium heterophyllum,2021-07-26,168484147,1,2,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168484147/medium.jpg
100917729,Cirsium heterophyllum,2021-07-26,168484157,2,3,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168484157/medium.jpg
100917729,Cirsium heterophyllum,2021-07-26,168484163,3,4,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168484163/medium.jpg
100917729,Cirsium heterophyllum,2021-07-26,168484169,4,5,5,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168484169/medium.jpg
100929642,Cirsium vulgare,2021-09-04,168504646,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168504646/medium.jpeg
100929642,Cirsium vulgare,2021-09-04,168504852,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168504852/medium.jpeg
100929642,Cirsium vulgare,2021-09-04,168504861,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168504861/medium.jpeg
100929642,Cirsium vulgare,2021-09-04,168504877,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168504877/medium.jpeg
100930085,Cirsium arvense,2021-11-11,168505423,0,1,3,,https://static.inaturalist.org/photos/168505423/medium.jpg
100930085,Cirsium arvense,2021-11-11,168505436,1,2,3,,https://static.inaturalist.org/photos/168505436/medium.jpg
100930085,Cirsium arvense,2021-11-11,168505453,2,3,3,,https://static.inaturalist.org/photos/168505453/medium.jpg
100992900,Cirsium vulgare,2021-11-11,168615990,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168615990/medium.jpg
100992900,Cirsium vulgare,2021-11-11,168615980,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168615980/medium.jpg
100993879,Cirsium alatum,2021-09-03,168618523,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168618523/medium.jpeg
100993879,Cirsium alatum,2021-09-03,168619476,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168619476/medium.jpeg
100997073,Cirsium oleraceum,2021-10-24,168624258,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168624258/medium.jpeg
100997073,Cirsium oleraceum,2021-10-24,168624257,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168624257/medium.jpeg
100997073,Cirsium oleraceum,2021-10-24,168624271,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168624271/medium.jpeg
101003764,Cirsium arvense,2021-11-08,168628874,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168628874/medium.jpeg
101003764,Cirsium arvense,2021-11-08,168628905,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168628905/medium.jpeg
101040015,Cirsium vulgare,2021-11-13,168702341,0,1,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/168702341/medium.jpg
101040015,Cirsium vulgare,2021-11-13,168702373,1,2,2,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/168702373/medium.jpg
101093430,Cirsium arvense,2021-11-05,168792590,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168792590/medium.jpg
101093430,Cirsium arvense,2021-11-05,168792595,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168792595/medium.jpg
101093699,Cirsium vulgare,2021-11-05,168793151,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168793151/medium.jpg
101093699,Cirsium vulgare,2021-11-05,168793163,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168793163/medium.jpg
101175544,Cirsium arvense,2021-11-15,168933574,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168933574/medium.jpeg
101175544,Cirsium arvense,2021-11-15,168933591,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168933591/medium.jpeg
101175544,Cirsium arvense,2021-11-15,168933603,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168933603/medium.jpeg
101179296,Cirsium arvense,2021-10-31,168939841,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168939841/medium.jpg
101179296,Cirsium arvense,2021-10-31,168939850,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168939850/medium.jpg
101179296,Cirsium arvense,2021-10-31,168939856,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/168939856/medium.jpg
101217810,Cirsium arvense,2021-08-26,169004902,0,1,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169004902/medium.jpeg
101217810,Cirsium arvense,2021-08-26,169004911,1,2,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169004911/medium.jpeg
101217810,Cirsium arvense,2021-08-26,169005027,2,3,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169005027/medium.jpeg
101222883,Cirsium mexicanum,2021-10-14,169015877,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169015877/medium.jpeg
101222883,Cirsium mexicanum,2021-10-14,169016091,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169016091/medium.jpeg
101222883,Cirsium mexicanum,2021-10-14,169016149,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169016149/medium.jpeg
101222883,Cirsium mexicanum,2021-10-14,169016192,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169016192/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050561,0,1,11,,https://static.inaturalist.org/photos/169050561/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050593,1,2,11,,https://static.inaturalist.org/photos/169050593/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050624,2,3,11,,https://static.inaturalist.org/photos/169050624/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050657,3,4,11,,https://static.inaturalist.org/photos/169050657/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050680,4,5,11,,https://static.inaturalist.org/photos/169050680/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050696,5,6,11,,https://static.inaturalist.org/photos/169050696/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050715,6,7,11,,https://static.inaturalist.org/photos/169050715/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050737,7,8,11,,https://static.inaturalist.org/photos/169050737/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050762,8,9,11,,https://static.inaturalist.org/photos/169050762/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050786,9,10,11,,https://static.inaturalist.org/photos/169050786/medium.jpeg
101239886,Cirsium discolor,2021-11-14,169050808,10,11,11,,https://static.inaturalist.org/photos/169050808/medium.jpeg
101261564,Cirsium arvense,2021-10-23,169090555,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169090555/medium.jpg
101261564,Cirsium arvense,2021-10-23,169090563,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169090563/medium.jpg
101264622,Cirsium pumilum,2012-07-23,169098207,0,1,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169098207/medium.jpeg
101264622,Cirsium pumilum,2012-07-23,169098414,1,2,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169098414/medium.jpeg
101264622,Cirsium pumilum,2012-07-23,169098430,2,3,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169098430/medium.jpeg
101264622,Cirsium pumilum,2012-07-23,169098449,3,4,4,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169098449/medium.jpeg
101295814,Cirsium arvense,2021-11-08,169142757,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169142757/medium.jpeg
101295814,Cirsium arvense,2021-11-08,169142773,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169142773/medium.jpeg
101295814,Cirsium arvense,2021-11-08,169142792,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169142792/medium.jpeg
101295821,Cirsium vulgare,2021-11-08,169143044,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169143044/medium.jpeg
101295821,Cirsium vulgare,2021-11-08,169143054,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169143054/medium.jpeg
101295821,Cirsium vulgare,2021-11-08,169143033,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169143033/medium.jpeg
101318570,Cirsium vulgare,2021-11-10,169200867,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169200867/medium.jpg
101318570,Cirsium vulgare,2021-11-10,169200861,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169200861/medium.jpg
101379270,Cirsium brevistylum,2021-11-17,171424604,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/171424604/medium.jpg
101379270,Cirsium brevistylum,2021-11-17,171424623,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/171424623/medium.jpg
101379270,Cirsium brevistylum,2021-11-17,171424643,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/171424643/medium.jpg
101394452,Cirsium arvense,2021-08-07,169330663,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169330663/medium.jpeg
101394452,Cirsium arvense,2021-08-07,169331132,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169331132/medium.jpeg
101424175,Cirsium arvense,2021-11-18,169380591,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169380591/medium.jpg
101424175,Cirsium arvense,2021-11-18,169380607,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169380607/medium.jpg
101462012,Cirsium helenioides,2021-08-07,169456090,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169456090/medium.jpeg
101462012,Cirsium helenioides,2021-08-07,169456615,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169456615/medium.jpeg
101462012,Cirsium helenioides,2021-08-07,169456617,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169456617/medium.jpeg
101493785,Cirsium acaulon,2021-07-10,169504487,0,1,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169504487/medium.jpg
101493785,Cirsium acaulon,2021-07-10,169504489,1,2,2,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169504489/medium.jpg
101523211,Cirsium vulgare,2021-11-18,169567068,0,1,2,,https://static.inaturalist.org/photos/169567068/medium.jpeg
101523211,Cirsium vulgare,2021-11-18,169567074,1,2,2,,https://static.inaturalist.org/photos/169567074/medium.jpeg
101528256,Cirsium oleraceum,2021-11-19,169576509,0,1,3,,https://static.inaturalist.org/photos/169576509/medium.jpeg
101528256,Cirsium oleraceum,2021-11-19,169576528,1,2,3,,https://static.inaturalist.org/photos/169576528/medium.jpeg
101528256,Cirsium oleraceum,2021-11-19,169576537,2,3,3,,https://static.inaturalist.org/photos/169576537/medium.jpeg
101532705,Cirsium serratuloides,2021-08-07,169584767,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169584767/medium.jpeg
101532705,Cirsium serratuloides,2021-08-07,169584975,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169584975/medium.jpeg
101532705,Cirsium serratuloides,2021-08-07,169584998,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169584998/medium.jpeg
101558978,Cirsium discolor,2021-11-20,169617378,0,1,2,,https://static.inaturalist.org/photos/169617378/medium.jpg
101558978,Cirsium discolor,2021-11-20,169617405,1,2,2,,https://static.inaturalist.org/photos/169617405/medium.jpg
101579641,Cirsium vulgare,2021-11-20,169658588,0,1,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169658588/medium.jpg
101579641,Cirsium vulgare,2021-11-20,169658614,1,2,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169658614/medium.jpg
101579641,Cirsium vulgare,2021-11-20,169658616,2,3,3,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169658616/medium.jpg
101583586,Cirsium vulgare,2021-11-21,169666767,0,1,4,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169666767/medium.jpeg
101583586,Cirsium vulgare,2021-11-21,169666807,1,2,4,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169666807/medium.jpeg
101583586,Cirsium vulgare,2021-11-21,169666836,2,3,4,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169666836/medium.jpeg
101583586,Cirsium vulgare,2021-11-21,169666877,3,4,4,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/169666877/medium.jpeg
101586484,Cirsium vulgare,2021-11-20,169670354,0,1,3,,https://static.inaturalist.org/photos/169670354/medium.jpg
101586484,Cirsium vulgare,2021-11-20,169670393,1,2,3,,https://static.inaturalist.org/photos/169670393/medium.jpg
101586484,Cirsium vulgare,2021-11-20,169670433,2,3,3,,https://static.inaturalist.org/photos/169670433/medium.jpg
101597721,Cirsium hupehense,2021-11-21,169694497,0,1,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169694497/medium.jpg
101597721,Cirsium hupehense,2021-11-21,169694510,1,2,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169694510/medium.jpg
101597721,Cirsium hupehense,2021-11-21,169694535,2,3,3,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/169694535/medium.jpg
