condition,metric_id,metric_kind,unit,exposure_stratum,scheduled_heads,scheduled_images,scheduled_components,baseline_usable_heads,paired_usable_heads,lost_usable_heads,gained_usable_heads,neither_usable_heads,paired_images,paired_components,mean_signed_change,mean_absolute_change,median_component_absolute_change,p95_component_absolute_change,spearman_paired_component_means,component_weighted_loss_fraction
channel_warm,involucre_surface_high_frequency_energy,registered_endpoint,relative,recorded_development_exposed,1406,846,842,27,16,11,3,1376,15,15,-0.03327951424274751,0.09441382535325275,0.07843137254901955,0.3230450854789336,0.7453086086009535,0.3958333333333333
channel_warm,involucre_surface_high_frequency_energy,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,26,11,15,1,1420,11,11,-0.013249932013734396,0.035811000063548766,0.025287356321839094,0.06695240243627343,0.9272727272727275,0.5769230769230769
channel_warm,involucre_surface_specular_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,53,27,26,4,2796,26,26,0.0,0.0,0.0,0.0,,0.49
channel_warm,involucre_surface_specular_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,16,11,3,1376,15,15,0.0,0.0,0.0,0.0,,0.3958333333333333
channel_warm,involucre_surface_specular_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,11,15,1,1420,11,11,0.0,0.0,0.0,0.0,,0.5769230769230769
channel_warm,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,all_cached,2853,1759,1753,1250,1206,44,264,1339,948,947,,22.12886332022141,13.846603393554673,63.678836059570294,,0.03487179487179487
channel_warm,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,recorded_development_exposed,1406,846,842,623,602,21,128,655,460,459,,22.10835679718439,14.60662841796875,63.405664062499945,,0.028784648187633263
channel_warm,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,no_recorded_development_exposure,1447,913,911,627,604,23,136,684,488,488,,22.14815121791402,13.219284057617202,64.31531410217285,,0.040513833992094864
channel_warm,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,all_cached,2853,1759,1753,1250,1206,44,264,1339,948,947,,0.29711899908382466,0.27141689237016364,0.6724955547241015,,0.03487179487179487
channel_warm,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,recorded_development_exposed,1406,846,842,623,602,21,128,655,460,459,,0.29621231591692554,0.27287493810845176,0.6545198901611449,,0.028784648187633263
channel_warm,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,604,23,136,684,488,488,,0.29797180148875635,0.2667072584488259,0.6986635154667389,,0.040513833992094864
channel_cool,orientation_image_vertical_angle,registered_endpoint,degrees,all_cached,2853,1759,1753,995,884,111,103,1755,709,709,-0.42592715457535285,7.975597004877191,0.8258542253877552,51.79229178891093,0.8556601159393549,0.12084909625893232
channel_cool,orientation_image_vertical_angle,registered_endpoint,degrees,recorded_development_exposed,1406,846,842,508,448,60,50,848,350,350,-0.9325043213021112,7.343660873725496,0.7472189156062115,45.27173936263993,0.8719036073763866,0.13037974683544304
channel_cool,orientation_image_vertical_angle,registered_endpoint,degrees,no_recorded_development_exposure,1447,913,911,487,436,51,53,907,359,359,0.06795030602176504,8.591690726055724,0.9469560477106759,53.80416368454123,0.8400048240768118,0.11139028475711893
channel_cool,corolla_lab_lightness,registered_endpoint,Lab L*,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,0.05492546855206469,2.636152452445892,1.764707088470459,8.23529052734375,0.9461320958552417,0.1622905982905983
channel_cool,corolla_lab_lightness,registered_endpoint,Lab L*,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,0.20865361285365489,2.6519446583355175,1.960784912109375,8.09803638458251,0.9459729611463702,0.14534470504619756
channel_cool,corolla_lab_lightness,registered_endpoint,Lab L*,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,-0.09370268991961486,2.6208841585999982,1.5686302185058594,8.215682983398432,0.9467278626275311,0.17799736495388668
channel_cool,corolla_lab_chroma,registered_endpoint,Lab chroma,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,0.25439114005690117,5.273814010332866,4.9683661460876465,10.103229868412015,0.8929175594627814,0.1622905982905983
channel_cool,corolla_lab_chroma,registered_endpoint,Lab chroma,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,0.18107108158223761,5.244085062952602,4.851051330566406,9.98407621383667,0.8951956319819312,0.14534470504619756
channel_cool,corolla_lab_chroma,registered_endpoint,Lab chroma,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,0.32527877953003564,5.302556689316628,5.004300117492676,10.146931934356688,0.8898540488915867,0.17799736495388668
channel_cool,corolla_hue_sin,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,-0.3443001418559054,0.4088894449644946,0.2855853914425585,1.1605402110457397,0.8229722135461934,0.1622905982905983
channel_cool,corolla_hue_sin,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,-0.3674940342645185,0.42968736416585646,0.31830411487458943,1.1948274282839753,0.8298463074818603,0.14534470504619756
channel_cool,corolla_hue_sin,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,-0.3218757150722227,0.38878150412526324,0.2757483014127937,1.07671517727514,0.8121885920759088,0.17799736495388668
channel_cool,corolla_hue_cos,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,-0.6839962300782494,0.6907472219563915,0.5973295329210451,1.6679346735769753,0.5070658949306172,0.1622905982905983
channel_cool,corolla_hue_cos,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,-0.7023958863228985,0.7095489736885094,0.6012795623337608,1.6575535001758037,0.4982474466150577,0.14534470504619756
channel_cool,corolla_hue_cos,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,-0.6662069889696788,0.6725692250210739,0.5950406278681121,1.6839824290502368,0.5213393892985574,0.17799736495388668
channel_cool,visible_floret_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,-0.0916014924819966,0.11585310487947034,0.0915501645489025,0.3161960983611132,0.7836212932537351,0.1622905982905983
channel_cool,visible_floret_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,-0.08931869532434288,0.11463426611053527,0.09222291829691859,0.3130826791110706,0.804533846242461,0.14534470504619756
channel_cool,visible_floret_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,-0.09380855703252436,0.11703150823900946,0.09011711842011749,0.3175646134191438,0.7606510921088424,0.17799736495388668
channel_cool,corolla_white_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,0.08138282402826767,0.15225622880095108,0.07347722642622381,0.5528899597084267,0.7080374561020325,0.1622905982905983
channel_cool,corolla_white_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,0.08146613562178062,0.15584672692794813,0.07804832865433758,0.5832812270153986,0.7194141922748873,0.14534470504619756
channel_cool,corolla_white_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,0.0813022763264826,0.1487848467255606,0.06941606263881281,0.537345369279464,0.694595786356929,0.17799736495388668
channel_cool,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,-0.09501305724123998,0.10032149570390718,0.058005790978814906,0.33570969662854017,0.8559644768537349,0.1622905982905983
channel_cool,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,-0.09102479621129976,0.09652434521641527,0.0568800967181205,0.3128319648977964,0.8723521881385543,0.14534470504619756
channel_cool,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,-0.09886900629388364,0.10399267437427853,0.058818258159549254,0.3504510551141627,0.840856268897776,0.17799736495388668
channel_cool,corolla_purple_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,0.19578209078908113,0.1963949347747234,0.15758322605756309,0.5602426798696043,0.9415568593071323,0.1622905982905983
channel_cool,corolla_purple_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,0.2029467218675621,0.2029467218675621,0.16456969178228387,0.5813985738274932,0.9366268232767198,0.14534470504619756
channel_cool,corolla_purple_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,0.1888551488932985,0.1900605055475239,0.15299387636917805,0.5382431294950971,0.9444565636228298,0.17799736495388668
channel_cool,corolla_yellow_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,-0.18215185757610874,0.18215185757610874,0.13018368182100593,0.5556109547817712,0.8908126149945838,0.1622905982905983
channel_cool,corolla_yellow_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,-0.19338806127804298,0.19338806127804298,0.13968293394966544,0.5674776251641105,0.889795296524467,0.14534470504619756
channel_cool,corolla_yellow_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,-0.17128841892589747,0.17128841892589747,0.11756460383723247,0.5482858096045177,0.8905035908826718,0.17799736495388668
channel_cool,capitulum_outline_aspect_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,1136,1116,20,21,1696,884,882,0.002440901114743651,0.020081005892867234,0.006265212725625691,0.09458361807775287,0.9433236527389491,0.018973214285714284
channel_cool,capitulum_outline_aspect_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,580,572,8,11,815,442,440,0.0012826320480053557,0.01967310060445908,0.005875232054455393,0.08585648077078074,0.9515630895345006,0.014606741573033709
channel_cool,capitulum_outline_aspect_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,556,544,12,10,881,442,442,0.0035939291449808668,0.020487065455988475,0.006972673893405612,0.09879621535871538,0.9348837173922526,0.02328159645232816
channel_cool,capitulum_outline_circularity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1116,20,21,1696,884,882,0.0016969151591393111,0.017958523665118624,0.009213650747599778,0.06711628872929662,0.9572273441960433,0.018973214285714284
channel_cool,capitulum_outline_circularity,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,572,8,11,815,442,440,0.0008608084947264423,0.019464083894506344,0.00981310910296651,0.06812127341044184,0.9470374523498933,0.014606741573033709
channel_cool,capitulum_outline_circularity,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,544,12,10,881,442,442,0.0025292385354779134,0.01645977592545664,0.008418038317226179,0.058862126826372534,0.966862302495618,0.02328159645232816
channel_cool,capitulum_outline_solidity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1116,20,21,1696,884,882,0.0011097320327883226,0.009982177849652206,0.004881450443996238,0.037877883787501024,0.9707098395393765,0.018973214285714284
channel_cool,capitulum_outline_solidity,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,572,8,11,815,442,440,0.0011791159351306859,0.010406778293184971,0.005058667447054965,0.04108893224007955,0.9602262293800246,0.014606741573033709
channel_cool,capitulum_outline_solidity,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,544,12,10,881,442,442,0.0010406620847552015,0.0095594986750947,0.004376108045828275,0.036537370569901084,0.9798024900122126,0.02328159645232816
channel_cool,capitulum_width_profile_cv,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1116,20,21,1696,884,882,0.0006856404885417977,0.014437010543304702,0.006830200578143153,0.05191178342766575,0.9582973655052749,0.018973214285714284
channel_cool,capitulum_width_profile_cv,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,572,8,11,815,442,440,-0.0002676842216093985,0.014768101069417805,0.006619909876021429,0.05199023208834098,0.9566488778162012,0.014606741573033709
channel_cool,capitulum_width_profile_cv,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,544,12,10,881,442,442,0.0016346515122217208,0.01410741816436858,0.007015011730511805,0.05176198862232914,0.9608790586937803,0.02328159645232816
channel_cool,involucre_length_width_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,-0.02481823535543104,0.11311419803890897,0.04534767419283886,0.5259269301246428,0.8909785401764011,0.1891891891891892
channel_cool,involucre_length_width_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,-0.021161104504581488,0.1209885924031532,0.041951400468878464,0.5939592051105173,0.8874754546230682,0.23529411764705882
channel_cool,involucre_length_width_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,-0.02761486482961012,0.10709260234860456,0.052023871309586134,0.33775151567172335,0.8904454708554415,0.15
channel_cool,involucre_apical_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,0.01690944736861088,0.1445817914005693,0.0687121037866556,0.469565668571243,0.726890756302521,0.1891891891891892
channel_cool,involucre_apical_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,0.058425021614628155,0.14432465773506348,0.06312323811929993,0.6489689786198161,0.6217877571928626,0.23529411764705882
channel_cool,involucre_apical_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,-0.014837756466578797,0.14477842302713256,0.07158677147116027,0.3874496605469597,0.793755010115662,0.15
channel_cool,involucre_basal_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,0.014172306681677887,0.1457793157955433,0.07187886302757593,0.44091476254356016,0.7340857003958607,0.1891891891891892
channel_cool,involucre_basal_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,-0.0065530068097979614,0.13776175671290763,0.0858323927517986,0.46429239874459705,0.793135831981559,0.23529411764705882
channel_cool,involucre_basal_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,0.03002107582221824,0.15191039038814708,0.059350469274454865,0.4305870084636793,0.7021796388899492,0.15
channel_cool,bract_projection_roughness,registered_endpoint,relative,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,0.008819333148715136,0.03372955137702559,0.017959209454348292,0.11335520811998843,0.6787415792763385,0.1891891891891892
channel_cool,bract_projection_roughness,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,0.0009961799248313541,0.030710365216595852,0.02152356768325135,0.0730827805216607,0.7013574660633483,0.23529411764705882
channel_cool,bract_projection_roughness,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,0.014801744437567436,0.036038340793824786,0.017654849438738435,0.12078805257635364,0.650685192961026,0.15
channel_cool,bract_projection_p95,registered_endpoint,relative,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,0.01908165831604951,0.06045448074451678,0.03172823710732044,0.21998931164145114,0.6309535384401694,0.1891891891891892
channel_cool,bract_projection_p95,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,0.004953640735474494,0.06289938552378778,0.05219144905930763,0.1484036459922881,0.653291214889439,0.23529411764705882
channel_cool,bract_projection_p95,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,0.029885436465901,0.05858484767801543,0.020616581228254542,0.24527853627836607,0.5982746115967477,0.15
channel_cool,bract_projection_maximum,registered_endpoint,relative,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,0.034998771082551866,0.08693450189436046,0.04776969111056992,0.26924513249663806,0.7018751302173761,0.1891891891891892
channel_cool,bract_projection_maximum,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,0.011848234375875146,0.06422842017790975,0.04301068339079963,0.18582712513804817,0.7953555878084179,0.23529411764705882
channel_cool,bract_projection_maximum,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,0.05270212268177526,0.10429797614811687,0.0500237719199379,0.28540603001266573,0.629728594877276,0.15
channel_cool,bract_spread_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,-0.00044914703978288115,0.06898199846423747,0.06060390525027706,0.16795010236692298,0.5751671781601903,0.1891891891891892
channel_cool,bract_spread_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,0.006487891910389282,0.06766962129863816,0.059963608738152915,0.1830051898441116,0.6061181800418016,0.23529411764705882
channel_cool,bract_spread_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,-0.005753941531091004,0.06998558100263694,0.06368917898370915,0.1599653866841771,0.540082092795374,0.15
channel_cool,bract_projection_peak_density,registered_endpoint,peaks per valid bin,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,-0.0009438661527048763,0.020697448547883846,0.016436067987721723,0.05455048574613792,0.23508570239936993,0.1891891891891892
channel_cool,bract_projection_peak_density,registered_endpoint,peaks per valid bin,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,0.00043344020531188934,0.021754411271711863,0.016204269368826338,0.05628646376111758,0.1984798063858589,0.23529411764705882
channel_cool,bract_projection_peak_density,registered_endpoint,peaks per valid bin,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,-0.001997100426482403,0.019889182935544775,0.016457348426534752,0.05240601503759398,0.2839070049553484,0.15
channel_cool,bract_projection_asymmetry,registered_endpoint,relative,all_cached,2853,1759,1753,160,132,28,74,2619,121,120,-0.0035238020478308998,0.02154804724983989,0.015882433274286976,0.05359527813726443,0.3577748454753802,0.1891891891891892
channel_cool,bract_projection_asymmetry,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,58,16,45,1287,53,52,-0.005435011270324342,0.022309082589402934,0.019435653388149107,0.052475335166292277,0.2190728250661658,0.23529411764705882
channel_cool,bract_projection_asymmetry,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,74,12,29,1332,68,68,-0.0020622891129829725,0.020966079048997555,0.013739127750379289,0.055213362928785384,0.4581058899874031,0.15
channel_cool,involucre_surface_edge_density,registered_endpoint,fraction,all_cached,2853,1759,1753,53,45,8,33,2767,42,42,0.008614322287329564,0.022211890023958576,0.011233095753108437,0.12633705443108775,0.8500931853172353,0.16
channel_cool,involucre_surface_edge_density,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,23,4,19,1360,20,20,0.0029757242964622323,0.026868304212496884,0.011233095753108437,0.13056499597532398,0.875187969924812,0.16666666666666666
channel_cool,involucre_surface_edge_density,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,22,4,14,1407,22,22,0.013740320460845314,0.017978786216196477,0.010665631630604522,0.045783867194812304,0.8622247317899493,0.15384615384615385
channel_cool,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,all_cached,2853,1759,1753,53,45,8,33,2767,42,42,0.012331286970184223,0.015969765610389857,0.006764315686715261,0.03898725405408772,0.9035734543391947,0.16
channel_cool,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,recorded_development_exposed,1406,846,842,27,23,4,19,1360,20,20,0.015202105235726498,0.01951715950384935,0.008813431384750048,0.045192714355439645,0.9172932330827066,0.16666666666666666
channel_cool,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,no_recorded_development_exposure,1447,913,911,26,22,4,14,1407,22,22,0.00972145218332761,0.012744862070881224,0.006143705780011499,0.03671899231941581,0.8531902879728968,0.15384615384615385
channel_cool,involucre_surface_high_frequency_energy,registered_endpoint,relative,all_cached,2853,1759,1753,53,45,8,33,2767,42,42,0.040743572948619446,0.08613582340011643,0.02573256541607241,0.3076818682022422,0.7223955643147015,0.16
channel_cool,involucre_surface_high_frequency_energy,registered_endpoint,relative,recorded_development_exposed,1406,846,842,27,23,4,19,1360,20,20,0.02444999246689278,0.07766966604883112,0.03158392342924152,0.2964538347130337,0.8401655351580484,0.16666666666666666
channel_cool,involucre_surface_high_frequency_energy,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,26,22,4,14,1407,22,22,0.05555591884109823,0.09383233008310307,0.02573256541607241,0.5437549442646528,0.5693307202460424,0.15384615384615385
channel_cool,involucre_surface_specular_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,53,45,8,33,2767,42,42,0.004355190257292883,0.007023377068391122,0.0,0.03987337120000505,0.7661208608772675,0.16
channel_cool,involucre_surface_specular_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,23,4,19,1360,20,20,0.0024552560613697967,0.0024552560613697967,0.0,0.009537587849569295,0.7254762501100117,0.16666666666666666
channel_cool,involucre_surface_specular_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,22,4,14,1407,22,22,0.00608240316267751,0.011176214347501417,0.0,0.053929627580710515,0.7961874286580329,0.15384615384615385
channel_cool,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,,56.13542384718317,42.17284202575684,157.2350662231445,,0.1622905982905983
channel_cool,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,,58.62635845608182,42.93157958984372,162.86255798339843,,0.14534470504619756
channel_cool,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,,53.72712687933802,41.56899642944337,153.77874031066895,,0.17799736495388668
channel_cool,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,all_cached,2853,1759,1753,1250,1060,190,103,1500,832,830,,0.31556225842784513,0.2948191272943852,0.6531470211190626,,0.1622905982905983
channel_cool,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,recorded_development_exposed,1406,846,842,623,538,85,52,731,410,408,,0.3243529276449842,0.31387530876282865,0.6629710067899093,,0.14534470504619756
channel_cool,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,522,105,51,769,422,422,,0.30706322278663023,0.2818703352604409,0.6343599232348291,,0.17799736495388668
blur_sigma1,orientation_image_vertical_angle,registered_endpoint,degrees,all_cached,2853,1759,1753,995,926,69,201,1657,753,752,-0.36397523355750355,9.848918290917814,2.916904062431449,42.400245092062995,0.8794583120333354,0.06746532156368222
blur_sigma1,orientation_image_vertical_angle,registered_endpoint,degrees,recorded_development_exposed,1406,846,842,508,473,35,93,805,376,375,-1.910680871379888,11.01037878839665,2.8692925195182917,56.656749332562036,0.845987711912618,0.06835443037974684
blur_sigma1,orientation_image_vertical_angle,registered_endpoint,degrees,no_recorded_development_exposure,1447,913,911,487,453,34,108,852,377,377,1.174525069316221,8.693619387590056,3.1098640431071445,30.862104557779354,0.9077796948303186,0.06658291457286432
blur_sigma1,corolla_lab_lightness,registered_endpoint,Lab L*,all_cached,2853,1759,1753,1250,1232,18,134,1469,967,965,-1.4485759727201313,1.8397168357466993,1.2745094299316406,5.490196228027344,0.9781079518274126,0.013846153846153847
blur_sigma1,corolla_lab_lightness,registered_endpoint,Lab L*,recorded_development_exposed,1406,846,842,623,614,9,73,710,468,466,-1.3792813168745353,1.8081853086174131,1.1764755249023438,5.490196228027344,0.9787309723611611,0.012082444918265812
blur_sigma1,corolla_lab_lightness,registered_endpoint,Lab L*,no_recorded_development_exposure,1447,913,911,627,618,9,61,759,499,499,-1.513288016054896,1.8691631115828662,1.5686264038085938,5.124185180664053,0.9774930534212639,0.015480895915678524
blur_sigma1,corolla_lab_chroma,registered_endpoint,Lab chroma,all_cached,2853,1759,1753,1250,1232,18,134,1469,967,965,-0.04179007960107042,1.027253361604786,0.6256370544433594,2.9214973449707027,0.989498784714338,0.013846153846153847
blur_sigma1,corolla_lab_chroma,registered_endpoint,Lab chroma,recorded_development_exposed,1406,846,842,623,614,9,73,710,468,466,-0.11432731850805543,1.0734565738956303,0.6597585678100586,2.9144227504730225,0.9868047014769915,0.012082444918265812
blur_sigma1,corolla_lab_chroma,registered_endpoint,Lab chroma,no_recorded_development_exposure,1447,913,911,627,618,9,61,759,499,499,0.02595010743431036,0.9841056723712521,0.6005268096923828,3.0262332916259767,0.9911528174408667,0.015480895915678524
blur_sigma1,corolla_hue_sin,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1232,18,134,1469,967,965,-0.01168642959345832,0.030021209373703905,0.011461026920990713,0.11602565081908751,0.9939131957097948,0.013846153846153847
blur_sigma1,corolla_hue_sin,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,614,9,73,710,468,466,-0.012596985514686848,0.03369328024382151,0.013069530444521194,0.1289309935323175,0.9905665372422913,0.012082444918265812
blur_sigma1,corolla_hue_sin,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,618,9,61,759,499,499,-0.010836090797280977,0.026591980865738357,0.00966152140752452,0.09769965372561815,0.996739406523891,0.015480895915678524
blur_sigma1,corolla_hue_cos,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1232,18,134,1469,967,965,-0.009595188041236557,0.024844927306431654,0.011294448314837724,0.08805808387647603,0.9856354858649683,0.013846153846153847
blur_sigma1,corolla_hue_cos,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,614,9,73,710,468,466,-0.006273661015174151,0.02518243617244774,0.011557813127256455,0.09032368360700645,0.9884953519583083,0.012082444918265812
blur_sigma1,corolla_hue_cos,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,618,9,61,759,499,499,-0.012697054963370986,0.024529738666023843,0.011055333806346046,0.08441349837177108,0.9826328319289178,0.015480895915678524
blur_sigma1,visible_floret_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1232,18,134,1469,967,965,0.0297296584715214,0.039734013479799636,0.030760902568879422,0.1076629709998312,0.979052406773876,0.013846153846153847
blur_sigma1,visible_floret_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,614,9,73,710,468,466,0.029293073003820995,0.03972163814360942,0.030741886946815095,0.10344183612710325,0.9816108487608434,0.012082444918265812
blur_sigma1,visible_floret_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,618,9,61,759,499,499,0.030137371553582305,0.039745570406983295,0.030760902568879422,0.1086987068396265,0.9754858150035008,0.015480895915678524
blur_sigma1,corolla_white_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1232,18,134,1469,967,965,-0.011401283731676013,0.027084867974416685,0.018288972602076875,0.07933996689712416,0.962824489840064,0.013846153846153847
blur_sigma1,corolla_white_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,614,9,73,710,468,466,-0.010461491563585728,0.02834504225671843,0.01956666277074367,0.0824627939768329,0.9676825728977488,0.012082444918265812
blur_sigma1,corolla_white_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,618,9,61,759,499,499,-0.012278925315503819,0.025908031871104836,0.01670125482120342,0.07452968409677059,0.9569531054413986,0.015480895915678524
blur_sigma1,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1232,18,134,1469,967,965,0.005667533206680964,0.01792342227981495,0.00849514563106796,0.06955533671267686,0.9873062238315085,0.013846153846153847
