obs_id,taxon_name,n_usable_heads,min_dimension_median,sharpness_median,involucre_projection_roughness,involucre_spread_fraction,spine_relative_length_max_proxy,coordinate_precision_tier,env_chelsa_bio01_native,env_chelsa_bio04_native,env_chelsa_bio12_native,env_chelsa_bio15_native,log_min_dimension,log1p_sharpness,resolution_stratum
174321783,Cirsium hookerianum,1,189.0,1734.7354583005952,0.2217866239594071,0.4583333333333333,0.463305606740623,moderate_1_to_10km,2684.0,8520.0,1252.0,411.0,5.241747015059643,7.459186497836858,150_199
174514649,Cirsium tuberosum,1,153.0,2464.385517641787,0.1342709174255291,0.375,0.4111201666541207,unknown,2840.0,4642.0,1603.0,542.0,5.030437921392435,7.81010347085736,150_199
174789262,Cirsium parryi,1,165.0,1687.003948630047,0.1487196101373766,0.3504273504273504,0.3809961076613636,high_le_1km,2718.0,8430.0,682.0,244.0,5.10594547390058,7.431302014388976,150_199
174901574,Cirsium pumilum,1,195.0,5279.00875266568,0.0798621524393623,0.2524271844660194,0.2173585193912423,high_le_1km,2825.0,8695.0,1348.0,75.0,5.272999558563747,8.571683034400767,150_199
175269356,Cirsium funkiae,1,181.0,2977.923591229111,0.0900740677035475,0.2535211267605634,0.3274669999995966,unknown,2733.0,8869.0,884.0,595.0,5.198497031265826,7.999317303250102,150_199
175500074,Cirsium filipendulum,1,197.0,3418.3632400407514,0.0879161021282953,0.3055555555555556,0.2823008763530885,unknown,2790.0,4474.0,1648.0,305.0,5.2832037287379885,8.13720962559909,150_199
175517753,Cirsium echinus,1,264.0,2365.109697224478,0.129404693927616,0.3787878787878788,0.348864395058502,high_le_1km,2834.0,8132.0,548.0,325.0,5.575949103146316,7.769002407463757,200_299
175620140,Cirsium wheeleri,1,154.0,2578.11318049465,0.0881721823526118,0.3097345132743362,0.2160119529704159,high_le_1km,2820.0,8417.0,452.0,395.0,5.0369526024136295,7.85520089033704,150_199
175657182,Cirsium cymosum,1,191.0,1002.8228437023704,0.143674168035157,0.3963963963963964,0.2800004298583919,high_le_1km,2817.0,8934.0,293.0,444.0,5.25227342804663,6.911570834186807,150_199
175661129,Cirsium brevicaule,1,375.0,4580.870201605714,0.0467025268631399,0.1649560117302052,0.0897852128874154,moderate_1_to_10km,2963.0,3714.0,1268.0,709.0,5.926926025970411,8.429862534721694,300_plus
175710900,Cirsium monspessulanum,1,185.0,2206.1134806688337,0.1480035273902031,0.4526315789473684,0.2403685368952186,high_le_1km,2868.0,6970.0,542.0,408.0,5.220355825078324,7.699440823452672,150_199
175921711,Cirsium verutum,1,238.0,1904.942787780591,0.1314412417298358,0.3669724770642202,0.2820794353198296,high_le_1km,2860.0,5159.0,2094.0,1130.0,5.472270673671475,7.552732066859429,200_299
175997449,Cirsium tweedyi,1,181.0,3630.929970099338,0.0807205098958408,0.3103448275862069,0.1849059845860432,high_le_1km,2711.0,8570.0,779.0,451.0,5.198497031265826,8.197519458174982,150_199
176185767,Cirsium hookerianum,2,314.0,5060.974690367435,0.11644345304185874,0.330057266676985,0.23623770990530096,unknown,2759.0,8430.0,631.0,608.0,5.749392985908253,8.529511941165156,300_plus
176273798,Cirsium viperinum,1,327.0,4779.120699022933,0.0774100053563677,0.2,0.202622105286836,high_le_1km,2732.0,10309.0,722.0,195.0,5.7899601708972535,8.472221076008323,300_plus
176310538,Cirsium monspessulanum,1,188.0,3854.233177631893,0.1037365787218744,0.3736263736263736,0.1952532779148493,high_le_1km,2834.0,6121.0,1512.0,270.0,5.236441962829949,8.257186771232206,150_199
176425584,Cirsium wheeleri,2,245.0,2005.099235533096,0.0855576286671524,0.22463768115942023,0.2293816603341382,high_le_1km,2820.0,8330.0,419.0,469.0,5.501258210544727,7.603947436656785,200_299
176450526,Cirsium pulcherrimum,1,153.0,4311.8234438518,0.109893279960424,0.3369565217391304,0.2905271877754555,high_le_1km,2783.0,9305.0,306.0,318.0,5.030437921392435,8.369348060000027,150_199
176659729,Cirsium tweedyi,1,258.0,2539.204279433301,0.1267334493885941,0.3820224719101123,0.2528017028703734,unknown,2754.0,8238.0,854.0,436.0,5.552959584921617,7.839999781752408,200_299
176792210,Cirsium vulgare,1,249.0,3069.099573343964,0.0545256111039477,0.2826086956521739,0.1373440685845819,high_le_1km,2820.0,6618.0,564.0,234.0,5.517452896464707,8.029465274369256,200_299
176815846,Cirsium scariosum,1,171.0,3703.509230199559,0.0746934089636756,0.2929292929292929,0.1665060084257124,high_le_1km,2751.0,8439.0,937.0,255.0,5.14166355650266,8.21730606747179,150_199
176869420,Cirsium andersonii,1,185.0,2816.951793227682,0.150273052548444,0.1827956989247312,0.5722007329489422,high_le_1km,2793.0,7566.0,853.0,672.0,5.220355825078324,7.943765585579756,150_199
177245288,Cirsium glabrum,1,335.0,5184.765167221203,0.1655979965628063,0.375,0.4556856706760686,unknown,2760.0,5440.0,2115.0,266.0,5.814130531825066,8.553672683010332,300_plus
177343807,Cirsium italicum,1,319.0,1678.415423970426,0.0962512457810037,0.3723404255319149,0.2849273543456415,high_le_1km,2858.0,6537.0,959.0,293.0,5.765191102784844,7.426201049922143,300_plus
177405930,Cirsium andersonii,1,172.0,2352.202290252626,0.0765270780603444,0.3125,0.200175709223725,high_le_1km,2798.0,7346.0,612.0,714.0,5.147494476813453,7.763532356240136,150_199
177415384,Cirsium barnebyi,2,213.0,1528.1649180532886,0.109869884202817,0.2805740853042248,0.3091378477959775,unknown,2803.0,10187.0,390.0,284.0,5.3612921657094255,7.332477060186676,200_299
177478232,Cirsium glabrum,1,218.0,4401.041458760039,0.1208653842751016,0.3571428571428571,0.2618833472595178,high_le_1km,2774.0,6375.0,1497.0,232.0,5.384495062789089,8.389823680206536,200_299
177761531,Cirsium hygropodum,1,401.0,1737.9071643453608,0.0836546929965103,0.3069306930693069,0.1725524114816901,high_le_1km,2854.0,3385.0,876.0,846.0,5.993961427306569,7.4610121284240245,300_plus
177865142,Cirsium grahamii,1,188.0,3096.1679702509846,0.0612703769055767,0.2604166666666667,0.1190923037859718,high_le_1km,2899.0,6388.0,550.0,881.0,5.236441962829949,8.038243414941267,150_199
177869959,Cirsium coloradense,1,154.0,5594.917136480313,0.080847986536825,0.2475247524752475,0.2418959839724223,high_le_1km,2758.0,8034.0,561.0,468.0,5.0369526024136295,8.629792528041769,150_199
178082708,Cirsium peckii,1,279.0,1725.9335287228516,0.0854756167433766,0.25,0.3641466040435753,high_le_1km,2768.0,8682.0,645.0,383.0,5.631211781821365,7.454102587957679,200_299
178116792,Cirsium pulcherrimum,1,341.0,1445.5815835696662,0.1329359483429575,0.3679245283018867,0.3339939101976489,moderate_1_to_10km,2792.0,9558.0,251.0,364.0,5.831882477283517,7.276958523496085,300_plus
178321952,Cirsium hygropodum,1,310.0,1241.105582442407,0.1237008269546461,0.5057471264367817,0.2434046062058927,high_le_1km,2837.0,3294.0,1325.0,828.0,5.736572297479192,7.124563268898318,300_plus
178332933,Cirsium schantarense,1,288.0,698.9130901643057,0.1168540686655746,0.2424242424242424,0.3482713060775149,unknown,2784.0,11340.0,871.0,819.0,5.662960480135946,6.550956170427163,200_299
178333889,Cirsium schantarense,1,363.0,2377.443521437613,0.0778839608498223,0.2862189440993788,0.1817202198199618,unknown,2783.0,11367.0,879.0,816.0,5.8944028342648505,7.7742015701363885,300_plus
178334402,Cirsium ukranicum,2,183.5,1837.333380800049,0.10487966362084315,0.28069053708439895,0.2577452330414132,unknown,2810.0,9505.0,563.0,206.0,5.212214667494625,7.516614668840009,150_199
178384673,Cirsium remotifolium,2,289.5,2134.4138832610806,0.11093171901775789,0.31435154707044105,0.29269023951776363,high_le_1km,2799.0,6483.0,2124.0,736.0,5.66815529701305,7.66641576320339,200_299
178474524,Cirsium wheeleri,1,197.0,1929.3183096250075,0.1658661230084075,0.3867924528301887,0.4049437387290306,unknown,2814.0,7675.0,543.0,479.0,5.2832037287379885,7.565440195566768,150_199
178945252,Cirsium gagnidzei,1,159.0,5448.641011375501,0.0704663223407636,0.2345679012345679,0.1644044739706843,unknown,2740.0,7274.0,3262.0,228.0,5.0689042022202315,8.603305016015415,150_199
179148834,Cirsium creticum,1,171.0,587.0005907829137,0.0958070021716794,0.3737373737373737,0.2048718925060614,high_le_1km,2888.0,6144.0,1113.0,374.0,5.14166355650266,6.376727952630969,150_199
179555382,Cirsium heliorhaphis,1,171.0,1887.430118689892,0.1196737655000701,0.3434343434343434,0.3087470031637681,high_le_1km,2901.0,3572.0,443.0,994.0,5.14166355650266,7.543501137861767,150_199
180103121,Cirsium pannonicum,2,284.0,1830.443669313565,0.1834689236264977,0.4345317003936028,0.40591171139256443,unknown,2789.0,9577.0,632.0,285.0,5.648974238161206,7.512859825160326,200_299
180103398,Cirsium pannonicum,1,375.0,548.9643163981009,0.0772274228936386,0.2432432432432432,0.2563569130651128,unknown,2789.0,9577.0,632.0,285.0,5.926926025970411,6.309853396845585,300_plus
180184487,Cirsium wheeleri,1,218.0,2000.8827261715587,0.1178763935070906,0.4512195121951219,0.2420413235661108,high_le_1km,2820.0,8330.0,419.0,469.0,5.384495062789089,7.601843379823503,200_299
180339703,Cirsium parryi,1,173.0,1710.064398406422,0.1313133385487626,0.3505154639175257,0.3193832073727208,high_le_1km,2788.0,7413.0,623.0,691.0,5.153291594497779,7.4448709110602485,150_199
180614439,Cirsium souliei,1,306.0,4253.143418421424,0.043282687805382,0.1022727272727272,0.1410654067547389,low_gt_10km,2710.0,8903.0,556.0,957.0,5.723585101952381,8.355648708972192,300_plus
180636237,Cirsium greimleri,1,156.0,4381.47072265849,0.1802929461083121,0.4601769911504424,0.4133131735157266,high_le_1km,2793.0,6881.0,1494.0,194.0,5.049856007249537,8.385367936261606,150_199
180658375,Cirsium spinosissimum,1,329.0,1426.059999842596,0.1041848986534463,0.2280701754385964,0.2823099204540374,unknown,2729.0,7784.0,1694.0,346.0,5.796057750765372,7.263371662733494,300_plus
180813424,Cirsium cephalotes,1,168.0,4131.077183797978,0.0755026069026486,0.3493975903614458,0.114506760592184,moderate_1_to_10km,2751.0,8080.0,1642.0,195.0,5.123963979403259,8.326535509590233,150_199
180902119,Cirsium oleraceum,1,168.0,2503.9354213583306,0.1681138473645379,0.2897196261682243,0.61793769667415,high_le_1km,2783.0,10119.0,609.0,293.0,5.123963979403259,7.826018233289784,150_199
181001794,Cirsium douglasii,1,153.0,2963.379003398973,0.0908982329259852,0.3209876543209876,0.1880540103399094,high_le_1km,2861.0,4598.0,539.0,873.0,5.030437921392435,7.994422847134488,150_199
181081703,Cirsium candelabrum,1,163.0,3046.6637357955274,0.1295475939790441,0.3918918918918919,0.2839193422548631,unknown,2766.0,7276.0,1094.0,346.0,5.093750200806762,8.022130587818788,150_199
181288853,Cirsium andersonii,1,203.0,2663.9260844699443,0.0798504922016969,0.3647058823529411,0.179393968354147,high_le_1km,2783.0,6416.0,1402.0,788.0,5.313205979041787,7.887931600556747,200_299
181577435,Cirsium ciliatum,2,254.0,3296.80038547371,0.0517816887213167,0.18525696238874528,0.16906493119097976,high_le_1km,2851.0,8752.0,738.0,181.0,5.537334267018537,8.101010975355,200_299
181785154,Cirsium heliorhaphis,1,192.0,1983.2660801126192,0.0932463225753053,0.2873563218390804,0.2697817372314764,high_le_1km,2910.0,3718.0,446.0,1026.0,5.2574953720277815,7.593004391812468,150_199
181966027,Cirsium mohavense,1,323.0,531.0552223245322,0.178732578511268,0.4813432835820895,0.3760756411204385,high_le_1km,2895.0,6729.0,284.0,685.0,5.777652323222656,6.276747285316558,300_plus
182702447,Cirsium rivulare,1,379.0,814.8449105212177,0.069057777035284,0.3140403286034354,0.1771315137077589,high_le_1km,2815.0,6032.0,1818.0,95.0,5.937536205082426,6.704224276264533,300_plus
182765680,Cirsium rhinoceros,1,168.0,4658.245079985955,0.1112971792855723,0.3580246913580246,0.2500102020984549,high_le_1km,2828.0,7463.0,3045.0,589.0,5.123963979403259,8.44660871399326,150_199
182977872,Cirsium wallichii,1,188.0,6638.307210505932,0.0490878174459147,0.2112676056338028,0.1321403516259683,unknown,2847.0,5940.0,3388.0,977.0,5.236441962829949,8.800762901259946,150_199
183009584,Cirsium ligulare,1,289.0,2406.662174043799,0.1275542535409993,0.2345679012345679,0.4193495150413002,low_gt_10km,2867.0,6634.0,916.0,330.0,5.666426688112432,7.786411503415525,200_299
183032203,Cirsium arizonicum,1,267.0,1115.079408261343,0.1150522981989114,0.351063829787234,0.2975964605187322,unknown,2845.0,8618.0,397.0,364.0,5.58724865840025,7.017577294765947,200_299
183310267,Cirsium undulatum,1,322.0,1330.3676862767484,0.0903668267467659,0.2839506172839506,0.233123555355467,unknown,2807.0,9207.0,670.0,279.0,5.7745515455444085,7.193962028387428,300_plus
183327676,Cirsium komarovii,1,365.0,2797.643423338452,0.1035603455067708,0.2699696663296259,0.3230679453693105,high_le_1km,2715.0,11458.0,480.0,610.0,5.8998973535824915,7.936890087094448,300_plus
183470295,Cirsium ukranicum,1,311.0,1927.4355093484703,0.1687477468845626,0.369774011299435,0.4547418466817312,high_le_1km,2810.0,9506.0,566.0,203.0,5.739792912179234,7.5644643362534865,300_plus
183550831,Cirsium ukranicum,1,206.0,1184.60102877381,0.0714084873716091,0.2553191489361702,0.1771192011109732,high_le_1km,2809.0,9429.0,562.0,214.0,5.327876168789581,7.078005122265645,200_299
183785115,Cirsium andersonii,1,171.0,2794.832329695872,0.0773339865435564,0.2765957446808511,0.1861574562971866,high_le_1km,2767.0,7198.0,933.0,714.0,5.14166355650266,7.9358851336356215,150_199
184159583,Cirsium acaulon,1,185.0,7981.862904093224,0.0687804305620184,0.3176470588235294,0.1278269760986145,high_le_1km,2762.0,7088.0,1793.0,207.0,5.220355825078324,8.985052386016337,150_199
184653422,Cirsium ligulare,1,225.0,7916.2190336378835,0.0519123167601792,0.1274509803921568,0.1818241397555259,high_le_1km,2843.0,7859.0,530.0,212.0,5.41610040220442,8.976795291030726,200_299
185136373,Cirsium acantholepis,1,185.0,3342.778390139161,0.0943351921781984,0.2685185185185185,0.2090888758838405,high_le_1km,2864.0,1762.0,619.0,783.0,5.220355825078324,8.11485670111718,150_199
185467579,Cirsium canescens,1,159.0,3553.104678940714,0.1130338186782827,0.3176470588235294,0.2878621485477614,high_le_1km,2767.0,8391.0,436.0,532.0,5.0689042022202315,8.17585846211897,150_199
185544284,Cirsium ciliatum,1,175.0,6708.682468751748,0.0998193741896819,0.3373493975903614,0.1930805895488424,unknown,2865.0,7123.0,2053.0,277.0,5.1647859739235145,8.811306906752373,150_199
186438662,Cirsium perplexans,1,283.0,4267.545564551624,0.0309740109451263,0.05,0.0579556608913934,high_le_1km,2836.0,10248.0,305.0,226.0,5.645446897643238,8.35902843099843,200_299
186780599,Cirsium rhinoceros,1,175.0,1675.8990824745786,0.1000749485660758,0.1978021978021978,0.3116143533812732,high_le_1km,2882.0,6816.0,2126.0,584.0,5.1647859739235145,7.424701582597198,150_199
187464100,Cirsium vlassovianum,1,177.0,1060.8759096015303,0.1473263003456937,0.3548387096774194,0.4007167699618619,moderate_1_to_10km,2728.0,13474.0,466.0,1072.0,5.176149732573829,6.967792349025269,150_199
187773823,Cirsium otayae,1,265.0,3220.2387498233243,0.0854081133709534,0.2804878048780488,0.1171981076050316,high_le_1km,2809.0,9264.0,2507.0,364.0,5.579729825986222,8.077521269472568,200_299
187852971,Cirsium turkestanicum,1,254.0,1671.135486273762,0.1282376338067522,0.3238095238095238,0.4494519383262465,unknown,2800.0,8434.0,1249.0,357.0,5.537334267018537,7.421856822822078,200_299
187917512,Cirsium monspessulanum,1,335.0,984.2068780755518,0.1090581858552593,0.2795698924731182,0.287621330411609,high_le_1km,2847.0,6466.0,609.0,309.0,5.814130531825066,6.8928516476222885,300_plus
188208189,Cirsium virginianum,1,236.0,1402.573609541584,0.1151804558622699,0.253012048192771,0.2340246311501265,high_le_1km,2902.0,6628.0,1441.0,306.0,5.4638318050256105,7.2467768415528075,200_299
188218568,Cirsium subcoriaceum,2,288.5,1818.608171304265,0.0764145309034918,0.21000000000000002,0.17949158533186604,high_le_1km,2877.0,1165.0,1520.0,830.0,5.664695085948154,7.506376466400354,200_299
188442081,Cirsium rhinoceros,1,287.0,2937.186458680185,0.123500622729063,0.2857142857142857,0.2818210306390231,high_le_1km,2811.0,7629.0,3377.0,591.0,5.659482215759621,7.985547819212952,200_299
188560149,Cirsium hypoleucum,1,232.0,2736.82481483052,0.1235934512241993,0.2935779816513761,0.4683634431532569,high_le_1km,2797.0,7245.0,1036.0,270.0,5.44673737166631,7.914919020905317,200_299
188933311,Cirsium rhaphilepis,1,292.0,3115.4656955735645,0.0927265262142196,0.4390243902439024,0.1328018697851029,unknown,2824.0,1532.0,1169.0,813.0,5.676753802268282,8.044454848831855,200_299
189314689,Cirsium griseum,1,193.0,680.2786382796562,0.1044097654048506,0.2792792792792792,0.3815490425799475,high_le_1km,2752.0,8015.0,673.0,363.0,5.262690188904886,6.523971382935586,150_199
189639484,Cirsium sieboldii,1,208.0,2054.54037621454,0.1175327493132166,0.3734939759036144,0.2942796050716403,high_le_1km,2870.0,8079.0,2005.0,413.0,5.337538079701318,7.6282940491586535,200_299
189984895,Cirsium obvallatum,1,323.0,2809.679242248605,0.0971373745166387,0.2743362831858407,0.2430511562107135,high_le_1km,2756.0,8116.0,996.0,547.0,5.777652323222656,7.941181456337585,300_plus
190026270,Cirsium arizonicum,1,159.0,3066.7473499220137,0.1404638583121554,0.3363636363636363,0.3098498411581269,high_le_1km,2864.0,7707.0,577.0,372.0,5.0689042022202315,8.028698809005583,150_199
190033268,Cirsium echinus,1,246.0,3352.91903008322,0.1664567274891112,0.2727272727272727,0.6921832500476064,high_le_1km,2758.0,8128.0,923.0,541.0,5.5053315359323625,8.117884800792767,200_299
190194744,Cirsium hypoleucum,1,160.0,1884.9176027881856,0.1390452574782652,0.24,0.4711025081723826,high_le_1km,2804.0,6761.0,1168.0,193.0,5.075173815233827,7.542169773367428,150_199
190403583,Cirsium falconeri,1,301.0,3749.364538967707,0.0911453924491339,0.2608695652173913,0.1829836083485379,high_le_1km,2767.0,6157.0,1206.0,638.0,5.707110264748875,8.22960832463122,300_plus
190458749,Cirsium occidentale,1,231.0,7837.608084712446,0.0544354557968192,0.2,0.1020526603376952,high_le_1km,2826.0,6361.0,313.0,821.0,5.442417710521793,8.966816557367075,200_299
190665296,Cirsium yezoense,1,180.0,4258.709842311159,0.0747862058001599,0.2678571428571428,0.1935484477291334,unknown,2827.0,8613.0,2400.0,341.0,5.19295685089021,8.356956324810149,150_199
190938104,Cirsium pugnax,3,203.0,6676.275784006691,0.0744623125605749,0.2659574468085106,0.1704793729177156,unknown,2718.0,8339.0,2210.0,134.0,5.313205979041787,8.806465366585353,200_299
190991584,Cirsium lineare,1,357.0,808.4842341950217,0.2438055426715982,0.4770642201834862,0.7638806389823776,high_le_1km,2888.0,8662.0,1234.0,566.0,5.877735781779639,6.6963972969490575,300_plus
191069932,Cirsium vulgare,1,290.0,3930.771690468112,0.0978376282609971,0.1851851851851851,0.2916430911816215,high_le_1km,2868.0,4330.0,706.0,187.0,5.66988092298052,8.276845415102134,200_299
191130285,Cirsium rivulare,1,169.0,2552.37640162292,0.0873501134126337,0.3297872340425531,0.162860790435076,high_le_1km,2798.0,4820.0,1739.0,345.0,5.1298987149230735,7.845171841400613,150_199
191748806,Cirsium osseticum,1,340.0,6140.624095318452,0.053840089102562,0.1507575757575757,0.1864694438214456,unknown,2832.0,7699.0,2055.0,116.0,5.8289456176102075,8.722844496802601,300_plus
192177262,Cirsium schantarense,1,151.0,4700.384904013868,0.1498389499701442,0.3012048192771084,0.3828710653026266,unknown,2780.0,10066.0,821.0,635.0,5.017279836814924,8.455612404722775,150_199
192197022,Cirsium osseticum,2,238.0,4031.41225205014,0.07427797568060905,0.246245254992573,0.1579075095934196,unknown,2842.0,7730.0,1982.0,137.0,5.472270673671475,8.302120049576654,200_299
193140997,Cirsium oleraceum,2,220.5,473.84759262354225,0.1523111362730487,0.26735373708688315,0.48336363818685646,high_le_1km,2821.0,6504.0,1300.0,141.0,5.395897694886901,6.162993894914169,200_299
193890061,Cirsium ehrenbergii,1,254.0,2147.140053198123,0.0721887031930277,0.3137254901960784,0.1423570399479119,unknown,2869.0,1216.0,1747.0,750.0,5.537334267018537,7.672357655178322,200_299
193901737,Cirsium ciliatum,1,177.0,2578.2968233125025,0.0859898756050578,0.3217391304347826,0.1882234192685415,high_le_1km,2837.0,9068.0,560.0,333.0,5.176149732573829,7.855272091663725,150_199
194122315,Cirsium greimleri,1,250.0,5796.129715015645,0.0666204513544792,0.1647058823529411,0.2287212566002928,high_le_1km,2795.0,6897.0,1472.0,192.0,5.521460917862246,8.665118197321172,200_299
194517875,Cirsium rivulare,2,225.0,3556.8692059698988,0.1598787083228858,0.3309716599190283,0.4259334045271971,high_le_1km,2819.0,7093.0,1127.0,177.0,5.41610040220442,8.176917107002005,200_299
195391694,Cirsium conspicuum,1,255.0,558.238360069471,0.0629809355726647,0.1511627906976744,0.1903847055590718,high_le_1km,2894.0,2064.0,1262.0,1157.0,5.541263545158426,6.326575786688228,200_299
195791997,Cirsium candelabrum,1,229.0,5626.097008332333,0.1315149649596035,0.2385606874328679,0.4556352400433373,high_le_1km,2839.0,7147.0,1001.0,348.0,5.43372200355424,8.635348959080718,200_299
195843867,Cirsium sorocephalum,1,375.0,4435.411687340743,0.1145261727650522,0.2678571428571428,0.2804869415629819,high_le_1km,2874.0,9980.0,1001.0,784.0,5.926926025970411,8.397601150147084,300_plus
196273817,Cirsium oleraceum,1,315.0,722.4328052033649,0.2314208301327052,0.3068181818181818,0.670491364811516,high_le_1km,2839.0,4933.0,790.0,176.0,5.752572638825633,6.584007667125893,300_plus
196277545,Cirsium conspicuum,1,225.0,1374.5469157680373,0.1198587549584616,0.3298969072164948,0.3512419816733449,unknown,2875.0,2837.0,1644.0,1014.0,5.41610040220442,7.226606687938566,200_299
196533018,Cirsium brevicaule,1,159.0,1171.298618668952,0.07788157149559,0.2577319587628865,0.1843876742120696,high_le_1km,2977.0,2365.0,2332.0,891.0,5.0689042022202315,7.066721731768594,150_199
196913563,Cirsium candelabrum,1,212.0,6401.458375231584,0.188758871585401,0.3598881900768693,0.4861311188462091,unknown,2834.0,7252.0,1202.0,372.0,5.356586274672012,8.764437316722065,200_299
197538417,Cirsium erisithales,1,230.0,2609.1369824456174,0.1574552230666391,0.4166666666666667,0.2574688557655092,high_le_1km,2827.0,6431.0,1194.0,243.0,5.438079308923196,7.867157982635157,200_299
197897639,Cirsium aomorense,1,164.0,1717.1724642674976,0.1286387025914405,0.3103448275862069,0.4461059760868289,unknown,2838.0,8702.0,1806.0,216.0,5.099866427824199,7.4490164841574265,150_199
199117124,Cirsium funkiae,1,326.0,1213.4927114352852,0.147465172838822,0.2083333333333333,0.5360686861719343,high_le_1km,2693.0,8325.0,892.0,305.0,5.786897381366708,7.102081747135858,300_plus
199618214,Cirsium conspicuum,1,224.0,2643.5978897126665,0.058599335591405,0.1973684210526315,0.1472115991990558,high_le_1km,2918.0,2173.0,1351.0,1149.0,5.4116460518550396,7.880274306161528,200_299
200210374,Cirsium acaulon,1,184.0,620.0364009080981,0.1280601500200741,0.238095238095238,0.3836638040976516,high_le_1km,2825.0,6535.0,602.0,230.0,5.214935757608986,6.431389696814785,150_199
200628426,Cirsium tuberosum,1,158.0,1014.444127031034,0.1009536372329508,0.348314606741573,0.2501878611364015,high_le_1km,2843.0,6228.0,1203.0,304.0,5.062595033026967,6.923081359350236,150_199
201124543,Cirsium texanum,1,213.0,1466.7879499491285,0.0625775798901234,0.188235294117647,0.1452011359690102,high_le_1km,2945.0,4712.0,493.0,806.0,5.3612921657094255,7.2915117504772695,200_299
202292334,Cirsium chlorocomos,1,163.0,7418.980990887389,0.1226251232757442,0.4050632911392405,0.3276902923857689,high_le_1km,2727.0,7961.0,2344.0,184.0,5.093750200806762,8.91193177428313,150_199
203126949,Cirsium bicentenariale,1,174.0,1375.3921375146294,0.2017342503596643,0.3619047619047619,0.7362392048426225,high_le_1km,2882.0,2784.0,587.0,714.0,5.159055299214529,7.227220961552047,150_199
203535676,Cirsium subcoriaceum,2,233.5,4926.518505158683,0.12358907159170615,0.32420984033887257,0.3282670039682932,high_le_1km,2876.0,1882.0,1161.0,974.0,5.453182077108952,8.502590794506112,200_299
203691438,Cirsium horridulum,1,318.0,1473.8115628746648,0.0910306122535046,0.3,0.2384055161456448,high_le_1km,2979.0,2526.0,1076.0,520.0,5.762051382780177,7.296285506629407,300_plus
203927495,Cirsium setidens,2,205.5,1431.2917167237722,0.1157735562765495,0.359375,0.24934649347845383,high_le_1km,2862.0,8718.0,1305.0,819.0,5.32544603393629,7.267031039569887,200_299
205940484,Cirsium rhaphilepis,1,342.0,4072.90651272078,0.1793950894887818,0.3738317757009345,0.469659644864065,high_le_1km,2937.0,2345.0,796.0,1148.0,5.834810737062605,8.312357649228607,300_plus
206627044,Cirsium texanum,1,194.0,5713.997410848248,0.0483300043740555,0.2282608695652173,0.119245170370146,high_le_1km,2932.0,4474.0,751.0,791.0,5.267858159063328,8.650849123183882,150_199
208592572,Cirsium lecontei,1,218.0,1526.9708067664644,0.1927013481129258,0.4084507042253521,0.5859041530487794,high_le_1km,2929.0,5649.0,1924.0,348.0,5.384495062789089,7.331695864024623,200_299
211547932,Cirsium japonicum,1,280.0,5801.552974079726,0.1325535800775725,0.35,0.338895621036294,high_le_1km,2897.0,8002.0,1427.0,456.0,5.634789603169249,8.6660532676338,200_299
211863983,Cirsium heterophyllum,1,365.0,5592.244508714972,0.1742657720298457,0.4311926605504587,0.5938835454664868,high_le_1km,2777.0,9501.0,723.0,314.0,5.8998973535824915,8.629314810782708,300_plus
211898086,Cirsium bertolonii,1,159.0,7409.150276798574,0.062747947619174,0.225,0.1573078339436201,high_le_1km,2787.0,6097.0,905.0,267.0,5.0689042022202315,8.910605998354203,150_199
211988383,Cirsium subcoriaceum,1,195.0,1912.2826230146368,0.1092479203399579,0.4615384615384615,0.1806573445027282,moderate_1_to_10km,2899.0,2013.0,923.0,1007.0,5.272999558563747,7.556575696643388,150_199
212867753,Cirsium faucium,1,201.0,1906.6520872551996,0.0831052649251565,0.2947368421052631,0.1921893640633329,unknown,2877.0,1764.0,1214.0,955.0,5.303304908059076,7.553628491175636,200_299
213045918,Cirsium faucium,1,210.0,4078.676384245901,0.1257312586886204,0.3,0.399275689007542,unknown,2882.0,1763.0,1182.0,960.0,5.3471075307174685,8.313772946665612,200_299
213237760,Cirsium dissectum,1,169.0,2967.7554045190564,0.0733517912397059,0.2857142857142857,0.1654449703488391,unknown,2873.0,5047.0,868.0,240.0,5.1298987149230735,7.995898088250871,150_199
213498879,Cirsium engelmannii,1,207.0,2713.3497388841706,0.0597772265388365,0.264367816091954,0.1870858574572477,unknown,2923.0,6420.0,995.0,298.0,5.332718793265369,7.906307696825029,200_299
214119313,Cirsium carolinianum,1,194.0,6126.985960892973,0.0821513409873354,0.2705882352941176,0.2058547413191114,high_le_1km,2906.0,7011.0,1105.0,194.0,5.267858159063328,8.720621420440807,150_199
215291232,Cirsium kawakamii,1,441.0,8980.9491636107,0.0634005712324365,0.1515151515151515,0.1999891143438681,high_le_1km,2828.0,3459.0,4876.0,719.0,6.089044875446846,9.102972193824352,300_plus
215381539,Cirsium tuberosum,1,266.0,905.0472001212266,0.0648224920270759,0.2287866772402855,0.147265279400828,high_le_1km,2841.0,5175.0,1063.0,341.0,5.583496308781699,6.8090914019500115,200_299
215834373,Cirsium cymosum,1,197.0,5728.537876597833,0.0849096662843554,0.2727272727272727,0.241206940547596,high_le_1km,2875.0,5427.0,471.0,859.0,5.2832037287379885,8.653390156648008,150_199
