obs_id,taxon_name,n_usable_heads,min_dimension_median,sharpness_median,involucre_projection_roughness,involucre_spread_fraction,spine_relative_length_max_proxy,coordinate_precision_tier,env_chelsa_bio01_native,env_chelsa_bio04_native,env_chelsa_bio12_native,env_chelsa_bio15_native,log_min_dimension,log1p_sharpness,resolution_stratum
84641513,Cirsium arizonicum,1,165.0,650.4203470708247,0.0833422664895783,0.1886792452830188,0.2701118863518166,unknown,2839.0,9046.0,406.0,339.0,5.10594547390058,6.479155128262845,150_199
84714102,Cirsium rivulare,1,360.0,2989.034053004678,0.1244024774647741,0.2893733250876108,0.3259652104668086,high_le_1km,2770.0,5917.0,1171.0,233.0,5.886104031450156,8.003040055284654,300_plus
84727895,Cirsium heterophyllum,1,158.0,1291.8632010740298,0.0605391935058633,0.1648351648351648,0.2058310345644318,moderate_1_to_10km,2775.0,11148.0,544.0,267.0,5.062595033026967,7.164614573541294,150_199
85395970,Cirsium nuttallii,1,238.0,1673.2745420308984,0.1175137984649796,0.4025974025974026,0.1866731454640136,high_le_1km,2918.0,6001.0,1440.0,288.0,5.472270673671475,7.423135241204987,200_299
85414766,Cirsium pendulum,1,365.0,1665.76547383194,0.1523529222837488,0.3628400512747471,0.3814794181240531,high_le_1km,2787.0,11292.0,700.0,704.0,5.8998973535824915,7.418640185290047,300_plus
85563073,Cirsium neomexicanum,1,208.0,6478.677287531064,0.0721610110456826,0.1212121212121212,0.2403707750171576,high_le_1km,2815.0,8117.0,440.0,507.0,5.337538079701318,8.776425986799259,200_299
85649637,Cirsium foliosum,1,348.0,1246.6542110693808,0.1540171544016494,0.325,0.4159573066897644,high_le_1km,2728.0,11271.0,358.0,436.0,5.8522024797744745,7.129020436073515,300_plus
85944924,Cirsium nivale,1,250.0,4139.582986642711,0.0636041030149992,0.1829268292682926,0.1604365515655439,high_le_1km,2808.0,2222.0,1683.0,931.0,5.521460917862246,8.328591874935073,200_299
86069603,Cirsium nuttallii,1,229.0,2730.351727621611,0.1044809269210802,0.24,0.3639691506936049,high_le_1km,2898.0,8081.0,1265.0,195.0,5.43372200355424,7.9125519039614085,200_299
86070668,Cirsium echinus,1,354.0,3936.038181502992,0.087986535331894,0.4142857142857143,0.1968709829023644,high_le_1km,2762.0,7739.0,1745.0,377.0,5.869296913133774,8.278183989017867,300_plus
86115578,Cirsium edule,2,311.5,1648.8084519804052,0.0938699116349654,0.28055555555555556,0.362340352133675,high_le_1km,2731.0,7826.0,1041.0,296.0,5.741399338227508,7.408414470446849,300_plus
86444961,Cirsium spinosissimum,1,342.0,6016.1434521716665,0.0401103245458854,0.1081081081081081,0.1397048288800951,high_le_1km,2693.0,7645.0,1447.0,353.0,5.834810737062605,8.702367916081522,300_plus
86464144,Cirsium clavatum,1,192.0,4093.15025791668,0.1120472441763544,0.3076923076923077,0.3385477888314649,high_le_1km,2713.0,8027.0,1122.0,188.0,5.2574953720277815,8.317314467530313,150_199
86482540,Cirsium clavatum,1,239.0,2957.464487636857,0.0719759277487282,0.2523364485981308,0.1511719700864038,unknown,2746.0,9190.0,888.0,288.0,5.476463551931511,7.992425658541869,200_299
86505302,Cirsium anartiolepis,1,232.0,3498.310528277986,0.0825650370188349,0.2553191489361702,0.2427270258884583,high_le_1km,2831.0,1950.0,1014.0,831.0,5.44673737166631,8.160321236151473,200_299
86934186,Cirsium virginianum,1,251.0,988.5507078826098,0.1130614155236102,0.3777777777777777,0.2066477949752082,unknown,2908.0,6996.0,1208.0,230.0,5.5254529391317835,6.897251009694836,200_299
86972795,Cirsium arizonicum,2,175.0,1384.48502000784,0.10057809212183705,0.3086633663366336,0.31564517126698305,high_le_1km,2812.0,8119.0,521.0,488.0,5.1647859739235145,7.233805552269008,150_199
87099873,Cirsium spinosissimum,1,189.0,3368.8204975480685,0.0752993425294726,0.1785714285714285,0.2595542346116308,high_le_1km,2737.0,6637.0,2539.0,276.0,5.241747015059643,8.122614757105255,150_199
87402514,Cirsium greimleri,1,244.0,2982.261916163153,0.1118695260303729,0.2976190476190476,0.2172528317034111,high_le_1km,2776.0,6347.0,1696.0,269.0,5.497168225293202,8.000772583597994,200_299
87711528,Cirsium alsophilum,2,250.5,1152.2324616596293,0.12233748855056126,0.3583333333333333,0.28993640195116804,high_le_1km,2763.0,7113.0,1728.0,382.0,5.523458920524919,7.050324114569964,200_299
87981795,Cirsium hookerianum,1,254.0,3053.8526119642524,0.0856353498563607,0.2571428571428571,0.2717313504938011,high_le_1km,2707.0,6883.0,987.0,217.0,5.537334267018537,8.024486625585658,200_299
88239171,Cirsium alsophilum,2,194.0,2444.8492535654173,0.09520988985165504,0.4282106782106782,0.15184597919054543,high_le_1km,2792.0,7310.0,1670.0,389.0,5.267858159063328,7.802147684570908,150_199
88316164,Cirsium verutum,1,405.0,2451.488152369642,0.2330206053410832,0.3452380952380952,0.6718014015410847,moderate_1_to_10km,2857.0,5255.0,1988.0,1222.0,6.003887067106539,7.804858360589783,300_plus
88375726,Cirsium verutum,1,228.0,3039.07212677747,0.1315649917900918,0.3804347826086957,0.3818240187570796,high_le_1km,2864.0,5161.0,2047.0,1143.0,5.429345628954441,8.019636520032455,200_299
88643938,Cirsium coloradense,1,212.0,2219.257578999376,0.1936153919656505,0.3571428571428571,0.7491705850268551,high_le_1km,2782.0,8370.0,306.0,483.0,5.356586274672012,7.7053784947120585,200_299
88690946,Cirsium parryi,1,336.0,4998.056414582272,0.0566717378763771,0.2409638554216867,0.1196991864344739,high_le_1km,2802.0,7255.0,703.0,661.0,5.817111159963204,8.517004456523383,300_plus
88875190,Cirsium centaureae,1,152.0,1003.893961776664,0.1235202660514972,0.2941176470588235,0.3047903394821267,unknown,2758.0,7855.0,688.0,208.0,5.0238805208462765,6.912637304256548,150_199
88946177,Cirsium ehrenbergii,1,165.0,4322.780498990109,0.2194712916736046,0.3972602739726027,0.4765223009635911,high_le_1km,2855.0,2126.0,663.0,770.0,5.10594547390058,8.3718854140548,150_199
89361219,Cirsium ukranicum,1,197.0,1769.5266701144672,0.1551885357697548,0.3209876543209876,0.5509113743272801,high_le_1km,2809.0,9804.0,581.0,194.0,5.2832037287379885,7.479032335044528,150_199
89660966,Cirsium hookerianum,1,328.0,4630.585932425724,0.1035318593274129,0.27,0.2772033750126577,unknown,2710.0,8688.0,1253.0,225.0,5.793013608384144,8.440654622430138,300_plus
89746292,Cirsium alsophilum,1,341.0,5114.930713142132,0.0599496365439751,0.1826298701298701,0.1692258607801258,high_le_1km,2767.0,7260.0,1111.0,410.0,5.831882477283517,8.540114619436995,300_plus
89921335,Cirsium flodmanii,1,175.0,1158.3413532550455,0.0873920766047937,0.2941176470588235,0.2613860751927335,high_le_1km,2741.0,8878.0,695.0,476.0,5.1647859739235145,7.055607323923496,150_199
90107196,Cirsium centaureae,2,293.0,1434.0667326105408,0.11801686523766691,0.3108974358974359,0.3501899473069531,high_le_1km,2742.0,8122.0,723.0,337.0,5.680172609017068,7.268966630673817,200_299
90379938,Cirsium latifolium,1,349.0,9027.940283118363,0.1279935208228013,0.322267620020429,0.3229897709302132,high_le_1km,2863.0,3647.0,2845.0,606.0,5.855071922202427,9.108190284387984,300_plus
90521782,Cirsium acaulon,1,239.0,3897.379734633404,0.0798069103126074,0.2666666666666666,0.1667910444939311,high_le_1km,2832.0,4306.0,937.0,195.0,5.476463551931511,8.268316293135271,200_299
90651397,Cirsium oleraceum,1,374.0,4290.9730642514805,0.1283524106869241,0.3833333333333333,0.2501618113561644,unknown,2783.0,9462.0,685.0,319.0,5.924255797414532,8.36450182792742,300_plus
91125079,Cirsium scopulorum,1,295.0,5361.647066697869,0.093984979156194,0.3283582089552239,0.1950763248330708,unknown,2703.0,8145.0,1155.0,193.0,5.68697535633982,8.587212987885456,200_299
91250265,Cirsium wallichii,1,433.0,1568.149670960207,0.0920870441810906,0.2562957875457875,0.2046120762230202,moderate_1_to_10km,2881.0,1331.0,1723.0,602.0,6.07073772800249,7.358289140764843,300_plus
91569996,Cirsium clavatum,1,303.0,163.27934636338756,0.1540500283973412,0.3738317757009345,0.3502742585547357,high_le_1km,2764.0,8253.0,515.0,443.0,5.713732805509369,5.101568310284408,300_plus
91603850,Cirsium foliosum,1,321.0,2410.936301074344,0.0706943566624018,0.2386363636363636,0.1652584209716942,high_le_1km,2705.0,8500.0,1012.0,437.0,5.771441123130016,7.78818514832519,300_plus
91705956,Cirsium townsendii,1,226.0,5525.36555819524,0.0753726602078375,0.21875,0.1307641060744911,unknown,2905.0,7508.0,307.0,712.0,5.420534999272286,8.61728565570133,200_299
92137519,Cirsium euxinum,1,188.0,1395.2780752839578,0.0784570808902952,0.2888888888888888,0.1879419121078624,unknown,2848.0,7420.0,937.0,274.0,5.236441962829949,7.241565457815244,150_199
92306480,Cirsium conspicuum,1,364.0,5363.435356187602,0.1795108771429117,0.453125,0.4254139982995891,unknown,2843.0,3334.0,1450.0,853.0,5.8971538676367405,8.587546403708288,300_plus
92320907,Cirsium edule,1,212.0,1080.004974130276,0.107459421376792,0.1976744186046511,0.4275526731040281,high_le_1km,2729.0,7044.0,1646.0,452.0,5.356586274672012,6.985646419044233,200_299
92335060,Cirsium vulgare,1,160.0,1565.436553122115,0.2368629144643876,0.313953488372093,0.8189804247928912,high_le_1km,2835.0,7462.0,815.0,181.0,5.075173815233827,7.356558607256088,150_199
92437888,Cirsium obvallatum,1,241.0,1066.6200373145905,0.1089552854791175,0.3027522935779816,0.4308057623603574,high_le_1km,2750.0,7769.0,2084.0,359.0,5.484796933490655,6.97318718591418,200_299
92586477,Cirsium glabrum,1,228.0,6751.501738234631,0.1166168920440512,0.2222222222222222,0.3528766844353526,unknown,2782.0,6037.0,1913.0,263.0,5.429345628954441,8.817668343087638,200_299
92902627,Cirsium serratuloides,1,170.0,717.2463183446415,0.1876112653319797,0.3846153846153846,0.3971710466928642,high_le_1km,2746.0,12605.0,597.0,347.0,5.135798437050262,6.5768125719773325,150_199
93181946,Cirsium rhizocephalum,1,361.0,2959.9091346532773,0.0803072492594817,0.2375,0.1711585733769035,high_le_1km,2689.0,7706.0,2069.0,487.0,5.8888779583328805,7.993251640245813,300_plus
93899912,Cirsium wheeleri,1,191.0,2221.8163475036304,0.1271008707617607,0.3232323232323232,0.3346726709083658,unknown,2833.0,7919.0,407.0,473.0,5.25227342804663,7.706530295843195,150_199
93911922,Cirsium laniflorum,2,167.0,2069.318581008084,0.10739898852219185,0.2786486486486487,0.3079812913548942,unknown,2807.0,6925.0,826.0,158.0,5.117993812416755,7.635457778286069,150_199
94095680,Cirsium sieboldii,1,201.0,2861.084968598269,0.0566195875868376,0.1478260869565217,0.1764382176280494,high_le_1km,2863.0,7787.0,2400.0,451.0,5.303304908059076,7.9593056482145785,200_299
94417064,Cirsium erisithales,1,280.0,947.6684211915284,0.1965981053100038,0.3854166666666667,0.5599333416714638,moderate_1_to_10km,2828.0,7088.0,1745.0,185.0,5.634789603169249,6.855059339443992,200_299
94537059,Cirsium verutum,1,208.0,2497.133875763522,0.0641038520427689,0.1666666666666666,0.191439526204303,high_le_1km,2795.0,5231.0,2191.0,804.0,5.337538079701318,7.823299282429413,200_299
94582195,Cirsium velatum,2,154.5,2263.1434741707008,0.17127541185236364,0.2903034868704262,0.6567360053441094,moderate_1_to_10km,2904.0,1918.0,836.0,1059.0,5.0401940963378005,7.7249518092986795,150_199
94711445,Cirsium flodmanii,1,323.0,5452.018957393247,0.0777073224961835,0.2018348623853211,0.2881873897590823,moderate_1_to_10km,2780.0,11458.0,477.0,641.0,5.777652323222656,8.603924671427125,300_plus
94737705,Cirsium sieboldii,1,166.0,1312.811991072144,0.1043697901271045,0.2524271844660194,0.3690308650790065,high_le_1km,2836.0,8422.0,2250.0,432.0,5.111987788356544,7.180688107431598,150_199
95165909,Cirsium sieboldii,1,173.0,2240.007686381375,0.0779220981261517,0.2666666666666666,0.1850426971301808,high_le_1km,2859.0,7816.0,2331.0,449.0,5.153291594497779,7.714680903684101,150_199
95246107,Cirsium glabrum,2,280.5,4016.8950954925813,0.10353301396293654,0.26339285714285715,0.3740452711756401,moderate_1_to_10km,2785.0,6077.0,1655.0,220.0,5.636573724962751,8.29851343639606,200_299
96114586,Cirsium ciliatum,1,286.0,6781.662011053075,0.0815704155182959,0.205607476635514,0.1978504749417732,high_le_1km,2859.0,8359.0,393.0,261.0,5.655991810819852,8.822124930875608,200_299
96126308,Cirsium virginianum,1,221.0,2982.82967774854,0.1102049071127904,0.3809523809523809,0.201989169800288,high_le_1km,2928.0,5686.0,1334.0,415.0,5.3981627015177525,8.000962881192113,200_299
96843657,Cirsium wheeleri,1,365.0,848.2041419881994,0.0688272118204749,0.2115384615384615,0.1566406824395538,high_le_1km,2825.0,8534.0,447.0,371.0,5.8998973535824915,6.744299607335105,300_plus
97282328,Cirsium pitcheri,1,186.0,9109.045280887529,0.1246145252129451,0.2916666666666667,0.3326662016046648,high_le_1km,2759.0,10549.0,842.0,285.0,5.225746673713202,9.117132960701314,150_199
97418784,Cirsium coahuilense,1,151.0,3017.658965781118,0.1541816689008172,0.4509803921568627,0.466527990470154,unknown,2962.0,5327.0,258.0,597.0,5.017279836814924,8.01256796068319,150_199
98271275,Cirsium discolor,1,212.0,4982.5632358634,0.124844116896678,0.2718446601941747,0.2799430763218915,high_le_1km,2863.0,7599.0,1136.0,95.0,5.356586274672012,8.513900423373538,200_299
98509319,Cirsium novoleonense,1,267.0,3380.656135285229,0.1510281628089708,0.3526069518716578,0.4294682083308003,high_le_1km,2905.0,3582.0,856.0,684.0,5.58724865840025,8.126120849329261,200_299
98510824,Cirsium novoleonense,1,167.0,2846.480851733193,0.1042828122476043,0.2621359223300971,0.2638520043192239,high_le_1km,2899.0,3541.0,872.0,682.0,5.117993812416755,7.954189970709857,150_199
98851642,Cirsium edule,1,209.0,1921.3336647173971,0.0716844754158844,0.3297872340425531,0.1591756034996865,unknown,2743.0,8016.0,912.0,288.0,5.342334251964811,7.561295177333657,200_299
99157987,Cirsium ehrenbergii,1,215.0,2450.6451408453554,0.105751481147308,0.2527472527472527,0.2845117407750103,moderate_1_to_10km,2857.0,2475.0,1145.0,1155.0,5.3706380281276624,7.80451456425221,200_299
99422713,Cirsium conspicuum,1,246.0,1457.284084419848,0.1591154663367416,0.4683544303797468,0.3349653367389958,high_le_1km,2900.0,2408.0,1115.0,1158.0,5.5053315359323625,7.28501573886983,200_299
100655520,Cirsium semenowii,1,280.0,5983.634794283062,0.1133675840290918,0.3833333333333333,0.2576927351597617,high_le_1km,2679.0,9073.0,852.0,574.0,5.634789603169249,8.696950595960352,200_299
100706088,Cirsium nivale,1,215.0,6250.365845092345,0.0689279088533689,0.2758620689655172,0.1630573425482214,moderate_1_to_10km,2795.0,1760.0,1189.0,1018.0,5.3706380281276624,8.74055525406988,200_299
100706473,Cirsium ehrenbergii,1,273.0,2295.071177500736,0.0600487105870507,0.2337662337662337,0.1094385704538723,high_le_1km,2874.0,1833.0,1157.0,984.0,5.60947179518496,7.738954757612578,200_299
101597721,Cirsium hupehense,1,341.0,1128.922398744044,0.0810826409433052,0.3372093023255814,0.1743166187543287,high_le_1km,2951.0,4459.0,2652.0,819.0,5.831882477283517,7.029904235670404,300_plus
101659249,Cirsium drummondii,1,286.0,1397.640650762332,0.1679776956277433,0.2842105263157894,0.4879166439835477,unknown,2765.0,11432.0,700.0,315.0,5.655991810819852,7.243256080171511,200_299
101745181,Cirsium novoleonense,1,182.0,7019.199681157415,0.0865730184683973,0.2941176470588235,0.1530386151647783,unknown,2811.0,2993.0,815.0,648.0,5.204006687076795,8.856546941224636,150_199
101901412,Cirsium hupehense,1,248.0,823.522486154112,0.0891814632926382,0.3950617283950617,0.1853578114166664,unknown,2951.0,4459.0,2652.0,819.0,5.5134287461649825,6.714804414100916,200_299
101982768,Cirsium coloradense,1,281.0,2744.7104335072413,0.1143023598130918,0.2738095238095238,0.2889698618251887,unknown,2851.0,9647.0,306.0,245.0,5.638354669333745,7.917795130478948,200_299
102093221,Cirsium eatonii,1,367.0,6063.171875128458,0.0980204798865631,0.3271028037383177,0.2637099580510379,unknown,2751.0,9622.0,870.0,246.0,5.905361848054571,8.71015327044436,300_plus
102109861,Cirsium obvallatum,1,224.0,665.0831941099457,0.1604449020770399,0.4264705882352941,0.3290111161209654,high_le_1km,2735.0,8144.0,1909.0,435.0,5.4116460518550396,6.501414578820024,200_299
102261324,Cirsium nivale,2,166.0,6737.6185953104905,0.10141309029828316,0.22128060263653482,0.2723547297195589,high_le_1km,2803.0,2279.0,1070.0,826.0,5.111987788356544,8.815610226714576,150_199
102383518,Cirsium radians,1,152.0,6360.216094625768,0.1560037240715927,0.39,0.5232235384770525,moderate_1_to_10km,2797.0,894.0,3355.0,732.0,5.0238805208462765,8.757974847902714,150_199
102735186,Cirsium glabrum,1,222.0,2137.696627143216,0.1612959112366854,0.2828282828282828,0.3783208496728295,high_le_1km,2739.0,6238.0,1471.0,214.0,5.402677381872279,7.667951869731121,200_299
102743785,Cirsium clavatum,1,288.0,772.8664762188195,0.1061094958985833,0.3692404796970334,0.3011387431073208,unknown,2769.0,9490.0,366.0,309.0,5.662960480135946,6.651399347362739,200_299
103426913,Cirsium foliosum,1,175.0,7427.991558023766,0.1278784890149072,0.2688172043010752,0.3126775537300262,high_le_1km,2746.0,8830.0,590.0,328.0,5.1647859739235145,8.913145402796841,150_199
103543140,Cirsium arizonicum,2,254.0,7261.860296886287,0.07224428286230156,0.24484744392806623,0.23092047581067945,high_le_1km,2874.0,6958.0,537.0,732.0,5.537334267018537,8.890529010516355,200_299
103692734,Cirsium novoleonense,3,174.0,1693.0366161627878,0.1591183675234065,0.3529411764705882,0.2304558374461209,high_le_1km,2800.0,3610.0,767.0,665.0,5.159055299214529,7.434869490186652,150_199
104185406,Cirsium ehrenbergii,1,215.0,3365.64749042994,0.0908841613234957,0.2967032967032967,0.2271308032392532,high_le_1km,2834.0,2115.0,1402.0,922.0,5.3706380281276624,8.12167271823312,200_299
104449610,Cirsium andersonii,2,198.5,923.7502365887979,0.1476387580067884,0.31562625050020005,0.4895076643045505,high_le_1km,2798.0,7320.0,606.0,721.0,5.290789100127245,6.82952368655335,150_199
104809934,Cirsium discolor,1,338.0,959.6274979693624,0.0859492563121101,0.2655132788559755,0.2403240631220859,high_le_1km,2852.0,8712.0,1173.0,140.0,5.823045895483019,6.867586714647957,300_plus
105142549,Cirsium brevicaule,1,189.0,2323.324191426892,0.1050950270942901,0.3666666666666666,0.3431866829007406,high_le_1km,2956.0,2510.0,2764.0,930.0,5.241747015059643,7.7511846054146165,150_199
105245492,Cirsium oaxacanum,1,317.0,1807.7908646589929,0.0826320827827845,0.3608333333333333,0.156040309071068,unknown,2926.0,1251.0,662.0,890.0,5.75890177387728,7.500413870452882,300_plus
105358800,Cirsium arizonicum,1,174.0,2791.938470738772,0.1002264250868445,0.3125,0.2531925038129656,low_gt_10km,2891.0,7124.0,394.0,704.0,5.159055299214529,7.934849535891837,150_199
105514465,Cirsium japonicum,1,337.0,8784.572783744778,0.1159549103029743,0.3733333333333333,0.2808527108840269,high_le_1km,2963.0,3670.0,1240.0,709.0,5.820082930352362,9.080866198694366,300_plus
105680792,Cirsium macrocephalum,2,409.0,5374.467436403818,0.13446327829576193,0.40211365211365213,0.3043113019249775,high_le_1km,2725.0,8163.0,1951.0,534.0,6.013715156042802,8.589600814126973,300_plus
105681108,Cirsium macrocephalum,1,401.0,6442.971155679635,0.0474114580038795,0.2043010752688172,0.1053824053595009,high_le_1km,2732.0,7938.0,1098.0,654.0,5.993961427306569,8.770900268135332,300_plus
105797988,Cirsium filipendulum,1,173.0,614.250004633871,0.0937848159877299,0.2612612612612612,0.3028285235601238,unknown,2859.0,3407.0,767.0,298.0,5.153291594497779,6.422028696802853,150_199
107118029,Cirsium inamoenum,1,213.0,2778.0596623532697,0.1252172234443366,0.3478260869565217,0.3575027643957924,moderate_1_to_10km,2778.0,9384.0,277.0,297.0,5.3612921657094255,7.929867898512865,200_299
107206593,Cirsium schantarense,1,216.0,710.9999996978997,0.1022106984290188,0.2857142857142857,0.2491466370395512,moderate_1_to_10km,2775.0,12113.0,768.0,689.0,5.375278407684165,6.568077910987678,200_299
107397533,Cirsium coahuilense,1,180.0,284.52779290149687,0.0771242232773465,0.3052631578947368,0.2335649931267189,moderate_1_to_10km,2961.0,5354.0,261.0,613.0,5.19295685089021,5.6543393725244036,150_199
108530724,Cirsium argillosum,1,224.0,11288.577143631755,0.0689842566539212,0.2142857142857142,0.244838339113589,unknown,2835.0,8398.0,511.0,528.0,5.4116460518550396,9.331635202379555,200_299
108658879,Cirsium roseolum,1,375.0,2232.5671876208744,0.0699833997956128,0.2842105263157894,0.2014924020384555,high_le_1km,2816.0,9473.0,576.0,217.0,5.926926025970411,7.7113552221041655,300_plus
109322432,Cirsium ehrenbergii,1,265.0,1574.6987138233728,0.0871165077048941,0.2747252747252747,0.2549032635878948,high_le_1km,2877.0,1875.0,985.0,994.0,5.579729825986222,7.362454080710367,200_299
110323632,Cirsium tweedyi,1,181.0,2064.123580534782,0.1060308264387471,0.2142857142857142,0.4025679296017252,unknown,2740.0,8458.0,813.0,441.0,5.198497031265826,7.632945348899769,150_199
111247040,Cirsium horridulum,1,343.0,4293.135170216961,0.0837564716497904,0.3,0.2207130911390724,high_le_1km,2945.0,5203.0,1606.0,229.0,5.8377304471659395,8.365005456801443,300_plus
111252932,Cirsium mexicanum,1,154.0,2375.773566761626,0.0797938898820194,0.2823529411764706,0.1948983456322569,unknown,2942.0,4563.0,699.0,796.0,5.0369526024136295,7.773499202730794,150_199
111323346,Cirsium ukranicum,1,367.0,1372.7348006817806,0.0913044894835328,0.1810344827586207,0.328796372218246,high_le_1km,2829.0,8891.0,547.0,415.0,5.905361848054571,7.225288441548729,300_plus
111422573,Cirsium occidentale,1,169.0,5893.001979875737,0.0539216146074041,0.2441860465116279,0.0892918469468572,high_le_1km,2897.0,2824.0,294.0,902.0,5.1298987149230735,8.68169049921135,150_199
112554151,Cirsium horridulum,1,315.0,272.124876418772,0.1769868872746057,0.4020618556701031,0.5143483070481609,high_le_1km,2935.0,5598.0,1873.0,254.0,5.752572638825633,5.609929113378437,300_plus
112610468,Cirsium undulatum,1,357.0,5364.38713505955,0.0754983146682768,0.3069306930693069,0.1530999694070896,high_le_1km,2879.0,9252.0,696.0,472.0,5.877735781779639,8.5877238118388,300_plus
112683766,Cirsium filipendulum,1,165.0,736.7861201576322,0.1062389036788934,0.3414634146341463,0.2230102875524465,high_le_1km,2882.0,3876.0,978.0,544.0,5.10594547390058,6.603653972512905,150_199
114205063,Cirsium neomexicanum,1,341.0,3239.672737482233,0.0739223078420175,0.2111111111111111,0.208250351563084,high_le_1km,2880.0,8068.0,272.0,468.0,5.831882477283517,8.083536222258587,300_plus
114559950,Cirsium ehrenbergii,1,253.0,4824.538428235919,0.1563629587819996,0.4367816091954023,0.2540471173158987,high_le_1km,2881.0,1165.0,1510.0,833.0,5.53338948872752,8.481677598891467,200_299
115541879,Cirsium glabrum,1,267.0,4101.176815923329,0.0669494512107774,0.2159090909090909,0.1884982749605478,high_le_1km,2748.0,5947.0,2113.0,232.0,5.58724865840025,8.319273042511563,200_299
115569722,Cirsium tatakaense,1,288.0,6932.776588821327,0.1664147547058899,0.3711340206185567,0.5457134238181557,moderate_1_to_10km,2834.0,3438.0,4867.0,718.0,5.662960480135946,8.844159906057794,200_299
116035387,Cirsium japonicum,1,163.0,6379.537127787699,0.07429017495185,0.1935483870967742,0.230727597222796,high_le_1km,2881.0,3583.0,3157.0,576.0,5.093750200806762,8.761007562103531,150_199
117675848,Cirsium occidentale,1,222.0,4045.7962939353342,0.0507351227966725,0.1951219512195122,0.0868975229866645,high_le_1km,2867.0,2782.0,801.0,946.0,5.402677381872279,8.305680808530024,200_299
117836843,Cirsium serratuloides,1,259.0,2461.3632394276515,0.1659724573516168,0.3333333333333333,0.4830813167528998,unknown,2711.0,15347.0,596.0,475.0,5.556828061699537,7.808876834215728,200_299
118395160,Cirsium arvense,1,375.0,2021.421989430754,0.1181251803877807,0.3193277310924369,0.2205122759892404,high_le_1km,2809.0,7185.0,824.0,341.0,5.926926025970411,7.612051076831895,300_plus
118450079,Cirsium nuttallii,1,157.0,456.9666476086036,0.073803635340108,0.2110091743119266,0.1747662654858519,high_le_1km,2924.0,5983.0,1860.0,205.0,5.056245805348308,6.126796359647272,150_199
119032138,Cirsium serratuloides,1,193.0,2324.120637676635,0.1628440209999881,0.4301075268817204,0.4432895474947357,unknown,2736.0,13202.0,494.0,841.0,5.262690188904886,7.75152720384811,150_199
119182542,Cirsium occidentale,1,329.0,718.5172339448712,0.1256225954587781,0.3370786516853932,0.2709296926258632,high_le_1km,2877.0,4870.0,1162.0,915.0,5.796057750765372,6.578580478708902,300_plus
119450215,Cirsium nuttallii,2,182.5,6111.396010999395,0.077908478110591,0.24479166666666663,0.18495352653310282,high_le_1km,2920.0,6305.0,1630.0,145.0,5.206750173022546,8.718074121122976,150_199
119784462,Cirsium dissectum,1,392.0,1044.6840315635252,0.1104141992333743,0.4,0.3040975954165751,unknown,2832.0,3949.0,1416.0,294.0,5.971261839790462,6.952426525916583,300_plus
119965218,Cirsium drummondii,1,219.0,3793.128443347824,0.082756265957287,0.25,0.192079222151829,moderate_1_to_10km,2743.0,11724.0,471.0,535.0,5.389071729816501,8.241210004257134,200_299
120448484,Cirsium pumilum,1,365.0,4757.261219410239,0.0483694080143804,0.1358024691358024,0.0942599359489956,high_le_1km,2829.0,10040.0,931.0,338.0,5.8998973535824915,8.467637590450941,300_plus
120589059,Cirsium hosokawae,1,260.0,2630.0622914059613,0.0682678034202418,0.1504424778761062,0.250673040843339,high_le_1km,2825.0,4125.0,3917.0,518.0,5.560681631015528,7.8751429567029945,200_299
120983177,Cirsium undulatum,1,375.0,204.37905485712076,0.1023058787307208,0.3269230769230769,0.2476589081582319,unknown,2805.0,8624.0,317.0,269.0,5.926926025970411,5.324857319836884,300_plus
120997481,Cirsium edule,1,268.0,6641.47796061866,0.089973965815897,0.252803738317757,0.2010707189799372,high_le_1km,2847.0,2090.0,1876.0,691.0,5.5909869805108565,8.80124035969375,200_299
121195337,Cirsium brevistylum,1,306.0,5217.389787520469,0.0642764928506648,0.0963855421686747,0.1748764842881306,high_le_1km,2823.0,2800.0,2218.0,405.0,5.723585101952381,8.559944163466417,300_plus
121429765,Cirsium serrulatum,2,369.0,2991.629285571743,0.121678371321149,0.4051700898587933,0.3077565822151981,unknown,2786.0,12702.0,377.0,136.0,5.910796644040527,8.003907639697474,300_plus
121473949,Cirsium townsendii,1,182.0,5826.85020496116,0.077033738909508,0.2941176470588235,0.1877567073991034,high_le_1km,2941.0,6090.0,309.0,847.0,5.204006687076795,8.670403464335696,150_199
121513128,Cirsium dissectum,1,170.0,1785.7167453526674,0.0666348140049445,0.1711711711711711,0.2136991011719316,high_le_1km,2834.0,4651.0,629.0,133.0,5.135798437050262,7.488134994119228,150_199
121835201,Cirsium occidentale,2,181.0,3959.14272272938,0.09297287115188141,0.33016983016983015,0.2363487691261054,high_le_1km,2883.0,3279.0,408.0,938.0,5.198497031265826,8.28403534469234,150_199
122191758,Cirsium pumilum,1,236.0,7368.931937983643,0.0515705940855898,0.1785714285714285,0.1201684666177296,high_le_1km,2834.0,6453.0,1075.0,126.0,5.4638318050256105,8.905163750131736,200_299
122246039,Cirsium consociatum,1,151.0,4962.462928085133,0.0701414432128986,0.2098765432098765,0.1541939182508092,moderate_1_to_10km,2809.0,1139.0,2483.0,715.0,5.017279836814924,8.509858947095896,150_199
122526794,Cirsium heterophyllum,1,375.0,6743.796528105396,0.0720931302833811,0.231578947368421,0.1784680259924951,unknown,2784.0,9646.0,643.0,297.0,5.926926025970411,8.816526601857028,300_plus
