,presentation_angle,floral_lightness,floral_chroma,floral_hue,head_elongation,head_compactness,involucre_form,projection_prominence,projection_pattern
presentation_angle,1.0,0.9927186060290174,0.9029394721755816,0.9377925038093023,0.9460575861359766,0.8070136573615226,0.8695857418273035,0.9738000002634818,0.7614176174543456
floral_lightness,0.9927186060290174,0.9999999999999999,0.9267690978379202,0.9578352271687307,0.9653419788066067,0.8119505069305364,0.8855966866405325,0.9675917256562493,0.7909203602484118
floral_chroma,0.9029394721755816,0.9267690978379202,0.9999999999999999,0.9432288601676685,0.8520403153809288,0.6854593561092434,0.9647556251078869,0.8727490273583614,0.7289040306230953
floral_hue,0.9377925038093023,0.9578352271687307,0.9432288601676685,1.0,0.8813079277864323,0.7664905939464552,0.947267297605699,0.9073733122603822,0.7834893959300092
head_elongation,0.9460575861359766,0.9653419788066067,0.8520403153809288,0.8813079277864323,0.9999999999999999,0.8584511674790632,0.7782168828232529,0.9382712994870075,0.8372613764749303
head_compactness,0.8070136573615226,0.8119505069305364,0.6854593561092434,0.7664905939464552,0.8584511674790632,0.9999999999999998,0.7053639635243498,0.8576981184232974,0.9586237304384181
involucre_form,0.8695857418273035,0.8855966866405325,0.9647556251078869,0.947267297605699,0.7782168828232529,0.7053639635243498,0.9999999999999999,0.8717329616153987,0.7657673851475261
projection_prominence,0.9738000002634818,0.9675917256562493,0.8727490273583614,0.9073733122603822,0.9382712994870075,0.8576981184232974,0.8717329616153987,1.0,0.8439379407124942
projection_pattern,0.7614176174543456,0.7909203602484118,0.7289040306230953,0.7834893959300092,0.8372613764749303,0.9586237304384181,0.7657673851475261,0.8439379407124942,0.9999999999999998
