obs_id,taxon_name,latitude,longitude,tdwg_level3_code,resolution_status,accepted_key,accepted_name,native_range_status
129744148,Cirsium acaulon,45.9011583333,5.7611283333,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
55585444,Cirsium acaulon,45.7931601,6.102097,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
125902028,Cirsium acaulon,45.9150820258,6.4818738033,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
15749444,Cirsium acaulon,45.8256704755,6.6084256758,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
316757620,Cirsium acaulon,45.7771513982,6.92242641,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
319642672,Cirsium acaulon,45.7710146667,7.2997867316,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
139646552,Cirsium acaulon,45.825905,7.7132216667,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
126460252,Cirsium acaulon,45.9791706549,7.7911215239,SWI,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
125852280,Cirsium acaulon,45.9198644494,8.651316887,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
95137621,Cirsium acaulon,45.8072560734,9.4918347895,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
142359921,Cirsium acaulon,45.7712040965,9.7066301107,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
51993723,Cirsium acaulon,45.7963376089,9.7868697792,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
177480689,Cirsium acaulon,45.9643070662,11.4166318998,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
228408273,Cirsium acaulon,45.84035796,11.62023951,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
31335614,Cirsium acaulon,45.77133515,14.54109278,YUG,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
320233407,Cirsium acaulon,46.1669383333,6.56627,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
310358705,Cirsium acaulon,46.0051011932,6.7962572122,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
57140013,Cirsium acaulon,46.1858419978,7.1471782916,SWI,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
248646241,Cirsium acaulon,46.1545625,7.2798906,SWI,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
181597022,Cirsium acaulon,46.0317728752,7.7446951345,SWI,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
240317587,Cirsium acaulon,46.0123861167,7.7980633333,SWI,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
109571193,Cirsium acaulon,46.0044594243,9.1730286667,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
91436100,Cirsium acaulon,46.1906461052,10.2010728791,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
298925574,Cirsium acaulon,46.2342083333,10.8382233333,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
238605575,Cirsium acaulon,46.093626,12.500639,ITA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
30567999,Cirsium acaulon,46.4209652644,-1.6498770565,,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,unmapped_tdwg
338089151,Cirsium acaulon,46.3046759089,-1.2460817269,,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,unmapped_tdwg
310534256,Cirsium acaulon,46.3302279478,5.7784501462,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
140667395,Cirsium acaulon,46.4250914247,6.1053294144,,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,unmapped_tdwg
132598890,Cirsium acaulon,46.3413755656,6.7219611229,FRA,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
4345582,Cirsium acaulon,46.3496258,6.9984348,SWI,resolved_unique_accepted_key,206745508,Cirsium acaulon (L.) Scop.,native
