accepted_key,tdwg_level3_code,locality,establishment_means,occurrence_status,classified_status
206743043,ORE,Oregon,,,native
206743043,UTA,Utah,,,native
206743043,WAS,Washington,,,native
206743043,WYO,Wyoming,,,native
206743080,TCS,Transcaucasus,,,native
206743080,TUE,Türkiye-in-Europe,,,native
206743080,TUR,Türkiye,,,native
206743088,CAL,California,,,native
206743117,ALA,Alabama,,,native
206743117,ARK,Arkansas,,,native
206743117,BAH,Bahamas,,,native
206743117,BLZ,Belize,,,native
206743117,CNT,Connecticut,,,native
206743117,DEL,Delaware,,,native
206743117,FLA,Florida,,,native
206743117,GEO,Georgia,,,native
206743117,GUA,Guatemala,,,native
206743117,HON,Honduras,,,native
206743117,LOU,Louisiana,,,native
206743117,MAI,Maine,,,native
206743117,MRY,Maryland,,,native
206743117,MAS,Massachusetts,,,native
206743117,MXC,Mexico Central,,,native
206743117,MXE,Mexico Northeast,,,native
206743117,MXT,Mexico Southeast,,,native
206743117,MXS,Mexico Southwest,,,native
206743117,MSI,Mississippi,,,native
206743117,NWH,New Hampshire,,,native
206743117,NWJ,New Jersey,,,native
206743117,NWY,New York,,,native
206743117,NCA,North Carolina,,,native
206743117,OKL,Oklahoma,,,native
206743117,PEN,Pennsylvania,,,native
206743117,RHO,Rhode I.,,,native
206743117,SCA,South Carolina,,,native
206743117,TEN,Tennessee,,,native
206743117,TEX,Texas,,,native
206743117,VRG,Virginia,,,native
206743186,ABT,Alberta,,,native
206743186,BRC,British Columbia,,,native
206743186,IDA,Idaho,,,native
206743186,MNT,Montana,,,native
206743186,WAS,Washington,,,native
206743186,WYO,Wyoming,,,native
206743207,JAP,Japan,,,native
206743210,ALB,Albania,,,native
206743210,BUL,Bulgaria,,,native
206743210,YUG,NW. Balkan Pen.,,,native
206743213,ALT,Altay,,,native
206743213,AUT,Austria,,,native
206743213,BLT,Baltic States,,,native
206743213,BLR,Belarus,,,native
206743213,BGM,Belgium,,,native
206743213,BRY,Buryatiya,,,native
206743213,RUC,Central European Russia,,,native
206743213,CTA,Chita,,,native
206743213,CZE,Czechia-Slovakia,,,native
206743213,DEN,Denmark,,,native
206743213,RUE,East European Russia,,,native
206743213,FIN,Finland,,,native
206743213,FRA,France,,,native
206743213,FOR,Føroyar,INTRODUCED,,introduced
206743213,GER,Germany,,,native
206743213,GRB,Great Britain,,,native
206743213,GNL,Greenland,,,native
206743213,ICE,Iceland,INTRODUCED,,introduced
206743213,IRE,Ireland,,,native
206743213,IRK,Irkutsk,,,native
206743213,ITA,Italy,,,native
206743213,KRA,Krasnoyarsk,,,native
206743213,MON,Mongolia,,,native
206743213,YUG,NW. Balkan Pen.,,,native
206743213,NCS,North Caucasus,,,native
206743213,RUN,North European Russia,,,native
206743213,RUW,Northwest European Russia,,,native
206743213,NOR,Norway,,,native
206743213,POL,Poland,,,native
206743213,ROM,Romania,,,native
206743213,SPA,Spain,,,native
206743213,SWE,Sweden,,,native
206743213,SWI,Switzerland,,,native
206743213,TVA,Tuva,,,native
206743213,UKR,Ukraine,,,native
206743213,WSB,West Siberia,,,native
206743213,YAK,Yakutiya,,,native
206743351,JAP,Japan,,,native
206743354,JAP,Japan,,,native
206743372,JAP,Japan,,,native
206743377,ARI,Arizona,,,native
206743377,MXE,Mexico Northeast,,,native
206743377,MXN,Mexico Northwest,,,native
206743377,MXS,Mexico Southwest,,,native
206743377,NWM,New Mexico,,,native
206743392,FRA,France,,,native
206743392,SPA,Spain,,,native
206743411,NCS,North Caucasus,,,native
206743411,TCS,Transcaucasus,,,native
206743465,ABT,Alberta,,,native
206743465,BRC,British Columbia,,,native
206743465,NWT,Northwest Territories,,,native
206743465,WYO,Wyoming,,,native
206743465,YUK,Yukon,,,native
206743475,ABT,Alberta,,,native
206743475,COL,Colorado,,,native
206743475,ILL,Illinois,,,native
206743475,IOW,Iowa,,,native
206743475,KAN,Kansas,,,native
206743475,MAN,Manitoba,,,native
206743475,MIC,Michigan,,,native
206743475,MIN,Minnesota,,,native
206743475,MNT,Montana,,,native
206743475,NEB,Nebraska,,,native
206743475,NWY,New York,INTRODUCED,,introduced
206743475,NDA,North Dakota,,,native
206743475,ONT,Ontario,,,native
206743475,QUE,Québec,,,native
206743475,SAS,Saskatchewan,,,native
206743475,SDA,South Dakota,,,native
206743475,WIS,Wisconsin,,,native
206743475,WYO,Wyoming,,,native
206743559,MXC,Mexico Central,,,native
206743559,MXS,Mexico Southwest,,,native
206743569,IRN,Iran,,,native
206743569,IRQ,Iraq,,,native
206743569,LBS,Lebanon-Syria,,,native
206743569,NCS,North Caucasus,,,native
206743569,TCS,Transcaucasus,,,native
206743569,TUR,Türkiye,,,native
206743672,CHN,China North-Central,,,native
206743672,CHC,China South-Central,,,native
206743672,CHS,China Southeast,,,native
206743672,CHI,Inner Mongolia,,,native
206743688,ALA,Alabama,,,native
206743688,FLA,Florida,,,native
206743688,LOU,Louisiana,,,native
206743688,MSI,Mississippi,,,native
206743688,NCA,North Carolina,,,native
206743688,SCA,South Carolina,,,native
206743703,MDR,Madeira,,,native
206743717,KRY,Krym,,,native
206743717,TUE,Türkiye-in-Europe,,,native
206743717,TUR,Türkiye,,,native
206743717,UKR,Ukraine,,,native
206743772,ALB,Albania,,,native
206743772,AUT,Austria,,,native
206743772,BLR,Belarus,,,native
206743772,CZE,Czechia-Slovakia,,,native
206743772,FRA,France,,,native
206743772,GRB,Great Britain,INTRODUCED,,introduced
206743772,HUN,Hungary,,,native
206743772,ITA,Italy,,,native
206743772,YUG,NW. Balkan Pen.,,,native
206743772,POL,Poland,,,native
206743772,ROM,Romania,,,native
206743772,SPA,Spain,,,native
206743772,SWI,Switzerland,,,native
206743772,UKR,Ukraine,,,native
206743958,CHC,China South-Central,,,native
206743958,EHM,East Himalaya,,,native
206743958,MYA,Myanmar,,,native
206743958,CHT,Tibet,,,native
206743972,LOU,Louisiana,,,native
206743972,OKL,Oklahoma,,,native
206743972,TEX,Texas,,,native
206743994,NCS,North Caucasus,,,native
206744000,MXC,Mexico Central,,,native
206744000,MXG,Mexico Gulf,,,native
206744000,MXE,Mexico Northeast,,,native
206744000,MXN,Mexico Northwest,,,native
206744000,MXS,Mexico Southwest,,,native
206744003,ASK,Alaska,,,native
206744003,BRC,British Columbia,,,native
206744003,ORE,Oregon,,,native
206744003,WAS,Washington,,,native
206744038,IRN,Iran,,,native
206744038,NCS,North Caucasus,,,native
206744038,TCS,Transcaucasus,,,native
206744038,TUE,Türkiye-in-Europe,,,native
206744038,TUR,Türkiye,,,native
206744085,NEV,Nevada,,,native
206744085,ORE,Oregon,,,native
206744091,COL,Colorado,,,native
206744108,COL,Colorado,,,native
206744108,NWM,New Mexico,,,native
206744108,UTA,Utah,,,native
206744126,NEV,Nevada,,,native
206744126,UTA,Utah,,,native
206744146,COL,Colorado,,,native
206744146,IDA,Idaho,,,native
206744146,MNT,Montana,,,native
206744146,NEV,Nevada,,,native
206744146,UTA,Utah,,,native
206744146,WYO,Wyoming,,,native
206744165,NEV,Nevada,,,native
206744167,MOR,Morocco,,,native
206744180,ABT,Alberta,,,native
206744180,BRC,British Columbia,,,native
206744180,COL,Colorado,,,native
206744180,MAN,Manitoba,,,native
206744180,NWT,Northwest Territories,,,native
206744180,ONT,Ontario,,,native
206744180,SAS,Saskatchewan,,,native
206744180,SDA,South Dakota,,,native
206744180,WYO,Wyoming,,,native
206744192,CAL,California,,,native
206744192,NEV,Nevada,,,native
206744192,ORE,Oregon,,,native
206744236,BGM,Belgium,,,native
206744236,FRA,France,,,native
206744236,GER,Germany,,,native
206744236,GRB,Great Britain,,,native
206744236,IRE,Ireland,,,native
206744236,NET,Netherlands,,,native
206744236,NOR,Norway,,,native
206744373,NCS,North Caucasus,,,native
206744388,NCS,North Caucasus,,,native
206744388,TCS,Transcaucasus,,,native
206744391,CAL,California,,,native
206744391,IDA,Idaho,,,native
206744391,MNT,Montana,,,native
206744391,NEV,Nevada,,,native
206744391,ORE,Oregon,,,native
206744391,WYO,Wyoming,,,native
206744419,GUA,Guatemala,,,native
206744424,JAP,Japan,,,native
206744427,MXE,Mexico Northeast,,,native
206744481,COL,Colorado,,,native
206744481,UTA,Utah,,,native
206744481,WYO,Wyoming,,,native
206744505,COL,Colorado,,,native
206744505,UTA,Utah,,,native
206744512,CAL,California,,,native
206744512,ORE,Oregon,,,native
206744527,RUC,Central European Russia,,,native
206744527,RUE,East European Russia,,,native
206744527,IRN,Iran,,,native
206744527,IRQ,Iraq,,,native
206744527,NCS,North Caucasus,,,native
206744527,ROM,Romania,,,native
206744527,RUS,South European Russia,,,native
206744527,TCS,Transcaucasus,,,native
206744527,TUR,Türkiye,,,native
206744527,UKR,Ukraine,,,native
206744570,JAP,Japan,,,native
206744573,NCS,North Caucasus,,,native
206744573,TCS,Transcaucasus,,,native
206744578,ASS,Assam,,,native
206744578,CHN,China North-Central,,,native
206744578,CHC,China South-Central,,,native
206744578,CHS,China Southeast,,,native
206744578,CHI,Inner Mongolia,,,native
206744578,CHM,Manchuria,,,native
206744578,MYA,Myanmar,,,native
206744600,KUR,Kuril Is.,,,native
206744605,NCS,North Caucasus,,,native
206744605,TCS,Transcaucasus,,,native
206744605,TUR,Türkiye,,,native
206744610,ALA,Alabama,,,native
206744610,ARK,Arkansas,,,native
206744610,GEO,Georgia,,,native
206744610,ILL,Illinois,,,native
206744610,INI,Indiana,,,native
206744610,KTY,Kentucky,,,native
206744610,LOU,Louisiana,,,native
206744610,MSI,Mississippi,,,native
206744610,MSO,Missouri,,,native
206744610,NCA,North Carolina,,,native
206744610,OHI,Ohio,,,native
206744610,OKL,Oklahoma,,,native
206744610,SCA,South Carolina,,,native
206744610,TEN,Tennessee,,,native
206744610,TEX,Texas,,,native
206744662,AUT,Austria,,,native
206744662,BLR,Belarus,,,native
206744662,BUL,Bulgaria,,,native
206744662,RUC,Central European Russia,,,native
206744662,CZE,Czechia-Slovakia,,,native
206744662,RUE,East European Russia,,,native
206744662,FRA,France,,,native
206744662,GER,Germany,,,native
206744662,HUN,Hungary,,,native
206744662,IRN,Iran,,,native
206744662,IRQ,Iraq,,,native
206744662,ITA,Italy,,,native
206744662,YUG,NW. Balkan Pen.,,,native
206744662,NCS,North Caucasus,,,native
206744662,POL,Poland,,,native
206744662,ROM,Romania,,,native
206744662,RUS,South European Russia,,,native
206744662,SWE,Sweden,,,native
206744662,SWI,Switzerland,,,native
206744662,TCS,Transcaucasus,,,native
206744662,TUR,Türkiye,,,native
206744662,UKR,Ukraine,,,native
206744662,WSB,West Siberia,,,native
206744679,CAL,California,,,native
206744679,COL,Colorado,,,native
206744679,MSO,Missouri,,,native
206744679,MNT,Montana,,,native
206744679,NEB,Nebraska,,,native
206744679,NEV,Nevada,,,native
206744679,SDA,South Dakota,,,native
206744679,WYO,Wyoming,,,native
206744718,ALB,Albania,,,native
206744718,BUL,Bulgaria,,,native
206744718,GRC,Greece,,,native
206744718,YUG,NW. Balkan Pen.,,,native
206744718,ROM,Romania,,,native
206744718,TUE,Türkiye-in-Europe,,,native
206744738,ASS,Assam,,,native
206744738,EHM,East Himalaya,,,native
206744738,MYA,Myanmar,,,native
206744738,NEP,Nepal,,,native
206744738,PAK,Pakistan,,,native
206744738,CHT,Tibet,,,native
206744738,WHM,West Himalaya,,,native
206744768,NCS,North Caucasus,,,native
206744768,TCS,Transcaucasus,,,native
206744771,ALT,Altay,,,native
206744771,AMU,Amur,INTRODUCED,,introduced
206744771,RUC,Central European Russia,,,native
206744771,CHN,China North-Central,,,native
206744771,RUE,East European Russia,,,native
206744771,CHI,Inner Mongolia,,,native
206744771,KAZ,Kazakhstan,,,native
206744771,KHA,Khabarovsk,INTRODUCED,,introduced
206744771,KGZ,Kirgizstan,,,native
206744771,KRA,Krasnoyarsk,,,native
206744771,CHM,Manchuria,,,native
206744771,MON,Mongolia,,,native
206744771,NCS,North Caucasus,,,native
206744771,RUS,South European Russia,,,native
206744771,TZK,Tadzhikistan,,,native
206744771,TCS,Transcaucasus,,,native
206744771,TVA,Tuva,,,native
206744771,TUR,Türkiye,,,native
206744771,UKR,Ukraine,,,native
206744771,UZB,Uzbekistan,,,native
206744771,WSB,West Siberia,,,native
206744771,CHX,Xinjiang,,,native
206744771,YAK,Yakutiya,INTRODUCED,,introduced
206744799,JAP,Japan,,,native
206744807,IRN,Iran,,,native
206744807,IRQ,Iraq,,,native
206744807,TCS,Transcaucasus,,,native
206744807,TUR,Türkiye,,,native
206744816,AUT,Austria,,,native
206744816,CZE,Czechia-Slovakia,,,native
206744816,HUN,Hungary,,,native
206744816,YUG,NW. Balkan Pen.,,,native
206744816,ROM,Romania,,,native
206744846,CHC,China South-Central,,,native
206744846,CHS,China Southeast,,,native
206744868,JAP,Japan,,,native
206744878,OGA,Ogasawara-shoto,,,native
206744889,MXE,Mexico Northeast,,,native
206744892,ITA,Italy,,,native
206744911,COL,Colorado,,,native
206744911,UTA,Utah,,,native
206744911,WYO,Wyoming,,,native
206744921,JAP,Japan,,,native
206744930,CHN,China North-Central,,,native
206744930,CHC,China South-Central,,,native
206744930,CHS,China Southeast,,,native
206744930,CHI,Inner Mongolia,,,native
206744930,JAP,Japan,,,native
206744930,KOR,Korea,,,native
206744930,POL,Poland,INTRODUCED,,introduced
206744930,CHQ,Qinghai,,,native
206744930,TAI,Taiwan,,,native
206744930,VIE,Vietnam,,,native
206744933,CHN,China North-Central,,,native
206744933,CHC,China South-Central,,,native
206744933,CHS,China Southeast,,,native
206744933,CHI,Inner Mongolia,,,native
206744933,JAP,Japan,,,native
206744933,KOR,Korea,,,native
206744933,POL,Poland,INTRODUCED,,introduced
206744933,CHQ,Qinghai,,,native
206744933,TAI,Taiwan,,,native
206744933,VIE,Vietnam,,,native
206745077,AFG,Afghanistan,,,native
206745077,ALA,Alabama,INTRODUCED,,introduced
206745077,ASK,Alaska,INTRODUCED,,introduced
206745077,ALB,Albania,,,native
206745077,ABT,Alberta,INTRODUCED,,introduced
206745077,ALG,Algeria,,,native
206745077,ALT,Altay,,,native
206745077,AMU,Amur,,,native
206745077,AGE,Argentina Northeast,INTRODUCED,,introduced
206745077,AGW,Argentina Northwest,INTRODUCED,,introduced
206745077,AGS,Argentina South,INTRODUCED,,introduced
206745077,ARI,Arizona,INTRODUCED,,introduced
206745077,ARK,Arkansas,INTRODUCED,,introduced
206745077,ASS,Assam,,,native
206745077,AUT,Austria,,,native
206745077,AZO,Azores,,,native
206745077,BAL,Baleares,,,native
206745077,BLT,Baltic States,,,native
206745077,BAN,Bangladesh,,,native
206745077,BLR,Belarus,,,native
206745077,BGM,Belgium,,,native
206745077,BRC,British Columbia,INTRODUCED,,introduced
206745077,BUL,Bulgaria,,,native
206745077,BRY,Buryatiya,,,native
206745077,CAL,California,INTRODUCED,,introduced
206745077,CPP,Cape Provinces,INTRODUCED,,introduced
206745077,RUC,Central European Russia,,,native
206745077,CTM,Chatham Is.,INTRODUCED,,introduced
206745077,CLC,Chile Central,INTRODUCED,,introduced
206745077,CLN,Chile North,INTRODUCED,,introduced
206745077,CLS,Chile South,INTRODUCED,,introduced
206745077,CHN,China North-Central,,,native
206745077,CHC,China South-Central,,,native
206745077,CHS,China Southeast,,,native
206745077,COL,Colorado,INTRODUCED,,introduced
206745077,CNT,Connecticut,INTRODUCED,,introduced
206745077,COR,Corse,,,native
206745077,CYP,Cyprus,,,native
206745077,CZE,Czechia-Slovakia,,,native
206745077,DEL,Delaware,INTRODUCED,,introduced
206745077,DEN,Denmark,,,native
206745077,WDC,District of Columbia,INTRODUCED,,introduced
206745077,RUE,East European Russia,,,native
206745077,EHM,East Himalaya,,,native
206745077,FAL,Falkland Is.,INTRODUCED,,introduced
206745077,FIN,Finland,,,native
206745077,FRA,France,,,native
206745077,FOR,Føroyar,,,native
206745077,GEO,Georgia,INTRODUCED,,introduced
206745077,GER,Germany,,,native
206745077,GRB,Great Britain,,,native
206745077,GRC,Greece,,,native
206745077,GNL,Greenland,INTRODUCED,,introduced
206745077,HUN,Hungary,,,native
206745077,ICE,Iceland,INTRODUCED,,introduced
206745077,IDA,Idaho,INTRODUCED,,introduced
206745077,ILL,Illinois,INTRODUCED,,introduced
206745077,INI,Indiana,INTRODUCED,,introduced
206745077,IND,India,,,native
206745077,CHI,Inner Mongolia,,,native
206745077,IOW,Iowa,INTRODUCED,,introduced
206745077,IRN,Iran,,,native
206745077,IRQ,Iraq,,,native
206745077,IRE,Ireland,,,native
206745077,ITA,Italy,,,native
206745077,JAP,Japan,,,native
206745077,KAM,Kamchatka,,,native
206745077,KAN,Kansas,INTRODUCED,,introduced
206745077,KAZ,Kazakhstan,,,native
206745077,KTY,Kentucky,INTRODUCED,,introduced
206745077,KHA,Khabarovsk,,,native
206745077,KGZ,Kirgizstan,,,native
206745077,KOR,Korea,,,native
206745077,KRA,Krasnoyarsk,,,native
206745077,KRY,Krym,,,native
206745077,KUR,Kuril Is.,,,native
206745077,LAB,Labrador,INTRODUCED,,introduced
206745077,LBS,Lebanon-Syria,,,native
206745077,MAG,Magadan,,,native
206745077,MAI,Maine,INTRODUCED,,introduced
206745077,CHM,Manchuria,,,native
206745077,MAN,Manitoba,INTRODUCED,,introduced
206745077,MRY,Maryland,INTRODUCED,,introduced
206745077,MAS,Massachusetts,INTRODUCED,,introduced
206745077,MIC,Michigan,INTRODUCED,,introduced
206745077,MIN,Minnesota,INTRODUCED,,introduced
206745077,MSO,Missouri,INTRODUCED,,introduced
206745077,MON,Mongolia,,,native
206745077,MNT,Montana,INTRODUCED,,introduced
206745077,MYA,Myanmar,INTRODUCED,,introduced
206745077,YUG,NW. Balkan Pen.,,,native
206745077,NEB,Nebraska,INTRODUCED,,introduced
206745077,NEP,Nepal,,,native
206745077,NET,Netherlands,,,native
206745077,NEV,Nevada,INTRODUCED,,introduced
206745077,NBR,New Brunswick,INTRODUCED,,introduced
206745077,NWH,New Hampshire,INTRODUCED,,introduced
206745077,NWJ,New Jersey,INTRODUCED,,introduced
206745077,NWM,New Mexico,INTRODUCED,,introduced
206745077,NSW,New South Wales,INTRODUCED,,introduced
206745077,NWY,New York,INTRODUCED,,introduced
206745077,NZN,New Zealand North,INTRODUCED,,introduced
206745077,NZS,New Zealand South,INTRODUCED,,introduced
206745077,NFL,Newfoundland,INTRODUCED,,introduced
206745077,NCA,North Carolina,INTRODUCED,,introduced
206745077,NCS,North Caucasus,,,native
206745077,NDA,North Dakota,INTRODUCED,,introduced
206745077,RUN,North European Russia,,,native
206745077,TVL,Northern Provinces,INTRODUCED,,introduced
206745077,NTA,Northern Territory,INTRODUCED,,introduced
206745077,RUW,Northwest European Russia,,,native
206745077,NWT,Northwest Territories,INTRODUCED,,introduced
206745077,NOR,Norway,,,native
206745077,NSC,Nova Scotia,INTRODUCED,,introduced
206745077,NUN,Nunavut,INTRODUCED,,introduced
206745077,OHI,Ohio,INTRODUCED,,introduced
206745077,OKL,Oklahoma,INTRODUCED,,introduced
206745077,ONT,Ontario,INTRODUCED,,introduced
206745077,ORE,Oregon,INTRODUCED,,introduced
206745077,PAK,Pakistan,,,native
206745077,PAL,Palestine,,,native
206745077,PAR,Paraguay,INTRODUCED,,introduced
206745077,PEN,Pennsylvania,INTRODUCED,,introduced
206745077,POL,Poland,,,native
206745077,POR,Portugal,,,native
206745077,PRM,Primorye,,,native
206745077,PEI,Prince Edward I.,INTRODUCED,,introduced
206745077,CHQ,Qinghai,,,native
206745077,QLD,Queensland,INTRODUCED,,introduced
206745077,QUE,Québec,INTRODUCED,,introduced
206745077,RHO,Rhode I.,INTRODUCED,,introduced
206745077,ROM,Romania,,,native
206745077,SAK,Sakhalin,,,native
206745077,SAR,Sardegna,,,native
206745077,SAS,Saskatchewan,INTRODUCED,,introduced
206745077,SIC,Sicilia,,,native
206745077,SIN,Sinai,,,native
206745077,SOA,South Australia,INTRODUCED,,introduced
206745077,SDA,South Dakota,INTRODUCED,,introduced
206745077,RUS,South European Russia,,,native
206745077,SPA,Spain,,,native
206745077,SWE,Sweden,,,native
206745077,SWI,Switzerland,,,native
206745077,TZK,Tadzhikistan,,,native
206745077,TAS,Tasmania,INTRODUCED,,introduced
206745077,TEN,Tennessee,INTRODUCED,,introduced
206745077,TEX,Texas,INTRODUCED,,introduced
206745077,CHT,Tibet,,,native
206745077,TCS,Transcaucasus,,,native
206745077,TKM,Turkmenistan,,,native
206745077,TVA,Tuva,,,native
206745077,TUE,Türkiye-in-Europe,,,native
206745077,TUR,Türkiye,,,native
206745077,UKR,Ukraine,,,native
206745077,URU,Uruguay,INTRODUCED,,introduced
206745077,UTA,Utah,INTRODUCED,,introduced
206745077,UZB,Uzbekistan,,,native
206745077,VER,Vermont,INTRODUCED,,introduced
206745077,VIC,Victoria,INTRODUCED,,introduced
206745077,VRG,Virginia,INTRODUCED,,introduced
206745077,WAS,Washington,INTRODUCED,,introduced
206745077,WHM,West Himalaya,,,native
206745077,WSB,West Siberia,,,native
206745077,WVA,West Virginia,INTRODUCED,,introduced
206745077,WAU,Western Australia,INTRODUCED,,introduced
206745077,WIS,Wisconsin,INTRODUCED,,introduced
206745077,WYO,Wyoming,INTRODUCED,,introduced
206745077,CHX,Xinjiang,,,native
206745077,YAK,Yakutiya,,,native
206745077,YUK,Yukon,INTRODUCED,,introduced
206745378,BLZ,Belize,,,native
206745378,CLM,Colombia,,,native
206745378,COS,Costa Rica,,,native
206745378,CUB,Cuba,INTRODUCED,,introduced
206745378,DOM,Dominican Republic,INTRODUCED,,introduced
206745378,ELS,El Salvador,,,native
206745378,GUA,Guatemala,,,native
206745378,HON,Honduras,,,native
206745378,MXC,Mexico Central,,,native
206745378,MXG,Mexico Gulf,,,native
206745378,MXE,Mexico Northeast,,,native
206745378,MXN,Mexico Northwest,,,native
206745378,MXT,Mexico Southeast,,,native
206745378,MXS,Mexico Southwest,,,native
206745378,NIC,Nicaragua,,,native
206745378,PAN,Panamá,,,native
206745378,PUE,Puerto Rico,INTRODUCED,,introduced
206745439,MXC,Mexico Central,,,native
206745439,MXG,Mexico Gulf,,,native
206745439,MXS,Mexico Southwest,,,native
206745457,ALB,Albania,,,native
206745457,BUL,Bulgaria,,,native
206745457,COR,Corse,,,native
206745457,EAI,East Aegean Is.,,,native
206745457,GRC,Greece,,,native
206745457,IRN,Iran,,,native
206745457,ITA,Italy,,,native
206745457,KRI,Kriti,,,native
206745457,LBS,Lebanon-Syria,,,native
206745457,LBY,Libya,,,native
206745457,YUG,NW. Balkan Pen.,,,native
206745457,PAL,Palestine,,,native
206745457,ROM,Romania,,,native
206745457,SIC,Sicilia,,,native
206745457,TUE,Türkiye-in-Europe,,,native
206745457,TUR,Türkiye,,,native
206745496,MXC,Mexico Central,,,native
206745496,MXE,Mexico Northeast,,,native
206745496,MXS,Mexico Southwest,,,native
206745508,AUT,Austria,,,native
206745508,BLT,Baltic States,,,native
206745508,BGM,Belgium,,,native
206745508,CZE,Czechia-Slovakia,,,native
206745508,DEN,Denmark,,,native
206745508,FRA,France,,,native
206745508,GER,Germany,,,native
206745508,GRB,Great Britain,,,native
206745508,ITA,Italy,,,native
206745508,YUG,NW. Balkan Pen.,,,native
206745508,NET,Netherlands,,,native
206745508,NOR,Norway,,,native
206745508,POL,Poland,,,native
206745508,ROM,Romania,,,native
206745508,SAR,Sardegna,,,native
206745508,SPA,Spain,,,native
206745508,SWE,Sweden,,,native
206745508,SWI,Switzerland,,,native
206745600,MXE,Mexico Northeast,,,native
206745600,MXS,Mexico Southwest,,,native
206745653,IRN,Iran,,,native
206745653,IRQ,Iraq,,,native
206745653,TCS,Transcaucasus,,,native
206745653,TUR,Türkiye,,,native
206745656,ALT,Altay,,,native
206745656,BUL,Bulgaria,,,native
206745656,RUC,Central European Russia,,,native
206745656,RUE,East European Russia,,,native
206745656,IRN,Iran,,,native
206745656,IRQ,Iraq,,,native
206745656,KAZ,Kazakhstan,,,native
206745656,KGZ,Kirgizstan,,,native
206745656,KRY,Krym,,,native
206745656,NCS,North Caucasus,,,native
206745656,PAL,Palestine,,,native
206745656,ROM,Romania,,,native
206745656,RUS,South European Russia,,,native
206745656,TZK,Tadzhikistan,,,native
206745656,TCS,Transcaucasus,,,native
206745656,TUR,Türkiye,,,native
206745656,UKR,Ukraine,,,native
206745656,UZB,Uzbekistan,,,native
206745656,WSB,West Siberia,,,native
206745656,CHX,Xinjiang,,,native
206745681,KAZ,Kazakhstan,,,native
206745681,KGZ,Kirgizstan,,,native
206745681,CHX,Xinjiang,,,native
206745696,ALB,Albania,,,native
206745696,FRA,France,,,native
206745696,ITA,Italy,,,native
206745696,YUG,NW. Balkan Pen.,,,native
206745696,SWI,Switzerland,,,native
206745708,ALA,Alabama,,,native
206745708,ARK,Arkansas,,,native
206745708,DEL,Delaware,,,native
206745708,WDC,District of Columbia,,,native
206745708,FLA,Florida,,,native
206745708,GEO,Georgia,,,native
206745708,ILL,Illinois,,,native
206745708,INI,Indiana,,,native
206745708,IOW,Iowa,,,native
206745708,KAN,Kansas,,,native
206745708,KTY,Kentucky,,,native
206745708,LOU,Louisiana,,,native
206745708,MRY,Maryland,,,native
206745708,MAS,Massachusetts,,,native
206745708,MIC,Michigan,,,native
206745708,MIN,Minnesota,,,native
206745708,MSI,Mississippi,,,native
206745708,MSO,Missouri,,,native
206745708,NEB,Nebraska,,,native
206745708,NWY,New York,,,native
206745708,NCA,North Carolina,,,native
206745708,NDA,North Dakota,,,native
206745708,OHI,Ohio,,,native
206745708,OKL,Oklahoma,,,native
206745708,PEN,Pennsylvania,,,native
206745708,SCA,South Carolina,,,native
206745708,SDA,South Dakota,,,native
206745708,TEN,Tennessee,,,native
206745708,TEX,Texas,,,native
206745708,WVA,West Virginia,,,native
206745708,WIS,Wisconsin,,,native
206745742,MXC,Mexico Central,,,native
206745742,MXG,Mexico Gulf,,,native
206745742,MXE,Mexico Northeast,,,native
206745742,MXS,Mexico Southwest,,,native
206745745,CAL,California,,,native
206745745,IDA,Idaho,,,native
206745745,NEV,Nevada,,,native
206745745,ORE,Oregon,,,native
206745753,NNS,Nansei-shoto,,,native
206745763,IDA,Idaho,,,native
206745763,ORE,Oregon,,,native
206745763,WAS,Washington,,,native
206745775,BRC,British Columbia,,,native
206745775,CAL,California,,,native
206745775,IDA,Idaho,,,native
206745775,MNT,Montana,,,native
206745775,ORE,Oregon,,,native
206745775,WAS,Washington,,,native
206745778,CAL,California,,,native
206745795,JAP,Japan,,,native
206745810,ALB,Albania,,,native
206745810,BUL,Bulgaria,,,native
206745810,GRC,Greece,,,native
206745810,YUG,NW. Balkan Pen.,,,native
206745819,GER,Germany,INTRODUCED,,introduced
206745819,NCS,North Caucasus,,,native
206745819,TCS,Transcaucasus,,,native
206745834,NCS,North Caucasus,,,native
206745834,TCS,Transcaucasus,,,native
206745837,AFG,Afghanistan,,,native
206745837,CHC,China South-Central,,,native
206745837,EHM,East Himalaya,,,native
206745837,NEP,Nepal,,,native
206745837,PAK,Pakistan,,,native
206745837,CHT,Tibet,,,native
206745837,WHM,West Himalaya,,,native
206745859,ARI,Arizona,,,native
206745859,CAL,California,,,native
206745859,MXE,Mexico Northeast,,,native
206745859,MXN,Mexico Northwest,,,native
206745859,NEV,Nevada,,,native
206745859,NWM,New Mexico,,,native
206745859,UTA,Utah,,,native
206745899,ARI,Arizona,,,native
206745899,COL,Colorado,,,native
206745899,UTA,Utah,,,native
206745964,ARI,Arizona,,,native
206745964,NWM,New Mexico,,,native
209721649,MXE,Mexico Northeast,,,native
209721651,MXE,Mexico Northeast,,,native
209721653,MXS,Mexico Southwest,,,native
209721655,MXS,Mexico Southwest,,,native
209721656,MXE,Mexico Northeast,,,native
209721657,MXE,Mexico Northeast,,,native
209721657,MXS,Mexico Southwest,,,native
209721658,ARI,Arizona,,,native
