scenario,omitted_taxa,model_definition,trait,predictor,status,beta_std_within,se_cluster_taxon,z,p_value,ci_low,ci_high,n_observations,n_taxa,q_fdr_bh,fdr_significant_0_05
all_taxa,,hemisphere_phase_aligned_cyclic_doy,orientation_angle_degrees_median,chelsa_bio01,ok,0.013539314705687238,0.0037996056805881914,3.563347316501355,0.0003661557044993064,0.006092224416280582,0.020986404995093893,37042,142,0.0014646228179972256,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,orientation_angle_degrees_median,chelsa_bio04,ok,0.004724000195173794,0.012432485601108868,0.37997230374853236,0.7039659744022122,-0.01964322382131239,0.029091224211659977,37042,142,0.7671815340583414,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,orientation_angle_degrees_median,chelsa_bio12,ok,0.0020157648719865908,0.010645963882616006,0.18934545469181716,0.8498220719090536,-0.01884994091865498,0.02288147066262816,37042,142,0.8498220719090536,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,orientation_angle_degrees_median,chelsa_bio15,ok,-0.011073272382694819,0.004967056759161273,-2.229342832104989,0.025791102815631125,-0.020808524739817154,-0.0013380200255724822,37042,142,0.046423985068136026,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_lightness_median,chelsa_bio01,ok,0.009600382383853521,0.029622706694346242,0.32408862846033715,0.7458709358900542,-0.04845905586165867,0.06765982062936571,40290,143,0.7671815340583414,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_lightness_median,chelsa_bio04,ok,0.03796068135241717,0.01503490081095703,2.5248374984125235,0.011575179959719987,0.00849281725180934,0.067428545453025,40290,143,0.023150359919439974,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_lightness_median,chelsa_bio12,ok,-0.008512217115178255,0.011124072630113294,-0.7652068984281309,0.44414835251671025,-0.030314998831608063,0.013290564601251553,40290,143,0.546004721738961,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_lightness_median,chelsa_bio15,ok,-0.030332015047015538,0.016201674557205156,-1.8721530876279935,0.06118542718598095,-0.06208671366837658,0.0014226835743454992,40290,143,0.10488930374739591,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_chroma_median,chelsa_bio01,ok,0.022448114980945885,0.028720208344016163,0.7816139323245173,0.43444149647829444,-0.03384245900181254,0.07873868896370431,40290,143,0.546004721738961,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_chroma_median,chelsa_bio04,ok,-0.040417552820425896,0.0109627845842888,-3.686796224961849,0.000227095059663137,-0.061904215775902854,-0.01893088986494894,40290,143,0.001167917449696133,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_chroma_median,chelsa_bio12,ok,0.04209949625888378,0.014540401186461332,2.895346264454031,0.0037874049646710144,0.0136008336126561,0.07059815890511147,40290,143,0.008521661170509783,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_lab_chroma_median,chelsa_bio15,ok,0.00980493177391617,0.009242789676567479,1.0608195271146164,0.28877192620021763,-0.008310603108834701,0.02792046665666704,40290,143,0.43315788930032645,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_sin_median,chelsa_bio01,ok,-0.07999697346020151,0.01949510680637671,-4.103438583574986,4.070545463177367e-05,-0.11820668067546154,-0.04178726624494149,40283,143,0.00029307927334877045,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_sin_median,chelsa_bio04,ok,0.08539941705464278,0.01221715264765557,6.990124419132198,2.746425737012082e-12,0.061454237871609696,0.10934459623767587,40283,143,4.9435663266217485e-11,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_sin_median,chelsa_bio12,ok,-0.0429489690596632,0.009536559999725577,-4.503612315226779,6.680803370245923e-06,-0.06164028319553064,-0.024257654923795762,40283,143,8.016964044295108e-05,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_sin_median,chelsa_bio15,ok,0.005540212511394086,0.01580458190119536,0.3505447057080997,0.7259299455161475,-0.025436198805662395,0.03651662382845057,40283,143,0.7671815340583414,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_cos_median,chelsa_bio01,ok,0.02741116855332034,0.009718063211957464,2.820641104658861,0.004792779008053905,0.008364114658400073,0.046458222448240605,40283,143,0.010149414369996506,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_cos_median,chelsa_bio04,ok,-0.0446829122651632,0.013381779507437493,-3.339085974352572,0.0008405454539670136,-0.07091071814879683,-0.01845510638152957,40283,143,0.0027508760311647715,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_cos_median,chelsa_bio12,ok,-0.0073797236081032625,0.008961158637004285,-0.8235233753846706,0.41021042991021517,-0.0249432717963817,0.010183824580175173,40283,143,0.546004721738961,False
all_taxa,,hemisphere_phase_aligned_cyclic_doy,corolla_hue_cos_median,chelsa_bio15,ok,0.01804449312789449,0.004986591681821437,3.618602500316094,0.0002961981834659922,0.008270953025917455,0.027818033229871524,40283,143,0.001332891825596965,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,shape_aspect_ratio_median,chelsa_bio01,ok,-0.016409649759070468,0.006940539192074185,-2.364319155175959,0.018063243911065303,-0.030012856608824592,-0.002806442909316342,38289,141,0.03422509372622899,True
all_taxa,,hemisphere_phase_aligned_cyclic_doy,shape_aspect_ratio_median,chelsa_bio04,ok,0.01775739520145193,0.004421572191144651,4.0160817089033936,5.91737469722133e-05,0.009091272951764562,0.0264235174511393,38289,141,0.00035504248183327984,True
