"mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","term","trait","model_group","posterior_tail_area_two_sided","q_bh_posterior_tail_global","q_bh_posterior_tail_within_group","credible_95_excludes_zero"
-0.00206257457274787,0.0342385008338145,-0.0688880510090233,-0.00217972903354218,0.0654064256187799,-0.00217573027978517,6.70172691325686e-05,"Intercept","orientation_angle_degrees_median","climate",0.951963388290111,NA,NA,FALSE
0.0361183894108695,0.00883208759452257,0.0190557369191962,0.0360432182023355,0.0535952961821246,0.0360377580626127,2.85349573501536e-08,"chelsa_bio01","orientation_angle_degrees_median","climate",4.32395404328432e-05,0.00211256040400462,0.000778311727791177,TRUE
0.0253850120186595,0.0124470451657938,0.00150993460849207,0.0251108715667591,0.0504171166634801,0.0250150126577532,5.88318006434311e-08,"chelsa_bio04","orientation_angle_degrees_median","climate",0.0414060517800511,0.329322551366918,0.149061786408184,TRUE
0.016055465853273,0.00722308569558236,0.00202688308916957,0.0160045993012941,0.0303583990642823,0.0160004366409375,1.04254670828211e-08,"chelsa_bio12","orientation_angle_degrees_median","climate",0.0262293734426559,0.242444478848333,0.104917493770624,TRUE
-0.0112036290207404,0.0075834138609031,-0.0261501888873198,-0.0111972080970362,0.00372331769552922,-0.0111937348781737,1.79854668860423e-08,"chelsa_bio15","orientation_angle_degrees_median","climate",0.139572212671928,0.616452694377058,0.358899975442101,FALSE
-0.00608385327729069,0.0338747182407455,-0.0727864458291011,-0.00608892577234535,0.0606283604948769,-0.00609445555239385,3.30272905602785e-08,"Intercept","orientation_angle_degrees_median","climate_topography",0.857467673582756,NA,NA,FALSE
0.0270299998171308,0.0106624962398862,0.00640966288420267,0.0269134841305687,0.0483086908236292,0.0269120761806123,3.24681663542038e-08,"chelsa_bio01","orientation_angle_degrees_median","climate_topography",0.0112430111484147,0.160072983149713,0.16609887246632,TRUE
0.0172182524158902,0.0129020840066726,-0.00775213362062106,0.017075962478845,0.0429911737068511,0.0170742890693022,3.77977072287702e-08,"chelsa_bio04","orientation_angle_degrees_median","climate_topography",0.182029352467022,0.662277005784272,0.468075477772343,FALSE
0.0134005677771583,0.00723717828389838,-0.000749861111721739,0.0133848488857242,0.0276405847257477,0.0133848110735916,1.23442842237853e-09,"chelsa_bio12","orientation_angle_degrees_median","climate_topography",0.0640791437878173,0.413491833498746,0.346027376454214,FALSE
-0.00999137150802866,0.00733849080492039,-0.0244036803434816,-0.0099901998746269,0.00441611493319443,-0.00998969251397836,3.49441645392085e-09,"chelsa_bio15","orientation_angle_degrees_median","climate_topography",0.173355033071283,0.654933301764512,0.468075477772343,FALSE
-0.0142324629456633,0.00876391096648078,-0.0312240720081007,-0.0143108047474871,0.00320472011055736,-0.0143110311372196,2.28584217255558e-08,"topo_elevation","orientation_angle_degrees_median","climate_topography",0.104378937001382,0.540872673552615,0.42829770132042,FALSE
0.00457009405435514,0.00661138472336839,-0.00839042230413384,0.00456866560043653,0.0175387440778123,0.00456865870035889,5.05899277632567e-11,"topo_slope","orientation_angle_degrees_median","climate_topography",0.489410883629204,0.778504754424129,0.660704692899425,FALSE
-0.00487768482905888,0.0284806108768033,-0.0604085049713777,-0.00502510085458638,0.0514971531819748,-0.00502380713217329,1.28251599904318e-08,"Intercept","orientation_angle_degrees_median","climate_soil",0.864016697107076,NA,NA,FALSE
0.0436071408284956,0.010441363549254,0.0232795836014344,0.0435523390534318,0.0642475090562996,0.0435522804836976,7.07569725944761e-09,"chelsa_bio01","orientation_angle_degrees_median","climate_soil",2.9618002459929e-05,0.00202587136825914,0.00113274703219242,TRUE
0.0322033049087042,0.011554809120368,0.00982659395782205,0.032094736211503,0.055206918501263,0.0320966602842456,2.44380381942469e-08,"chelsa_bio04","orientation_angle_degrees_median","climate_soil",0.00531977417756653,0.100282646403614,0.0931196002319272,TRUE
0.0105362782820261,0.00836439884457764,-0.00579957310441141,0.0105113291007881,0.0270147263758615,0.0105113678990213,2.34317959496441e-09,"chelsa_bio12","orientation_angle_degrees_median","climate_soil",0.207792919658868,0.681332905326705,0.763350569864509,FALSE
-0.0107258005949855,0.00693685699543675,-0.0244316361686749,-0.0106960917057785,0.00280859149673022,-0.0106966266317947,7.72380462794311e-09,"chelsa_bio15","orientation_angle_degrees_median","climate_soil",0.122055149044045,0.586497753159494,0.620889236441444,FALSE
-0.0100664519803174,0.011079195260574,-0.0316790553871886,-0.01010942952054,0.011791869604633,-0.0101093322039984,4.03071889142523e-09,"soil_bdod_0_30cm","orientation_angle_degrees_median","climate_soil",0.363566303084155,0.762744151400359,0.827029346543431,FALSE
-1.46471746482297e-05,0.00824891341183199,-0.016188420452829,-1.58169720443659e-05,0.0161658413692645,-1.5806984833721e-05,7.81255481109563e-12,"soil_cec_0_30cm","orientation_angle_degrees_median","climate_soil",0.998583237841581,0.998583237841581,0.998583237841581,FALSE
0.00449360664172002,0.0072600151166283,-0.00962153933495614,0.00444927277635463,0.0188594067681024,0.00444855742489293,9.15889661527312e-09,"soil_cfvo_0_30cm","orientation_angle_degrees_median","climate_soil",0.535947457443115,0.812454877548461,0.839399162695136,FALSE
-0.00856628651853637,0.0106810312322036,-0.0294591834683324,-0.00858563227598875,0.0124371016092669,-0.0085856277492179,8.46834913594504e-10,"soil_clay_0_30cm","orientation_angle_degrees_median","climate_soil",0.422547571224105,0.762744151400359,0.827029346543431,FALSE
-0.00739922507701614,0.0105068416840698,-0.0279369838812419,-0.00742451972826729,0.0132833582827318,-0.00742440903132452,1.58830063599599e-09,"soil_sand_0_30cm","orientation_angle_degrees_median","climate_soil",0.481290027756756,0.773191895513374,0.828101959522654,FALSE
-0.0039243604656382,0.00926934454782488,-0.0223119008396803,-0.00385302477556589,0.0140593005987098,-0.00385203799037989,1.45432116962964e-08,"soil_nitrogen_0_30cm","orientation_angle_degrees_median","climate_soil",0.672025481709661,0.854209149597693,0.867374635900917,FALSE
-0.00107289106173563,0.00807098267282091,-0.0168953448666446,-0.00107624131302234,0.0147687550553252,-0.00107622113194354,1.66602884909921e-10,"soil_phh2o_0_30cm","orientation_angle_degrees_median","climate_soil",0.89424723821036,0.944030254585651,0.93427054330704,FALSE
-0.00430038321689175,0.011772102893835,-0.0271226902542895,-0.00439796214590338,0.0190763850416997,-0.00439876318333542,1.70940649176762e-08,"soil_soc_0_30cm","orientation_angle_degrees_median","climate_soil",0.714885320821387,0.870738793036749,0.867374635900917,FALSE
0.00934188854332364,0.0106757579613128,-0.0115781931427319,0.00933563086854866,0.0302977151453753,0.00933563485604714,9.29692695837133e-11,"soil_ocd_0_30cm","orientation_angle_degrees_median","climate_soil",0.381543309659073,0.762744151400359,0.827029346543431,FALSE
-0.00614369001382229,0.0324587325447246,-0.0700516248215535,-0.00612745026685192,0.0576554077821438,-0.00613256732349684,2.15515691589499e-08,"Intercept","orientation_angle_degrees_median","full",0.849875757194364,NA,NA,FALSE
0.033557626275848,0.0134562659366803,0.00741721967506736,0.0334648833464794,0.0602238105870936,0.0334639494219258,1.20068269500322e-08,"chelsa_bio01","orientation_angle_degrees_median","full",0.0126373407749773,0.160072983149713,0.229998844519401,TRUE
0.0227490224010353,0.0144363400243084,-0.00528358298228516,0.0226378272287495,0.0514110042876633,0.0226366780635004,1.66722415703875e-08,"chelsa_bio04","orientation_angle_degrees_median","full",0.11506810520826,0.578724882076835,0.739723533481669,FALSE
0.0125637738979629,0.00870020914989342,-0.00448943272709213,0.0125603188321831,0.0296365459264783,0.012560273049104,3.97564026983169e-11,"chelsa_bio12","orientation_angle_degrees_median","full",0.148717253335822,0.620259763912818,0.74358626667911,FALSE
-0.00930729244555215,0.00756133278422855,-0.0241709772619998,-0.00930051674344964,0.00551926978584354,-0.00930010277946409,2.8177362175572e-09,"chelsa_bio15","orientation_angle_degrees_median","full",0.218357896970799,0.681332905326705,0.790084306926357,FALSE
-0.0127840855275629,0.0094514340565267,-0.0311450838704005,-0.0128509158861771,0.00595676164766493,-0.0128512656360835,1.33434405462502e-08,"topo_elevation","orientation_angle_degrees_median","full",0.176180888193962,0.654933301764512,0.790084306926357,FALSE
0.00218787649999808,0.0070401985755485,-0.0116161857300003,0.00218739969473231,0.0159946451404232,0.00218739491643436,4.19635739942783e-11,"topo_slope","orientation_angle_degrees_median","full",0.755976126870196,0.877226069416743,0.916421416189972,FALSE
-0.00609135754946504,0.0114537661843102,-0.0284990689365111,-0.00611168917688594,0.0164313118107188,-0.00611200358839399,7.96846916816446e-10,"soil_bdod_0_30cm","orientation_angle_degrees_median","full",0.594849724928263,0.833764778383058,0.892274587392395,FALSE
-0.00141719798815534,0.00835735963099849,-0.0177936242061701,-0.00142162863163606,0.0149844405144818,-0.00142165407835284,8.89374719059883e-11,"soil_cec_0_30cm","orientation_angle_degrees_median","full",0.865344504513721,0.937920322710691,0.957553345158626,FALSE
