unit_id,member_endpoint_ids,inferential_unit,predictor,environment_block,scenario,replicate,n_taxa,spatial_beta_std,status,pgls_beta_std,pgls_standard_error,same_linear_direction_as_spatial,lambda,log_likelihood,joint_statistic,p_value,covariance_jitter
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S1,,143,-0.7124111817658654,ok,-0.3453720131736056,0.07903308329926471,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S3,,143,-0.7124111817658654,ok,-0.3453720131736056,0.07903308329926471,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,1.0,143,-0.7124111817658654,ok,-0.34537201317360555,0.0790330832992647,True,0.0,-193.8264528176885,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,2.0,143,-0.7124111817658654,ok,-0.3453720131736055,0.07903308329926469,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,3.0,143,-0.7124111817658654,ok,-0.34537201317360566,0.07903308329926469,True,0.0,-193.8264528176885,19.096616805997808,2.394268903828678e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,4.0,143,-0.7124111817658654,ok,-0.3453720131736056,0.07903308329926469,True,0.0,-193.8264528176885,19.0966168059978,2.3942689038286875e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,5.0,143,-0.7124111817658654,ok,-0.34537201317360533,0.07903308329926469,True,0.0,-193.82645281768853,19.09661680599777,2.394268903828719e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,6.0,143,-0.7124111817658654,ok,-0.3453720131736055,0.07903308329926469,True,0.0,-193.8264528176885,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,7.0,143,-0.7124111817658654,ok,-0.34537201317360566,0.07903308329926471,True,0.0,-193.82645281768853,19.096616805997794,2.3942689038286916e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,8.0,143,-0.7124111817658654,ok,-0.3453720131736056,0.07903308329926471,True,0.0,-193.82645281768856,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,9.0,143,-0.7124111817658654,ok,-0.34537201317360555,0.0790330832992647,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,10.0,143,-0.7124111817658654,ok,-0.3453720131736056,0.07903308329926471,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,11.0,143,-0.7124111817658654,ok,-0.34537201317360566,0.0790330832992647,True,0.0,-193.8264528176885,19.0966168059978,2.3942689038286875e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,12.0,143,-0.7124111817658654,ok,-0.3453720131736055,0.07903308329926469,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,13.0,143,-0.7124111817658654,ok,-0.34537201317360555,0.07903308329926471,True,0.0,-193.82645281768856,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,14.0,143,-0.7124111817658654,ok,-0.3453720131736055,0.0790330832992647,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
corolla_lab_chroma,corolla_lab_chroma,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,S2_random,15.0,143,-0.7124111817658654,ok,-0.3453720131736055,0.0790330832992647,True,0.0,-193.82645281768853,19.096616805997787,2.3942689038287014e-05,0.0
