construct_id,tier,kind,predictor,n_taxa,beta_std,effect_magnitude,component_betas,p_value,q_bh,fdr_0_05,scale,module,direction,n_observations,standard_error,ci_low,ci_high,p_method,sampling_composition_stability_class,broad_spatial_sensitivity_pass,historical_placement_sensitivity_pass,robustness_status
projection_prominence,candidate,scalar,chelsa_npp,44,0.2489189789119582,0.2489189789119582,,0.1042,0.2605,False,among_taxon,involucre,positive,,,,,,,,,not_fdr_supported
projection_prominence,candidate,scalar,chelsa_npp,78,0.0215897864395032,0.0215897864395032,,0.1762939190104444,0.3869866514863414,False,within_taxon,involucre,positive,2277.0,0.0159657717292741,-0.0097025511352618,0.0528821240142683,taxon_clustered_ols,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_npp,142,0.1386257267727849,0.1386257267727849,,0.1008,0.2592,False,among_taxon,presentation,positive,,,,,,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_npp,199,0.0124730901552274,0.0124730901552274,,0.0606285783437261,0.1818857350311785,False,within_taxon,presentation,positive,37196.0,0.0066480795131809,-0.0005569062569658,0.0255030865674207,taxon_clustered_ols,,,,not_fdr_supported
floral_chroma,primary,scalar,chelsa_rsds_mean,143,-0.3453720170895292,0.3453720170895292,,0.0001,0.00225,True,among_taxon,colour,negative,,,,,,stable_all_declared_scenarios,True,True,full_declared_chain_pass
floral_chroma,primary,scalar,chelsa_rsds_mean,203,0.0010220601736449,0.0010220601736449,,0.8745562885329448,0.9987,False,within_taxon,colour,positive,40460.0,0.0064739085394779,-0.0116665674029381,0.0137106877502279,taxon_clustered_ols,,,,not_fdr_supported
floral_hue,primary,joint,chelsa_rsds_mean,143,,0.5003711415702184,"{""corolla_hue_cos"": 0.43199584531390545, ""corolla_hue_sin"": 0.252489344226262}",0.0001,0.00225,True,among_taxon,colour,joint_no_single_direction,,,,,,stable_all_declared_scenarios,False,,sensitivity_not_passed
floral_hue,primary,joint,chelsa_rsds_mean,203,,0.0340586169623776,"{""corolla_hue_cos"": 0.019453901091159995, ""corolla_hue_sin"": -0.027955949665953436}",0.0001,0.0015,True,within_taxon,colour,joint_no_single_direction,40453.0,,,,within_taxon_predictor_permutation,direction_unstable,False,,sensitivity_not_passed
floral_lightness,primary,scalar,chelsa_rsds_mean,143,0.0860091171967016,0.0860091171967016,,0.3092,0.4882105263157895,False,among_taxon,colour,positive,,,,,,,,,not_fdr_supported
floral_lightness,primary,scalar,chelsa_rsds_mean,203,-0.0008404074662432,0.0008404074662432,,0.9764705767790876,0.9987,False,within_taxon,colour,negative,40460.0,0.0284941509360534,-0.0566879170709563,0.0550071021384697,taxon_clustered_ols,,,,not_fdr_supported
head_compactness,primary,scalar,chelsa_rsds_mean,141,0.070575326501707,0.070575326501707,,0.4033,0.5848571428571429,False,among_taxon,head_form,positive,,,,,,,,,not_fdr_supported
head_compactness,primary,scalar,chelsa_rsds_mean,200,-0.0025784982623742,0.0025784982623742,,0.8136589890103892,0.976390786812467,False,within_taxon,head_form,negative,38458.0,0.0109393589464345,-0.024019247811342,0.0188622512865935,taxon_clustered_ols,,,,not_fdr_supported
head_elongation,primary,scalar,chelsa_rsds_mean,141,0.0811136780163601,0.0811136780163601,,0.3489,0.5413965517241379,False,among_taxon,head_form,positive,,,,,,,,,not_fdr_supported
head_elongation,primary,scalar,chelsa_rsds_mean,200,-0.0209730759886508,0.0209730759886508,,0.0736968853907673,0.189506276719116,False,within_taxon,head_form,negative,38458.0,0.0117266904224691,-0.0439569668745412,0.0020108148972394,taxon_clustered_ols,,,,not_fdr_supported
involucre_form,candidate,joint,chelsa_rsds_mean,44,,0.246478901774909,"{""involucre_apical_taper_ratio"": 0.009956488774122762, ""involucre_basal_taper_ratio"": -0.033559058810525136, ""involucre_length_width_ratio"": 0.2439805461982732}",0.4632,0.5955428571428572,False,among_taxon,involucre,joint_no_single_direction,,,,,,,,,not_fdr_supported
involucre_form,candidate,joint,chelsa_rsds_mean,78,,0.0040233223084274,"{""involucre_apical_taper_ratio"": 0.0014381849292128988, ""involucre_basal_taper_ratio"": 0.003395970299921191, ""involucre_length_width_ratio"": 0.0016081455869814206}",0.9987,0.9987,False,within_taxon,involucre,joint_no_single_direction,2277.0,,,,within_taxon_predictor_permutation,,,,not_fdr_supported
projection_pattern,candidate,joint,chelsa_rsds_mean,44,,0.413672210419244,"{""bract_projection_asymmetry"": -0.012617649672354514, ""bract_projection_peak_density"": 0.4134797366134029}",0.0219,0.1056315789473684,False,among_taxon,involucre,joint_no_single_direction,,,,,,,,,not_fdr_supported
projection_pattern,candidate,joint,chelsa_rsds_mean,78,,0.0223740815103392,"{""bract_projection_asymmetry"": 0.012724554962772389, ""bract_projection_peak_density"": -0.018403402523193602}",0.5715,0.8164285714285715,False,within_taxon,involucre,joint_no_single_direction,2277.0,,,,within_taxon_predictor_permutation,,,,not_fdr_supported
projection_prominence,candidate,scalar,chelsa_rsds_mean,44,-0.3380949940984104,0.3380949940984104,,0.0239,0.1071428571428571,False,among_taxon,involucre,negative,,,,,,,,,not_fdr_supported
projection_prominence,candidate,scalar,chelsa_rsds_mean,78,-0.0351625999374889,0.0351625999374889,,0.0209492597500222,0.1121454633344751,False,within_taxon,involucre,negative,2277.0,0.0152291720145791,-0.0650112286004294,-0.0053139712745484,taxon_clustered_ols,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_rsds_mean,142,-0.069587679165336,0.069587679165336,,0.4094,0.5848571428571429,False,among_taxon,presentation,negative,,,,,,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_rsds_mean,199,0.0005906852594086,0.0005906852594086,,0.9317383760507592,0.9987,False,within_taxon,presentation,positive,37196.0,0.0068958649683842,-0.0129249617208759,0.0141063322396932,taxon_clustered_ols,,,,not_fdr_supported
floral_chroma,primary,scalar,chelsa_sfcwind_mean,143,-0.058968658956042,0.058968658956042,,0.4806,0.6092112676056338,False,among_taxon,colour,negative,,,,,,,,,not_fdr_supported
floral_chroma,primary,scalar,chelsa_sfcwind_mean,203,0.0111689324792722,0.0111689324792722,,0.0339523845367702,0.1273214420128883,False,within_taxon,colour,positive,40455.0,0.0052667825246526,0.0008462284165481,0.0214916365419964,taxon_clustered_ols,,,,not_fdr_supported
floral_hue,primary,joint,chelsa_sfcwind_mean,143,,0.2973499101937107,"{""corolla_hue_cos"": -0.2753010084802331, ""corolla_hue_sin"": 0.11236691604727121}",0.0018,0.02025,True,among_taxon,colour,joint_no_single_direction,,,,,,stable_all_declared_scenarios,False,,sensitivity_not_passed
floral_hue,primary,joint,chelsa_sfcwind_mean,203,,0.0233761716145389,"{""corolla_hue_cos"": 0.015933333100244078, ""corolla_hue_sin"": 0.017104803292322394}",0.0001,0.0015,True,within_taxon,colour,joint_no_single_direction,40448.0,,,,within_taxon_predictor_permutation,stable_all_declared_scenarios,False,,sensitivity_not_passed
floral_lightness,primary,scalar,chelsa_sfcwind_mean,143,0.1290284539622408,0.1290284539622408,,0.1279,0.2951538461538461,False,among_taxon,colour,positive,,,,,,,,,not_fdr_supported
floral_lightness,primary,scalar,chelsa_sfcwind_mean,203,0.0038176232967011,0.0038176232967011,,0.7805080125962143,0.9492665018062066,False,within_taxon,colour,positive,40455.0,0.0137000770275266,-0.0230340342626757,0.030669280856078,taxon_clustered_ols,,,,not_fdr_supported
head_compactness,primary,scalar,chelsa_sfcwind_mean,141,0.172426516446836,0.172426516446836,,0.0461,0.172875,False,among_taxon,head_form,positive,,,,,,,,,not_fdr_supported
head_compactness,primary,scalar,chelsa_sfcwind_mean,200,0.0032611116753248,0.0032611116753248,,0.5459716265147596,0.8055319079725961,False,within_taxon,head_form,positive,38455.0,0.0054009127519474,-0.0073244828021353,0.013846706152785,taxon_clustered_ols,,,,not_fdr_supported
head_elongation,primary,scalar,chelsa_sfcwind_mean,141,-0.1380077156142063,0.1380077156142063,,0.0943,0.2498823529411764,False,among_taxon,head_form,negative,,,,,,,,,not_fdr_supported
head_elongation,primary,scalar,chelsa_sfcwind_mean,200,-0.0008410971769961,0.0008410971769961,,0.849051743841806,0.9987,False,within_taxon,head_form,negative,38455.0,0.0044191873520065,-0.0095025452278639,0.0078203508738716,taxon_clustered_ols,,,,not_fdr_supported
involucre_form,candidate,joint,chelsa_sfcwind_mean,44,,0.2391437536348524,"{""involucre_apical_taper_ratio"": 0.08851114660581184, ""involucre_basal_taper_ratio"": -0.22103912985842766, ""involucre_length_width_ratio"": -0.02229831609159381}",0.496,0.62,False,among_taxon,involucre,joint_no_single_direction,,,,,,,,,not_fdr_supported
involucre_form,candidate,joint,chelsa_sfcwind_mean,78,,0.0376911983542441,"{""involucre_apical_taper_ratio"": -0.019648170828175705, ""involucre_basal_taper_ratio"": -0.030477699194550806, ""involucre_length_width_ratio"": 0.010280353510083063}",0.3689,0.6775714285714286,False,within_taxon,involucre,joint_no_single_direction,2277.0,,,,within_taxon_predictor_permutation,,,,not_fdr_supported
projection_pattern,candidate,joint,chelsa_sfcwind_mean,44,,0.3210177872580757,"{""bract_projection_asymmetry"": -0.19971577534435853, ""bract_projection_peak_density"": -0.25132852765787034}",0.1079,0.2624594594594595,False,among_taxon,involucre,joint_no_single_direction,,,,,,,,,not_fdr_supported
projection_pattern,candidate,joint,chelsa_sfcwind_mean,78,,0.0263406060000361,"{""bract_projection_asymmetry"": -0.014219505909271022, ""bract_projection_peak_density"": -0.022172802622703096}",0.4563,0.7308947368421053,False,within_taxon,involucre,joint_no_single_direction,2277.0,,,,within_taxon_predictor_permutation,,,,not_fdr_supported
projection_prominence,candidate,scalar,chelsa_sfcwind_mean,44,-0.1333332318337195,0.1333332318337195,,0.3907,0.5764426229508196,False,among_taxon,involucre,negative,,,,,,,,,not_fdr_supported
projection_prominence,candidate,scalar,chelsa_sfcwind_mean,78,0.0011355297996907,0.0011355297996907,,0.9617600509175344,0.9987,False,within_taxon,involucre,positive,2277.0,0.0236839933355274,-0.0452842441480297,0.0475553037474112,taxon_clustered_ols,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_sfcwind_mean,142,0.0555389240083511,0.0555389240083511,,0.5098,0.6285205479452055,False,among_taxon,presentation,positive,,,,,,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_sfcwind_mean,199,0.0005201126048059,0.0005201126048059,,0.9169161121311576,0.9987,False,within_taxon,presentation,positive,37192.0,0.0049857844735635,-0.0092518453980575,0.0102920706076694,taxon_clustered_ols,,,,not_fdr_supported
floral_chroma,primary,scalar,chelsa_vpd_mean,143,-0.0186493021907906,0.0186493021907906,,0.8226,0.8709882352941177,False,among_taxon,colour,negative,,,,,,,,,not_fdr_supported
floral_chroma,primary,scalar,chelsa_vpd_mean,203,-0.0289618968396134,0.0289618968396134,,5.144500837233292e-06,0.0004630050753509,True,within_taxon,colour,negative,40460.0,0.0063529551746086,-0.0414134601772437,-0.0165103335019832,taxon_clustered_ols,stable_all_declared_scenarios,False,,sensitivity_not_passed
floral_hue,primary,joint,chelsa_vpd_mean,143,,0.2491588999699537,"{""corolla_hue_cos"": 0.22362864957005354, ""corolla_hue_sin"": -0.10986530173677031}",0.0135,0.0852,False,among_taxon,colour,joint_no_single_direction,,,,,,,,,not_fdr_supported
floral_hue,primary,joint,chelsa_vpd_mean,203,,0.0063282539260285,"{""corolla_hue_cos"": -0.006319989423991851, ""corolla_hue_sin"": 0.000323313211803251}",0.4629,0.7308947368421053,False,within_taxon,colour,joint_no_single_direction,40453.0,,,,within_taxon_predictor_permutation,,,,not_fdr_supported
floral_lightness,primary,scalar,chelsa_vpd_mean,143,0.067761598131988,0.067761598131988,,0.4338,0.5949264705882352,False,among_taxon,colour,positive,,,,,,,,,not_fdr_supported
floral_lightness,primary,scalar,chelsa_vpd_mean,203,0.0357095571083861,0.0357095571083861,,0.1176336461624982,0.2940841154062455,False,within_taxon,colour,positive,40460.0,0.022820763149658,-0.0090183167646624,0.0804374309814347,taxon_clustered_ols,,,,not_fdr_supported
head_compactness,primary,scalar,chelsa_vpd_mean,141,-0.0925776683117162,0.0925776683117162,,0.2807,0.4681666666666666,False,among_taxon,head_form,negative,,,,,,,,,not_fdr_supported
head_compactness,primary,scalar,chelsa_vpd_mean,200,0.0088284311542142,0.0088284311542142,,0.541290040254918,0.8055319079725961,False,within_taxon,head_form,positive,38458.0,0.0144523827554217,-0.0194977185372001,0.0371545808456286,taxon_clustered_ols,,,,not_fdr_supported
head_elongation,primary,scalar,chelsa_vpd_mean,141,0.1874551961318939,0.1874551961318939,,0.0317,0.126,False,among_taxon,head_form,positive,,,,,,,,,not_fdr_supported
head_elongation,primary,scalar,chelsa_vpd_mean,200,-0.0056688758537432,0.0056688758537432,,0.508387462277385,0.7755062983892314,False,within_taxon,head_form,negative,38458.0,0.008571664363448,-0.0224690292936669,0.0111312775861803,taxon_clustered_ols,,,,not_fdr_supported
involucre_form,candidate,joint,chelsa_vpd_mean,44,,0.4114634469723918,"{""involucre_apical_taper_ratio"": -0.1583551802829196, ""involucre_basal_taper_ratio"": 0.15082233539013712, ""involucre_length_width_ratio"": 0.34853755639734346}",0.0581,0.1902413793103448,False,among_taxon,involucre,joint_no_single_direction,,,,,,,,,not_fdr_supported
involucre_form,candidate,joint,chelsa_vpd_mean,78,,0.0412732946812482,"{""involucre_apical_taper_ratio"": 0.040735493505275826, ""involucre_basal_taper_ratio"": 0.005010825010523396, ""involucre_length_width_ratio"": -0.004358446448070188}",0.2696,0.5274782608695652,False,within_taxon,involucre,joint_no_single_direction,2277.0,,,,within_taxon_predictor_permutation,,,,not_fdr_supported
projection_pattern,candidate,joint,chelsa_vpd_mean,44,,0.4468532945329648,"{""bract_projection_asymmetry"": 0.05300206115382827, ""bract_projection_peak_density"": 0.44369882617425355}",0.0142,0.0852,False,among_taxon,involucre,joint_no_single_direction,,,,,,,,,not_fdr_supported
projection_pattern,candidate,joint,chelsa_vpd_mean,78,,0.0531942224459958,"{""bract_projection_asymmetry"": 0.013320871246450327, ""bract_projection_peak_density"": -0.051499317382559334}",0.0444,0.1517798022941161,False,within_taxon,involucre,joint_no_single_direction,2277.0,,,,within_taxon_predictor_permutation,,,,not_fdr_supported
projection_prominence,candidate,scalar,chelsa_vpd_mean,44,-0.2845548395071997,0.2845548395071997,,0.0599,0.1902413793103448,False,among_taxon,involucre,negative,,,,,,,,,not_fdr_supported
projection_prominence,candidate,scalar,chelsa_vpd_mean,78,0.0030847666616406,0.0030847666616406,,0.8575252125453029,0.9987,False,within_taxon,involucre,positive,2277.0,0.0171829027185081,-0.0305931038164906,0.0367626371397718,taxon_clustered_ols,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_vpd_mean,142,-0.1194209419359003,0.1194209419359003,,0.1519,0.3179302325581395,False,among_taxon,presentation,negative,,,,,,,,,not_fdr_supported
presentation_angle,primary,scalar,chelsa_vpd_mean,199,0.014164838283564,0.014164838283564,,0.0446584500056516,0.1517798022941161,False,within_taxon,presentation,positive,37196.0,0.007054703422651,0.0003378736535566,0.0279918029135714,taxon_clustered_ols,,,,not_fdr_supported
