scope,endpoint_id,PC1_loading,PC2_loading,PC3_loading
all_inferential_endpoints,bract_projection_asymmetry,0.2864938530111845,-0.08593403002601425,-0.005699597936617952
all_inferential_endpoints,bract_projection_maximum,0.4392089539576797,0.10778831163259554,0.11134029798357324
all_inferential_endpoints,bract_projection_p95,0.48422979991220916,0.1296622851003827,0.0709272463297463
all_inferential_endpoints,bract_projection_peak_density,-0.054782108174977764,0.012624434397890811,0.13984593868085218
all_inferential_endpoints,bract_projection_roughness,0.5195199840848461,0.10668017612855203,0.09730875052378844
all_inferential_endpoints,bract_spread_fraction,0.34326158907189286,-0.07925374641434688,0.11004366039706798
all_inferential_endpoints,capitulum_outline_aspect_ratio,0.05851485963608743,0.05560500013111911,-0.01987423420773302
all_inferential_endpoints,capitulum_outline_circularity,0.13860739991778404,-0.46108198414770035,-0.31289049242339506
all_inferential_endpoints,capitulum_outline_solidity,0.14419080173657764,-0.5487889024405304,-0.19414928897436717
all_inferential_endpoints,capitulum_width_profile_cv,0.004574071419659007,0.4683214208306588,0.041865491882978494
all_inferential_endpoints,corolla_hue_cos,-0.1179236812373695,0.09388587035858414,-0.2461897887410021
all_inferential_endpoints,corolla_hue_sin,-0.10980105438596205,-0.2899026499012982,0.45312658072399453
all_inferential_endpoints,corolla_lab_chroma,0.11467257271976032,0.1670953972926424,-0.4199882342865466
all_inferential_endpoints,corolla_lab_lightness,-0.02000119589581976,-0.15053538436771274,0.5116902342106148
all_inferential_endpoints,involucre_apical_taper_ratio,-0.1181223516234908,0.1787561893309816,0.004569058594113839
all_inferential_endpoints,involucre_basal_taper_ratio,-0.04826399354046685,0.016979442896050658,0.14230590037168972
all_inferential_endpoints,involucre_length_width_ratio,0.018802264874620275,0.18554673245091505,0.034374957274971765
all_inferential_endpoints,orientation_image_vertical_angle,-0.014553535934572745,-0.008441166852717159,0.27939036165427494
module:armature,bract_projection_maximum,0.7071067811865485,0.7071067811865466,
module:armature,bract_projection_peak_density,-0.7071067811865466,0.7071067811865485,
module:colour,corolla_lab_lightness,-0.5667113178493501,0.2951438612559858,-0.5353368827931826
module:colour,corolla_lab_chroma,0.5378500198021793,0.32242606008469443,-0.7136796197744851
module:colour,corolla_hue_sin,-0.6081125977990887,-0.19291679644432688,-0.2231169597656456
module:colour,corolla_hue_cos,0.14055143833590733,-0.8784729060083907,-0.39280356987272963
module:involucre_architecture,involucre_length_width_ratio,-0.029615019186429874,-0.7516433679222798,-0.49440463490033176
module:involucre_architecture,involucre_apical_taper_ratio,0.1728841220944002,-0.28925549522906957,0.36634548027154507
module:involucre_architecture,involucre_basal_taper_ratio,0.044128269530262124,0.46039188561664507,-0.7360856664286006
module:involucre_architecture,bract_projection_roughness,-0.5788169279938823,-0.13999776484789755,-0.032600720184168513
module:involucre_architecture,bract_projection_p95,-0.5288405300829226,-0.17821633299506848,-0.03853925237250097
module:involucre_architecture,bract_spread_fraction,-0.45929314644949715,0.16147632826004285,-0.04041340990521611
module:involucre_architecture,bract_projection_asymmetry,-0.37634450976247785,0.24893327921277836,0.2745024829066561
module:shape,capitulum_outline_aspect_ratio,0.05918337287239596,-0.9887876450773583,-0.04570565706323372
module:shape,capitulum_outline_circularity,-0.6132390476693927,-0.14361870949490171,0.34523342689419345
module:shape,capitulum_outline_solidity,-0.6206338574960623,0.03958598911411791,0.33786311300225996
module:shape,capitulum_width_profile_cv,0.48502454960397723,-0.010276608937231452,0.8743988739355352
