scope,taxon_name,PC1,PC2,PC3
all_inferential_endpoints,Cirsium acantholepis,-2.7450772160735846,-1.96905958914974,-0.5507442368456305
all_inferential_endpoints,Cirsium acaulon,1.1947770381522238,2.602973102272324,-1.5455108189600635
all_inferential_endpoints,Cirsium acrolepis,1.1154345150897917,0.13592905568578667,-0.9363123781865809
all_inferential_endpoints,Cirsium alsophilum,0.07514771266642477,1.4795772500521418,-0.6320774375778212
all_inferential_endpoints,Cirsium altissimum,0.3402325035899162,0.816428472907591,0.6243570283600941
all_inferential_endpoints,Cirsium andersonii,-1.3024497514806035,1.6975653876759516,-1.5239374566775818
all_inferential_endpoints,Cirsium arachnoideum,5.1113666892808185,0.9883018381798931,0.48045474638082303
all_inferential_endpoints,Cirsium arctorhaphis,2.4648319696507235,-1.5107157274843648,-1.696478181884588
all_inferential_endpoints,Cirsium arizonicum,-0.5762897912229555,1.4463263444663716,-0.3154053759012159
all_inferential_endpoints,Cirsium arvense,0.24850707903918015,0.8341350674430473,0.9042915706365688
all_inferential_endpoints,Cirsium barnebyi,0.4375498599682927,0.9453821044455025,-0.5008317187581378
all_inferential_endpoints,Cirsium bertolonii,3.9586049041872684,-4.700285491594285,-1.1955845866666788
all_inferential_endpoints,Cirsium borealinipponense,-1.401018925639259,1.1785627959280323,-2.3635347594447653
all_inferential_endpoints,Cirsium brachycephalum,-2.458209999387725,-0.14024507103980952,0.018180565398446417
all_inferential_endpoints,Cirsium brevifolium,-2.4231568043468203,-0.9590010104874656,1.3023653831134312
all_inferential_endpoints,Cirsium brevistylum,0.46229411333491055,-0.7296634240653123,1.175695394542835
all_inferential_endpoints,Cirsium candelabrum,-0.627991365913611,-2.2357820623360762,0.25781491259731915
all_inferential_endpoints,Cirsium canescens,-1.652283893008228,-1.4191814102870859,1.4047782491216354
all_inferential_endpoints,Cirsium canum,1.048797647111318,0.08463593771873193,-1.3254532179199678
all_inferential_endpoints,Cirsium carniolicum,-0.26612735669786325,0.2420048184560515,1.8230445173812437
all_inferential_endpoints,Cirsium carolinianum,0.1893864077143407,2.195269923217474,-0.6598004272588934
all_inferential_endpoints,Cirsium centaureae,-2.013515455336457,0.5870857518718339,1.4931125976281694
all_inferential_endpoints,Cirsium charkeviczii,-3.0502147143385256,-0.28146313930605754,-0.29187080527742554
all_inferential_endpoints,Cirsium ciliatum,-1.1016616846389835,0.47767586324901035,-0.031653458544215266
all_inferential_endpoints,Cirsium clavatum,-0.015329762995027344,0.06209784002670954,2.3768317487244843
all_inferential_endpoints,Cirsium coloradense,-0.02326407198209969,-1.874124833430839,1.107068972810575
