taxon_name,PC1,PC2,PC3
Cirsium acaulon,2.668722354638541,-1.7703023754299003,-1.5828030884841757
Cirsium acrolepis,0.6450225862400583,-0.6820093331888025,-0.5801851725360383
Cirsium alatum,0.5177404224757132,0.21343418211555962,-0.34341053735348276
Cirsium alsophilum,1.7299054746118512,-0.9741399972561199,0.22944223986727044
Cirsium altissimum,0.21356919913753322,0.14206579879986095,-0.6055169688358144
Cirsium anartiolepis,1.6800046854090618,-0.05605815665706689,-1.066067659122367
Cirsium andersonii,1.8994430499508326,-1.1245585388127728,1.9660099160834845
Cirsium andrewsii,-1.4809938955892779,-1.307241225610105,-1.464416663538529
Cirsium appendiculatum,1.7627610238829805,-2.0158820890913165,-0.5496486776503446
Cirsium argillosum,-3.2764815745574656,-0.48951186407975555,0.1788373946255289
Cirsium arisanense,0.733470099157577,1.0562680171654686,-0.5655488953565461
Cirsium arizonicum,1.6582688036382804,-0.04412303854782021,0.7405112811886199
Cirsium arvense,0.3715982928084069,0.7853063242223842,-0.07240224622264131
Cirsium brachycephalum,0.28163214446063595,0.8282446759156301,0.38270513522541616
Cirsium brevicaule,-1.8517549091923629,2.227296645882891,-0.045461425725641096
Cirsium brevifolium,-0.804060314464696,0.9761402481070172,-0.023069216975057462
Cirsium brevistylum,-0.9651496446130681,0.45497009774600133,-0.5551488434907703
Cirsium calcareum,0.6106455681286024,0.5463841471157114,2.394714070393499
Cirsium candelabrum,-1.6472025594872484,-0.047546033969774484,-0.38749819810809133
Cirsium canescens,-1.2731650807046393,1.3765435582210752,0.844888028063019
Cirsium canum,-0.02301059304023845,-1.8703005273103708,0.010351116265872698
Cirsium carniolicum,-0.9076484717728357,0.7600504630077031,0.21275304052161376
Cirsium carolinianum,1.2254144476774753,-0.7074148665536079,-0.33758076731585535
Cirsium centaureae,0.3727608263641676,1.862098802703348,0.5092593182967537
Cirsium cephalotes,-0.5665889420222856,-1.43491092424134,-1.2348807810704872
Cirsium chlorocomos,0.9860292937302604,2.7587624677030957,-1.5182404131115257
Cirsium ciliatum,0.46504252865311946,-0.08319950297982318,0.509516794348438
Cirsium clavatum,-0.37498758360750434,2.459900679707902,-0.3742715703549277
Cirsium coahuilense,-0.4854107547593336,1.5913680326145434,1.2873847185074476
Cirsium coloradense,-1.1750750230069005,1.0119081303765671,0.12336261298534515
Cirsium conspicuum,1.8645498926737243,-0.9577958270209319,-0.9307059771708682
Cirsium coryletorum,-1.1601824611359093,2.5976658707685822,-0.06408437447756733
Cirsium creticum,0.002363342911451218,0.3189486627868276,-1.9451213570208172
Cirsium culebraense,-2.582460297707231,-0.630360463587365,1.6579972466495183
Cirsium cymosum,-0.6582373081964853,2.231834958321502,1.1250636623887202
Cirsium dealbatum,-1.0496926868907623,-1.6393433043763044,0.2941614967726735
Cirsium discolor,0.03093824686111247,-0.2957075317751161,-0.4201203220980407
Cirsium dissectum,1.5060783770526027,-2.3792171974349547,0.34678596469929845
Cirsium douglasii,0.41079555466030687,1.1281492681603655,-0.178691631998152
Cirsium drummondii,0.8870343352375943,-2.434283733339637,-0.6057474929853944
Cirsium eatonii,-0.9081811954029719,-0.4473140976754741,-0.1773021492478171
Cirsium echinus,-0.8544043233870968,1.5659744172501697,0.3867324172118013
Cirsium edule,0.7872302381585722,0.4250008019953441,-0.3365962388646349
Cirsium ehrenbergii,1.104042843347119,0.08381529321500918,-0.45807816179773586
Cirsium engelmannii,-0.5798124277458366,-0.331574585264572,0.4121770529055647
Cirsium erisithales,-0.600540265087272,1.3559820663030935,-0.9870332346642238
Cirsium esculentum,0.5573674560854943,0.8835458763320247,-0.5211663683635382
Cirsium euxinum,-0.5562954171297526,-0.04391599163629798,-0.036423203878055144
Cirsium falconeri,-2.053015702039578,2.202346923986573,-1.8742832709255113
Cirsium ferum,0.2675084904507782,0.9731898154222909,-0.8242249315666531
Cirsium filipendulum,1.01448545193047,-1.688622877780652,-0.09488477314722407
Cirsium flodmanii,0.969811832354403,-1.0357378553194734,0.41308799606702074
Cirsium foliosum,-1.3280889088302223,-0.34718759313456543,1.749444728557695
Cirsium funkiae,-2.031543059514023,0.6463405256203301,-0.38859099368295313
Cirsium glabrum,-2.1454819518914054,0.045480321779307116,0.21273977377335743
Cirsium grahamii,0.5907718900691014,-3.9719724807853307,1.8391706659705984
Cirsium greimleri,0.749653732864672,-0.580721573349926,-0.20807626955781744
Cirsium griseum,-0.6843205748715385,1.5971230199140578,0.84833204523804
Cirsium helenioides,0.5877534305001845,-1.066592796560689,0.01785976469443055
Cirsium heliorhaphis,1.8739496692166189,0.144362107244493,0.6004329893709041
Cirsium hesperium,-0.5637902729115889,1.6178364275819022,0.39552230290963947
Cirsium heterophyllum,0.8669577441903831,-2.392336879894796,-0.18092122090730214
Cirsium hookerianum,-1.1004712993739858,2.2343058454465625,0.18435109365001018
Cirsium horridulum,-0.2204810825502631,0.3147168188562678,0.3393388496545528
Cirsium hypoleucum,2.3468260614833873,-1.3645483148453355,0.013999356958189043
Cirsium inamoenum,-0.2421195094608144,2.0002827992440224,1.3359602097265593
Cirsium italicum,1.3691488374330356,-0.26002825856091394,-1.8547130081613636
Cirsium jaliscoense,-0.14920946836048252,0.8025425059576238,-0.39061946439960565
Cirsium japonicum,0.4967516703597052,-1.6844935704874726,-1.2453054870460576
Cirsium jorullense,0.15053667443484148,-0.5666984394914331,1.0352221716648227
Cirsium kamtschaticum,0.10404894119081369,0.8815076900603235,-0.6084360478688428
Cirsium kawakamii,-15.627223355096039,-4.987263398264117,-1.678407123661886
Cirsium kosmelii,0.2717984158646068,3.071425527263959,-1.830224288706422
Cirsium laniflorum,0.8751579771549333,1.050202202950178,-0.3310997160357335
Cirsium lecontei,-0.9333474603535694,-1.3712911256169216,6.895607864078272
Cirsium ligulare,2.183226845468009,-1.7285647714265313,-0.5732820095814644
Cirsium lomatolepis,0.2311056842959815,-0.9647601915198801,1.498938080244059
Cirsium maackii,0.47889829502649944,-2.6655150588755743,-0.20061902330341053
Cirsium maritimum,1.7889446730836005,0.15549671822477595,-1.2243165096245616
Cirsium mexicanum,0.508179149520004,-0.1933071582462137,-0.03205640422347124
Cirsium mohavense,-0.49504718261383074,1.184031155794939,-0.004190646407194436
Cirsium monspessulanum,0.44526764817973763,-0.8804097499789459,-0.35325006608667564
Cirsium muticum,1.190389501667188,-0.93933561459244,0.18525678786491986
Cirsium neomexicanum,-0.22407987869652696,0.53245031297954,-0.14652051146326334
Cirsium nivale,-0.5477202005628571,0.7156152600921448,0.5847713871257844
Cirsium novoleonense,0.339700927885798,-2.0997844062601416,0.8317843283461834
Cirsium nuttallii,-1.1157142200585182,1.4848896535410048,0.6307691085265025
Cirsium obvallatum,-0.7337572207338335,1.6028696935445956,-0.38945168928313256
Cirsium occidentale,1.0107551704922046,0.139393650868016,0.7653372759094901
Cirsium ochrocentrum,-0.057731992745945614,0.7377101601051586,0.8527557216424252
Cirsium oleraceum,-0.8169860773124438,1.459827372831254,-0.0803663435880151
Cirsium oligophyllum,0.5678061505418734,-1.9241544258710954,-2.56582128891823
Cirsium pacificum,-0.4303472765325034,-0.006836972543357239,1.9161042361323044
Cirsium palustre,1.3856721135848495,-0.4371327312180914,-0.1381362108061006
Cirsium pannonicum,0.5723210915941034,-3.7387951684524183,1.4155003405469562
Cirsium parryi,-0.6802975275846463,0.8958758013039951,0.11567092257941615
Cirsium pendulum,0.4740379461304665,0.4171272559092135,-0.3947101203547365
